ObjectId,province,technology,critical_2060_price_for_6p5,right_censored_at_60
4233,Qinghai,solar PV,38.64700712263584,False
4242,Qinghai,solar PV,42.70637668669224,False
4250,Qinghai,solar PV,42.70637668669224,False
4256,Qinghai,solar PV,39.126141294837,False
4263,Qinghai,solar PV,36.314529329538345,False
4268,Qinghai,solar PV,38.052866756916046,False
4274,Qinghai,solar PV,37.89425276219845,False
4283,Qinghai,solar PV,38.05286720395088,False
4288,Qinghai,solar PV,35.625685304403305,False
4291,Qinghai,solar PV,37.38656781613827,False
4298,Qinghai,solar PV,42.18073144555092,False
4301,Qinghai,solar PV,36.37787371873856,False
4309,Qinghai,solar PV,41.515903919935226,False
4317,Qinghai,solar PV,36.01231835782528,False
4320,Qinghai,solar PV,38.05286720395088,False
4326,Qinghai,solar PV,38.61443035304546,False
4420,Qinghai,solar PV,42.70637668669224,False
4434,Qinghai,solar PV,38.90042267739773,False
4440,Qinghai,solar PV,37.98810705542565,False
4446,Qinghai,solar PV,38.90042267739773,False
4452,Qinghai,solar PV,36.103661209344864,False
4456,Qinghai,solar PV,42.658477798104286,False
4463,Qinghai,solar PV,36.103661209344864,False
4479,Qinghai,solar PV,41.20485439896584,False
4490,Qinghai,solar PV,36.26633562147617,False
4510,Qinghai,solar PV,36.94850765168667,False
4516,Qinghai,solar PV,38.10550130903721,False
4522,Qinghai,solar PV,38.10550130903721,False
4535,Qinghai,solar PV,41.2196434289217,False
4541,Qinghai,solar PV,41.515903919935226,False
4543,Qinghai,solar PV,38.10550153255463,False
4603,Qinghai,solar PV,41.06598772108555,False
4609,Qinghai,solar PV,40.92927284538746,False
4615,Qinghai,solar PV,38.61443035304546,False
4622,Qinghai,solar PV,36.314529329538345,False
4631,Qinghai,solar PV,35.625685304403305,False
4641,Qinghai,solar PV,38.61154362559319,False
4642,Qinghai,solar PV,39.621005952358246,False
4647,Qinghai,solar PV,36.20779909193516,False
4648,Qinghai,solar PV,38.10550153255463,False
4654,Qinghai,solar PV,38.10550153255463,False
4682,Qinghai,solar PV,37.36014984548092,False
4690,Qinghai,solar PV,39.621005952358246,False
4693,Qinghai,solar PV,42.30903804302216,False
4705,Qinghai,solar PV,36.3419808447361,False
4710,Qinghai,solar PV,37.73938715457916,False
4712,Qinghai,solar PV,38.40757168829441,False
4716,Qinghai,solar PV,36.79532893002033,False
4718,Qinghai,solar PV,37.84722290933132,False
4722,Qinghai,solar PV,36.65127485990524,False
4724,Qinghai,solar PV,37.84722290933132,False
4726,Qinghai,solar PV,41.19792111217976,False
4744,Qinghai,solar PV,35.90884856879711,False
4746,Qinghai,solar PV,38.97312976419926,False
4752,Qinghai,solar PV,38.97312976419926,False
4756,Qinghai,solar PV,36.73565939068794,False
4757,Qinghai,solar PV,35.1826648414135,False
4767,Qinghai,solar PV,38.09448480606079,False
4795,Qinghai,solar PV,41.6523751616478,False
4804,Qinghai,solar PV,38.25869455933571,False
4811,Qinghai,solar PV,35.62568485736847,False
4817,Qinghai,solar PV,39.89200539886952,False
4824,Qinghai,solar PV,41.91245064139366,False
4850,Qinghai,solar PV,41.70822210609913,False
4854,Qinghai,solar PV,37.82686740159989,False
4857,Qinghai,solar PV,41.70822210609913,False
4863,Qinghai,solar PV,41.70822210609913,False
4865,Qinghai,solar PV,36.63636155426502,False
4868,Qinghai,solar PV,38.77873465418816,False
4874,Qinghai,solar PV,38.77873465418816,False
4879,Qinghai,solar PV,41.8238228559494,False
4882,Qinghai,solar PV,41.2196434289217,False
4889,Qinghai,solar PV,41.2196434289217,False
4891,Qinghai,solar PV,36.33556388318539,False
4897,Qinghai,solar PV,36.00925371050835,False
4899,Qinghai,solar PV,38.05286720395088,False
4903,Qinghai,solar PV,41.515903919935226,False
4905,Qinghai,solar PV,37.54732981324196,False
4911,Qinghai,solar PV,41.8238228559494,False
4916,Qinghai,solar PV,37.54732891917229,False
4928,Qinghai,solar PV,41.8238228559494,False
4931,Qinghai,solar PV,38.900422900915146,False
4932,Qinghai,solar PV,36.00925259292126,False
4933,Qinghai,solar PV,38.78529198467732,False
4943,Qinghai,solar PV,38.43778856098652,False
4944,Qinghai,solar PV,35.83429902791977,False
4952,Qinghai,solar PV,38.43778856098652,False
4956,Qinghai,solar PV,38.43778856098652,False
4957,Qinghai,solar PV,41.8238228559494,False
4960,Qinghai,solar PV,36.341979280114174,False
4966,Qinghai,solar PV,38.6115438491106,False
4977,Qinghai,solar PV,38.248223438858986,False
4992,Qinghai,solar PV,38.3433984965086,False
4994,Qinghai,solar PV,38.17292511463165,False
4997,Qinghai,solar PV,42.709762305021286,False
4998,Qinghai,solar PV,41.8238228559494,False
6017,Xinjiang,solar PV,38.368414118886,False
6030,Xinjiang,solar PV,42.305993065238,False
6031,Xinjiang,solar PV,40.158631503582,False
6032,Xinjiang,solar PV,40.96026487648487,False
6036,Xinjiang,solar PV,41.07617765665054,False
6037,Xinjiang,solar PV,39.26555201411247,False
6057,Xinjiang,solar PV,40.33929347991944,False
6059,Xinjiang,solar PV,39.319526329636574,False
6060,Xinjiang,solar PV,38.90412278473377,False
6061,Xinjiang,solar PV,41.95526339113712,False
6063,Xinjiang,solar PV,37.4804936349392,False
6066,Xinjiang,solar PV,39.5056714117527,False
6067,Xinjiang,solar PV,37.9632331430912,False
6068,Xinjiang,solar PV,40.22826835513115,False
6069,Xinjiang,solar PV,36.95422612130642,False
6070,Xinjiang,solar PV,36.90738491714001,False
6076,Xinjiang,solar PV,38.234696835279465,False
6082,Xinjiang,solar PV,37.77914710342884,False
6083,Xinjiang,solar PV,38.95325794816017,False
6086,Xinjiang,solar PV,40.72238467633724,False
6089,Xinjiang,solar PV,41.37759581208229,False
6098,Xinjiang,solar PV,38.77996802330017,False
6101,Xinjiang,solar PV,40.03263227641583,False
6102,Xinjiang,solar PV,40.26031695306301,False
6104,Xinjiang,solar PV,41.10461890697479,False
6111,Xinjiang,solar PV,37.93077729642391,False
6112,Xinjiang,solar PV,39.98597592115402,False
6114,Xinjiang,solar PV,38.400584533810616,False
6120,Xinjiang,solar PV,37.92759910225868,False
6123,Xinjiang,solar PV,41.63378968834877,False
6124,Xinjiang,solar PV,38.400584533810616,False
6129,Xinjiang,solar PV,39.77666571736336,False
6131,Xinjiang,solar PV,38.95034037530422,False
6133,Xinjiang,solar PV,40.37128910422325,False
6140,Xinjiang,solar PV,37.87879250943661,False
6143,Xinjiang,solar PV,38.95033858716488,False
6149,Xinjiang,solar PV,38.14340561628342,False
6159,Xinjiang,solar PV,38.95033858716488,False
6160,Xinjiang,solar PV,39.65860694646835,False
6165,Xinjiang,solar PV,38.319116458296776,False
6178,Xinjiang,solar PV,39.50203746557236,False
6183,Xinjiang,solar PV,37.627588883042336,False
6189,Xinjiang,solar PV,40.15744619071484,False
6190,Xinjiang,solar PV,38.54932062327862,False
6191,Xinjiang,solar PV,39.5039002597332,False
6197,Xinjiang,solar PV,39.5020367950201,False
6199,Xinjiang,solar PV,40.15744619071484,False
6214,Xinjiang,solar PV,38.319116458296776,False
6215,Xinjiang,solar PV,39.03399422764778,False
6219,Xinjiang,solar PV,38.89777891337872,False
6224,Xinjiang,solar PV,39.25824701786041,False
6230,Xinjiang,solar PV,38.53272624313831,False
6247,Xinjiang,solar PV,40.016590878367424,False
6253,Xinjiang,solar PV,38.319116458296776,False
6259,Xinjiang,solar PV,39.79790702462196,False
6268,Xinjiang,solar PV,37.89205625653267,False
6270,Xinjiang,solar PV,38.400584533810616,False
6276,Xinjiang,solar PV,37.79225081205368,False
6288,Xinjiang,solar PV,37.19171516597271,False
6290,Xinjiang,solar PV,40.9009949862957,False
6294,Xinjiang,solar PV,37.03539580106735,False
6295,Xinjiang,solar PV,42.55023211240768,False
6321,Xinjiang,solar PV,40.132791101932526,False
6322,Xinjiang,solar PV,38.99774104356766,False
6323,Xinjiang,solar PV,42.36760653555393,False
6328,Xinjiang,solar PV,42.36760653555393,False
6358,Xinjiang,solar PV,39.06422138214111,False
6360,Xinjiang,solar PV,41.28465861082077,False
6361,Xinjiang,solar PV,38.88542197644711,False
6362,Xinjiang,solar PV,39.65842120349407,False
6365,Xinjiang,solar PV,41.35042905807495,False
6380,Xinjiang,solar PV,42.248666658997536,False
6387,Xinjiang,solar PV,39.852714613080025,False
6388,Xinjiang,solar PV,37.94575922191143,False
6389,Xinjiang,solar PV,36.36370249092579,False
6394,Xinjiang,solar PV,37.80762925744057,False
6405,Xinjiang,solar PV,39.50567275285721,False
6415,Xinjiang,solar PV,42.631117925047874,False
6428,Xinjiang,solar PV,40.46929344534874,False
6435,Xinjiang,solar PV,38.08851644396782,False
6443,Xinjiang,solar PV,42.65489034354687,False
6447,Xinjiang,solar PV,39.64395470917225,False
6451,Xinjiang,solar PV,37.15728834271431,False
6465,Xinjiang,solar PV,40.26546120643616,False
6467,Xinjiang,solar PV,42.39949241280556,False
6468,Xinjiang,solar PV,39.37375769019127,False
6475,Xinjiang,solar PV,39.24367681145668,False
6476,Xinjiang,solar PV,39.37375769019127,False
6485,Xinjiang,solar PV,41.23114854097366,False
6528,Xinjiang,solar PV,36.710040494799614,False
6536,Xinjiang,solar PV,36.90738491714001,False
6538,Xinjiang,solar PV,40.41851878166199,False
6548,Xinjiang,solar PV,40.41851878166199,False
6559,Xinjiang,solar PV,38.6787036806345,False
6564,Xinjiang,solar PV,40.46847738325596,False
6565,Xinjiang,solar PV,40.37128888070583,False
6566,Xinjiang,solar PV,39.88271847367287,False
6574,Xinjiang,solar PV,39.288297817111015,False
6576,Xinjiang,solar PV,40.36564260721207,False
6579,Xinjiang,solar PV,38.78253936767578,False
6582,Xinjiang,solar PV,38.76010671257973,False
6590,Xinjiang,solar PV,38.70648667216301,False
6598,Xinjiang,solar PV,39.27642814815045,False
6602,Xinjiang,solar PV,39.87756706774235,False
6607,Xinjiang,solar PV,39.54487569630146,False
6609,Xinjiang,solar PV,39.25863482058048,False
6625,Xinjiang,solar PV,39.69649225473404,False
6628,Xinjiang,solar PV,39.50714372098446,False
6634,Xinjiang,solar PV,42.00490169227123,False
6638,Xinjiang,solar PV,39.43053290247917,False
6644,Xinjiang,solar PV,39.31985288858414,False
6659,Xinjiang,solar PV,42.755421325564384,False
6669,Xinjiang,solar PV,38.99149753153324,False
6672,Xinjiang,solar PV,37.82944120466709,False
6675,Xinjiang,solar PV,38.86098548769951,False
6707,Xinjiang,solar PV,40.704173147678375,False
6720,Xinjiang,solar PV,39.98465582728386,False
6731,Xinjiang,solar PV,42.73695878684521,False
6739,Xinjiang,solar PV,37.81950540840626,False
6740,Xinjiang,solar PV,38.69093343615532,False
6745,Xinjiang,solar PV,40.66333740949631,False
6747,Xinjiang,solar PV,39.74984496831894,False
6753,Xinjiang,solar PV,36.19842208921909,False
6755,Xinjiang,solar PV,40.09452737867832,False
6760,Xinjiang,solar PV,37.285120859742165,False
6764,Xinjiang,solar PV,40.13221822679043,False
6766,Xinjiang,solar PV,36.31651975214481,False
6777,Xinjiang,solar PV,41.41998499631882,False
6790,Xinjiang,solar PV,39.80797491967678,False
6793,Xinjiang,solar PV,42.13014006614685,False
6799,Xinjiang,solar PV,39.99308355152607,False
6802,Xinjiang,solar PV,40.84743574261665,False
6804,Xinjiang,solar PV,38.908048421144485,False
6806,Xinjiang,solar PV,38.49898740649223,False
6812,Xinjiang,solar PV,39.97250474989414,False
6815,Xinjiang,solar PV,40.16942650079727,False
6819,Xinjiang,solar PV,39.78150956332684,False
6824,Xinjiang,solar PV,38.72751519083977,False
6827,Xinjiang,solar PV,39.99308355152607,False
6831,Xinjiang,solar PV,39.57926653325558,False
6839,Xinjiang,solar PV,38.33268754184246,False
6845,Xinjiang,solar PV,42.56287917494774,False
6852,Xinjiang,solar PV,42.56287917494774,False
6854,Xinjiang,solar PV,39.39616933465004,False
6867,Xinjiang,solar PV,39.3961688876152,False
6883,Xinjiang,solar PV,39.12777096033096,False
6885,Xinjiang,solar PV,39.3961688876152,False
6895,Xinjiang,solar PV,38.501587584614754,False
6898,Xinjiang,solar PV,38.18259537220001,False
6907,Xinjiang,solar PV,39.94933292269707,False
6913,Xinjiang,solar PV,38.17193493247032,False
6916,Xinjiang,solar PV,38.46470206975937,False
6918,Xinjiang,solar PV,40.4858672618866,False
6928,Xinjiang,solar PV,36.30168601870537,False
6938,Xinjiang,solar PV,39.68008808791637,False
6959,Xinjiang,solar PV,37.52137675881386,False
6963,Xinjiang,solar PV,38.319116458296776,False
697,Gansu,solar PV,42.22473531961441,False
6981,Xinjiang,solar PV,37.57182911038399,False
7325,Xinjiang,solar PV,40.69915227591992,False
7332,Xinjiang,solar PV,38.365796729922295,False
W100,Gansu,wind,33.49155284464359,False
W1057,Guangxi,wind,33.52975085377693,False
W1069,Guangxi,wind,37.77663454413414,False
W1073,Guangxi,wind,38.89609783887863,False
W1083,Guangxi,wind,40.710383132100105,False
W1130,Hebei,wind,41.45744539797306,False
W1134,Hebei,wind,42.14979976415634,False
W124,Gansu,wind,33.49155329167843,False
W125,Gansu,wind,33.49155329167843,False
W1273,Guangxi,wind,41.7162973433733,False
W1280,Hebei,wind,39.97818946838379,False
W1284,Hebei,wind,41.86533875763416,False
W130,Gansu,wind,35.211213156580925,False
W1340,Hebei,wind,39.41949538886547,False
W1356,Hebei,wind,39.32189226150513,False
W1358,Hebei,wind,39.32189226150513,False
W136,Gansu,wind,35.21121270954609,False
W1360,Hebei,wind,38.449213430285454,False
W1362,Hebei,wind,38.449213430285454,False
W1374,Hebei,wind,38.30275900661945,False
W1376,Hebei,wind,36.18106864392757,False
W138,Gansu,wind,36.54599569737911,False
W1387,Hebei,wind,36.18106819689274,False
W1389,Hebei,wind,36.18106976151466,False
W139,Gansu,wind,36.545997485518456,False
W140,Gansu,wind,36.54599525034428,False
W141,Gansu,wind,38.33033233880997,False
W1482,Hainan,wind,33.569116294384,False
W1483,Hainan,wind,33.56911785900593,False
W1502,Hebei,wind,39.339850544929504,False
W1509,Hebei,wind,39.07902181148529,False
W1529,Hebei,wind,39.97818946838379,False
W1612,Hebei,wind,39.32189226150513,False
W1769,Guangxi,wind,33.529753759503365,False
W1774,Guangxi,wind,33.529753759503365,False
W178,Beijing,wind,41.167674511671066,False
W180,Beijing,wind,41.167674511671066,False
W181,Beijing,wind,41.167674511671066,False
W1866,Hebei,wind,33.537480756640434,False
W1875,Hebei,wind,40.39764113724232,False
W1883,Hebei,wind,42.07361362874508,False
W1887,Hebei,wind,38.869182765483856,False
W1892,Hebei,wind,39.45132739841938,False
W2206,Heilongjiang,wind,33.46640802919865,False
W2208,Heilongjiang,wind,33.46640847623348,False
W2214,Heilongjiang,wind,33.46640847623348,False
W2237,Heilongjiang,wind,34.697533920407295,False
W2263,Hebei,wind,40.34915551543236,False
W2266,Hebei,wind,41.86533875763416,False
W2269,Heilongjiang,wind,33.819869980216026,False
W2282,Heilongjiang,wind,35.37199214100838,False
W2377,Hebei,wind,35.91274805366993,False
W2379,Heilongjiang,wind,33.28088119626045,False
W2383,Heilongjiang,wind,38.65203246474266,False
W2404,Heilongjiang,wind,40.6225611269474,False
W2420,Heilongjiang,wind,39.87832814455032,False
W2423,Hebei,wind,41.50256082415581,False
W2431,Hebei,wind,33.537480756640434,False
W2436,Hebei,wind,33.537480756640434,False
W2441,Hebei,wind,33.537480756640434,False
W2447,Hebei,wind,41.50256082415581,False
W2455,Hebei,wind,40.39764113724232,False
W2456,Heilongjiang,wind,39.87832814455032,False
W2461,Hebei,wind,40.39764113724232,False
W2465,Hebei,wind,40.74694745242596,False
W2466,Heilongjiang,wind,33.062543123960495,False
W2468,Hebei,wind,42.03021615743637,False
W2471,Heilongjiang,wind,33.062543123960495,False
W2475,Heilongjiang,wind,33.062543123960495,False
W2476,Hebei,wind,42.03021615743637,False
W2477,Hebei,wind,41.50256082415581,False
W2482,Hebei,wind,33.537480756640434,False
W2488,Hebei,wind,33.537480756640434,False
W2495,Heilongjiang,wind,33.06254155933857,False
W2497,Heilongjiang,wind,33.062543123960495,False
W2504,Heilongjiang,wind,34.2701181024313,False
W2507,Hebei,wind,33.537480756640434,False
W2515,Hebei,wind,37.94010378420353,False
W2519,Hebei,wind,41.50256082415581,False
W2524,Heilongjiang,wind,32.79808223247528,False
W2525,Hebei,wind,33.537480756640434,False
W2553,Heilongjiang,wind,33.55413571000099,False
W2567,Heilongjiang,wind,35.371990352869034,False
W2577,Heilongjiang,wind,35.87372303009033,False
W2590,Heilongjiang,wind,39.76715728640556,False
W2604,Heilongjiang,wind,33.062543123960495,False
W2610,Heilongjiang,wind,33.34104470908642,False
W2622,Heilongjiang,wind,33.36574159562588,False
W2626,Heilongjiang,wind,33.433827459812164,False
W2638,Heilongjiang,wind,32.64955781400204,False
W2648,Heilongjiang,wind,33.433827459812164,False
W2655,Heilongjiang,wind,33.8311131298542,False
W2665,Heilongjiang,wind,33.38664896786213,False
W2679,Heilongjiang,wind,33.38664807379246,False
W2693,Heilongjiang,wind,33.433827459812164,False
W2703,Heilongjiang,wind,33.433827459812164,False
W2708,Heilongjiang,wind,32.70880714058876,False
W2710,Heilongjiang,wind,35.82059137523174,False
W2713,Heilongjiang,wind,35.82059137523174,False
W2720,Heilongjiang,wind,35.82059137523174,False
W2724,Heilongjiang,wind,35.82059137523174,False
W2734,Heilongjiang,wind,33.38664896786213,False
W2736,Heilongjiang,wind,33.88254962861538,False
W2751,Heilongjiang,wind,33.88255052268505,False
W2766,Heilongjiang,wind,33.882548958063126,False
W2767,Heilongjiang,wind,34.0957148373127,False
W2778,Heilongjiang,wind,33.38664896786213,False
W2780,Hebei,wind,33.79050359129906,False
W2781,Heilongjiang,wind,32.70880714058876,False
W2786,Hebei,wind,36.70293532311916,False
W2790,Heilongjiang,wind,32.70880714058876,False
W2792,Hebei,wind,33.79050359129906,False
W2794,Heilongjiang,wind,33.38664896786213,False
W2797,Hebei,wind,33.79050359129906,False
W2803,Heilongjiang,wind,35.153789296746254,False
W2812,Heilongjiang,wind,34.0957148373127,False
W2813,Heilongjiang,wind,39.76715728640556,False
W2820,Heilongjiang,wind,33.88255052268505,False
W2822,Heilongjiang,wind,38.65203246474266,False
W2824,Heilongjiang,wind,32.64955781400204,False
W2827,Heilongjiang,wind,33.38664807379246,False
W2833,Heilongjiang,wind,32.64955781400204,False
W2837,Heilongjiang,wind,33.38664807379246,False
W2843,Heilongjiang,wind,35.39100117981434,False
W2845,Heilongjiang,wind,33.433827459812164,False
W2853,Heilongjiang,wind,34.0957148373127,False
W2866,Heilongjiang,wind,34.0957148373127,False
W2868,Heilongjiang,wind,42.52146251499653,False
W2869,Heilongjiang,wind,33.42174097895622,False
W2877,Heilongjiang,wind,40.464860424399376,False
W2880,Heilongjiang,wind,33.38664896786213,False
W2887,Heilongjiang,wind,33.38664896786213,False
W2892,Heilongjiang,wind,33.38664896786213,False
W2907,Heilongjiang,wind,36.59853547811508,False
W2911,Heilongjiang,wind,34.34746652841568,False
W2919,Heilongjiang,wind,38.68938021361828,False
W2924,Heilongjiang,wind,38.65203246474266,False
W2934,Heilongjiang,wind,33.84005315601826,False
W2966,Heilongjiang,wind,37.26286053657532,False
W3095,Hunan,wind,41.78956389427185,False
W3102,Hunan,wind,41.126041039824486,False
W3107,Hunan,wind,41.04437090456486,False
W3191,Inner Mongolia,wind,35.043830797076225,False
W3243,Hunan,wind,32.541737258434296,False
W3274,Inner Mongolia,wind,40.05819417536259,False
W3282,Inner Mongolia,wind,39.97841991484165,False
W3338,Hunan,wind,42.62057438492775,False
W3351,Hunan,wind,42.62057438492775,False
W3358,Hunan,wind,41.126041039824486,False
W3384,Hunan,wind,41.126041039824486,False
W3410,Hunan,wind,38.505057245492935,False
W3413,Hunan,wind,41.126041039824486,False
W3447,Hunan,wind,34.00998629629612,False
W3449,Hunan,wind,36.292629763484,False
W3459,Hunan,wind,38.00592921674252,False
W3463,Hunan,wind,32.881949320435524,False
W3472,Hunan,wind,40.45838691294193,False
W3572,Hunan,wind,42.24273942410946,False
W3610,Hunan,wind,40.83263799548149,False
W3973,Hunan,wind,42.24273942410946,False
W3983,Hunan,wind,39.52086076140404,False
W4016,Inner Mongolia,wind,32.84370616078377,False
W4047,Inner Mongolia,wind,34.170675203204155,False
W4050,Inner Mongolia,wind,33.18579889833927,False
W4054,Inner Mongolia,wind,33.18579889833927,False
W4062,Inner Mongolia,wind,34.170675203204155,False
W4090,Inner Mongolia,wind,33.794812336564064,False
W4101,Inner Mongolia,wind,32.98388868570328,False
W4230,Inner Mongolia,wind,32.983887791633606,False
W4253,Inner Mongolia,wind,32.983887791633606,False
W4259,Inner Mongolia,wind,34.95228052139282,False
W4268,Inner Mongolia,wind,34.95228074491024,False
W4304,Inner Mongolia,wind,34.95228074491024,False
W4313,Inner Mongolia,wind,34.2610801756382,False
W4347,Inner Mongolia,wind,32.439119294285774,False
W4386,Inner Mongolia,wind,35.12098252773285,False
W4416,Inner Mongolia,wind,33.04080069065094,False
W4461,Inner Mongolia,wind,37.18148052692413,False
W4475,Inner Mongolia,wind,33.847465217113495,False
W4484,Inner Mongolia,wind,37.03503035008907,False
W4505,Inner Mongolia,wind,38.08293141424656,False
W4506,Inner Mongolia,wind,33.04080069065094,False
W4510,Inner Mongolia,wind,36.348854675889015,False
W4517,Inner Mongolia,wind,36.348854675889015,False
W4522,Inner Mongolia,wind,36.16487570106983,False
W4533,Inner Mongolia,wind,32.84370616078377,False
W4534,Inner Mongolia,wind,27.942664101719856,False
W4539,Inner Mongolia,wind,33.794812336564064,False
W4548,Inner Mongolia,wind,33.794812113046646,False
W4551,Inner Mongolia,wind,33.18579889833927,False
W4588,Inner Mongolia,wind,37.613851726055145,False
W4603,Inner Mongolia,wind,35.33898018300533,False
W4611,Inner Mongolia,wind,36.479079499840736,False
W4626,Inner Mongolia,wind,32.84370616078377,False
W4690,Inner Mongolia,wind,35.069811567664146,False
W4736,Inner Mongolia,wind,36.479079499840736,False
W4753,Inner Mongolia,wind,36.479079499840736,False
W4783,Inner Mongolia,wind,38.228870183229446,False
W4791,Inner Mongolia,wind,38.07112075388432,False
W4807,Inner Mongolia,wind,37.62000270187855,False
W4808,Inner Mongolia,wind,38.07112075388432,False
W4814,Inner Mongolia,wind,36.56899631023407,False
W4815,Inner Mongolia,wind,38.07112075388432,False
W4832,Inner Mongolia,wind,38.07112075388432,False
W4837,Inner Mongolia,wind,37.18148052692413,False
W4852,Inner Mongolia,wind,36.479079499840736,False
W4875,Inner Mongolia,wind,32.608412951231,False
W4888,Inner Mongolia,wind,32.608412951231,False
W4964,Inner Mongolia,wind,32.84370616078377,False
W4968,Inner Mongolia,wind,35.14713294804096,False
W4991,Inner Mongolia,wind,34.19214762747288,False
W5005,Qinghai,wind,35.05779594182968,False
W5007,Qinghai,wind,36.436813697218895,False
W5009,Qinghai,wind,39.851123839616776,False
W5010,Qinghai,wind,39.851123839616776,False
W5014,Qinghai,wind,39.851123839616776,False
W5019,Qinghai,wind,39.851123839616776,False
W5021,Qinghai,wind,36.43681302666664,False
W5022,Qinghai,wind,36.43681347370148,False
W5025,Qinghai,wind,39.71396327018738,False
W5112,Liaoning,wind,29.394024834036827,False
W5243,Liaoning,wind,40.38027919828892,False
W5305,Liaoning,wind,35.98008155822754,False
W5342,Liaoning,wind,27.92845129966736,False
W5379,Liaoning,wind,27.891656309366223,False
W5423,Liaoning,wind,39.06030893325806,False
W5501,Shandong,wind,33.83616238832474,False
W5754,Qinghai,wind,36.43681302666664,False
W5824,Jilin,wind,32.88583427667618,False
W583,Gansu,wind,41.06036178767681,False
W584,Gansu,wind,41.14354133605957,False
W585,Gansu,wind,41.14354133605957,False
W5940,Qinghai,wind,40.456156209111214,False
W5948,Jilin,wind,35.871717631816864,False
W5967,Liaoning,wind,32.95489579439163,False
W6268,Shanxi,wind,36.1028415709734,False
W6270,Shanxi,wind,38.25381964445114,False
W6271,Shanxi,wind,36.1028415709734,False
W629,Gansu,wind,33.348243087530136,False
W6339,Shandong,wind,33.83616238832474,False
W6352,Shandong,wind,41.51662699878216,False
W6360,Shandong,wind,41.51662699878216,False
W6375,Shandong,wind,33.18375840783119,False
W6384,Shandong,wind,33.18375840783119,False
W6386,Shandong,wind,33.183758184313774,False
W6452,Shanxi,wind,39.23366837203503,False
W6550,Shanxi,wind,38.53504791855812,False
W6723,Shanxi,wind,40.41499145328999,False
W6866,Shanxi,wind,42.76667296886444,False
W6906,Shanxi,wind,37.26252123713493,False
W6910,Shandong,wind,33.83616238832474,False
W6915,Shanxi,wind,37.26252123713493,False
W6918,Shandong,wind,33.83616238832474,False
W6931,Shandong,wind,33.83616238832474,False
W6937,Shandong,wind,33.18375840783119,False
W6954,Shandong,wind,33.18375840783119,False
W6956,Shandong,wind,33.18375840783119,False
W7010,Xinjiang,wind,39.65051338076592,False
W7013,Xinjiang,wind,39.65051338076592,False
W7016,Xinjiang,wind,39.65051338076592,False
W7019,Shanxi,wind,42.76667296886444,False
W7029,Shanxi,wind,42.76667296886444,False
W7080,Shanxi,wind,37.08018735051155,False
W7124,Shanxi,wind,39.443053901195526,False
