learning_case,direct_capex_share_of_installed_capex,stack_share_of_direct_capex,stack_share_of_installed_capex,new_build_cost_pass_through_elasticity,incumbent_nonstack_learning_transfer_share,terminal_price_cny_per_kg,strict_record_count,retain_low_count,reach_6p5_count,aggregate_tax_free_transfer_100m_cny,npv_6p5_100m_cny
conservative,0.7,0.25,0.175,0.5,0.5,23.599954014763583,710,5,0,0.12648890432810833,-44.87455537402996
conservative,0.7,0.25,0.175,0.5,0.75,23.599954014763583,710,7,0,0.1897333564921625,-44.86393045011038
conservative,0.7,0.25,0.175,0.5,1.0,23.599954014763583,710,8,0,0.25297780865621666,-44.853305526190816
conservative,0.7,0.25,0.175,0.75,0.0,21.66644802811307,710,0,0,0.0,-56.506250379953364
conservative,0.7,0.25,0.175,0.75,0.25,21.66644802811307,710,0,0,0.06324445216405417,-56.495625456033785
conservative,0.7,0.25,0.175,0.75,0.5,21.66644802811307,710,0,0,0.12648890432810833,-56.48500053211421
conservative,0.7,0.25,0.175,0.75,0.75,21.66644802811307,710,0,0,0.1897333564921625,-56.474375608194634
conservative,0.7,0.25,0.175,0.75,1.0,21.66644802811307,710,0,0,0.25297780865621666,-56.463750684275055
conservative,0.7,0.25,0.175,1.0,0.0,19.891351053534137,710,0,0,0.0,-67.25577443791315
conservative,0.7,0.25,0.175,1.0,0.25,19.891351053534137,710,0,0,0.06324445216405417,-67.24514951399358
conservative,0.7,0.25,0.175,1.0,0.5,19.891351053534137,710,0,0,0.12648890432810833,-67.234524590074
conservative,0.7,0.25,0.175,1.0,0.75,19.891351053534137,710,0,0,0.1897333564921625,-67.22389966615442
conservative,0.7,0.25,0.175,1.0,1.0,19.891351053534137,710,0,0,0.25297780865621666,-67.21327474223484
conservative,0.7,0.35,0.24499999999999997,0.0,0.0,28.0,710,710,0,0.0,-18.906994893242487
conservative,0.7,0.35,0.24499999999999997,0.0,0.25,28.0,710,710,4,0.05640881237130697,-18.897518400137166
conservative,0.7,0.35,0.24499999999999997,0.0,0.5,28.0,710,710,4,0.11281762474261393,-18.88804190703185
conservative,0.7,0.35,0.24499999999999997,0.0,0.75,28.0,710,710,5,0.16922643711392094,-18.878565413926538
conservative,0.7,0.35,0.24499999999999997,0.0,1.0,28.0,710,710,6,0.22563524948522787,-18.86908892082122
conservative,0.7,0.35,0.24499999999999997,0.25,0.0,25.70600537643646,710,161,0,0.0,-32.35467302092061
conservative,0.7,0.35,0.24499999999999997,0.25,0.25,25.70600537643646,710,161,0,0.05640881237130697,-32.3451965278153
conservative,0.7,0.35,0.24499999999999997,0.25,0.5,25.70600537643646,710,161,0,0.11281762474261393,-32.33572003470998
conservative,0.7,0.35,0.24499999999999997,0.25,0.75,25.70600537643646,710,161,0,0.16922643711392094,-32.32624354160466
conservative,0.7,0.35,0.24499999999999997,0.25,1.0,25.70600537643646,710,162,0,0.22563524948522787,-32.316767048499344
conservative,0.7,0.35,0.24499999999999997,0.5,0.0,23.599954014763583,710,0,0,0.0,-44.89580522186912
conservative,0.7,0.35,0.24499999999999997,0.5,0.25,23.599954014763583,710,0,0,0.05640881237130697,-44.8863287287638
conservative,0.7,0.35,0.24499999999999997,0.5,0.5,23.599954014763583,710,4,0,0.11281762474261393,-44.87685223565849
conservative,0.7,0.35,0.24499999999999997,0.5,0.75,23.599954014763583,710,6,0,0.16922643711392094,-44.867375742553165
conservative,0.7,0.35,0.24499999999999997,0.5,1.0,23.599954014763583,710,7,0,0.22563524948522787,-44.857899249447854
conservative,0.7,0.35,0.24499999999999997,0.75,0.0,21.66644802811307,710,0,0,0.0,-56.506250379953364
conservative,0.7,0.35,0.24499999999999997,0.75,0.25,21.66644802811307,710,0,0,0.05640881237130697,-56.49677388684805
conservative,0.7,0.35,0.24499999999999997,0.75,0.5,21.66644802811307,710,0,0,0.11281762474261393,-56.487297393742736
conservative,0.7,0.35,0.24499999999999997,0.75,0.75,21.66644802811307,710,0,0,0.16922643711392094,-56.47782090063742
conservative,0.7,0.35,0.24499999999999997,0.75,1.0,21.66644802811307,710,0,0,0.22563524948522787,-56.4683444075321
conservative,0.7,0.35,0.24499999999999997,1.0,0.0,19.891351053534137,710,0,0,0.0,-67.25577443791315
conservative,0.7,0.35,0.24499999999999997,1.0,0.25,19.891351053534137,710,0,0,0.05640881237130697,-67.24629794480785
conservative,0.7,0.35,0.24499999999999997,1.0,0.5,19.891351053534137,710,0,0,0.11281762474261393,-67.23682145170253
conservative,0.7,0.35,0.24499999999999997,1.0,0.75,19.891351053534137,710,0,0,0.16922643711392094,-67.2273449585972
conservative,0.7,0.35,0.24499999999999997,1.0,1.0,19.891351053534137,710,0,0,0.22563524948522787,-67.21786846549189
conservative,0.7,0.5,0.35,0.0,0.0,28.0,710,710,0,0.0,-18.906994893242487
conservative,0.7,0.5,0.35,0.0,0.25,28.0,710,710,4,0.04615535268218618,-18.899241046358558
conservative,0.7,0.5,0.35,0.0,0.5,28.0,710,710,4,0.09231070536437236,-18.891487199474636
conservative,0.7,0.5,0.35,0.0,0.75,28.0,710,710,5,0.13846605804655857,-18.88373335259071
conservative,0.7,0.5,0.35,0.0,1.0,28.0,710,710,5,0.18462141072874472,-18.875979505706784
conservative,0.7,0.5,0.35,0.25,0.0,25.70600537643646,710,161,0,0.0,-32.35467302092061
conservative,0.7,0.5,0.35,0.25,0.25,25.70600537643646,710,161,0,0.04615535268218618,-32.346919174036685
conservative,0.7,0.5,0.35,0.25,0.5,25.70600537643646,710,161,0,0.09231070536437236,-32.339165327152756
conservative,0.7,0.5,0.35,0.25,0.75,25.70600537643646,710,161,0,0.13846605804655857,-32.331411480268834
conservative,0.7,0.5,0.35,0.25,1.0,25.70600537643646,710,162,0,0.18462141072874472,-32.323657633384904
conservative,0.7,0.5,0.35,0.5,0.0,23.599954014763583,710,0,0,0.0,-44.89580522186912
conservative,0.7,0.5,0.35,0.5,0.25,23.599954014763583,710,0,0,0.04615535268218618,-44.88805137498519
conservative,0.7,0.5,0.35,0.5,0.5,23.599954014763583,710,4,0,0.09231070536437236,-44.88029752810127
conservative,0.7,0.5,0.35,0.5,0.75,23.599954014763583,710,5,0,0.13846605804655857,-44.872543681217344
conservative,0.7,0.5,0.35,0.5,1.0,23.599954014763583,710,7,0,0.18462141072874472,-44.86478983433341
conservative,0.7,0.5,0.35,0.75,0.0,21.66644802811307,710,0,0,0.0,-56.506250379953364
conservative,0.7,0.5,0.35,0.75,0.25,21.66644802811307,710,0,0,0.04615535268218618,-56.49849653306944
conservative,0.7,0.5,0.35,0.75,0.5,21.66644802811307,710,0,0,0.09231070536437236,-56.49074268618551
conservative,0.7,0.5,0.35,0.75,0.75,21.66644802811307,710,0,0,0.13846605804655857,-56.48298883930158
conservative,0.7,0.5,0.35,0.75,1.0,21.66644802811307,710,0,0,0.18462141072874472,-56.47523499241766
conservative,0.7,0.5,0.35,1.0,0.0,19.891351053534137,710,0,0,0.0,-67.25577443791315
conservative,0.7,0.5,0.35,1.0,0.25,19.891351053534137,710,0,0,0.04615535268218618,-67.24802059102923
conservative,0.7,0.5,0.35,1.0,0.5,19.891351053534137,710,0,0,0.09231070536437236,-67.2402667441453
conservative,0.7,0.5,0.35,1.0,0.75,19.891351053534137,710,0,0,0.13846605804655857,-67.23251289726137
conservative,0.7,0.5,0.35,1.0,1.0,19.891351053534137,710,0,0,0.18462141072874472,-67.22475905037744
base,0.5,0.2,0.1,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.5,0.2,0.1,0.0,0.25,28.0,710,710,4,0.09904702556837774,-18.886704749216563
base,0.5,0.2,0.1,0.0,0.5,28.0,710,710,6,0.1980940511367555,-18.870064221091564
base,0.5,0.2,0.1,0.0,0.75,28.0,710,710,7,0.2971410767051332,-18.853423692966565
base,0.5,0.2,0.1,0.0,1.0,28.0,710,710,8,0.396188102273511,-18.836783164841563
base,0.5,0.2,0.1,0.25,0.0,24.643128630215013,710,5,0,0.0,-38.72513287037011
base,0.5,0.2,0.1,0.25,0.25,24.643128630215013,710,8,0,0.09904702556837774,-38.70849234224511
base,0.5,0.2,0.1,0.25,0.5,24.643128630215013,710,8,0,0.1980940511367555,-38.69185181412011
base,0.5,0.2,0.1,0.25,0.75,24.643128630215013,710,9,0,0.2971410767051332,-38.67521128599511
base,0.5,0.2,0.1,0.25,1.0,24.643128630215013,710,9,0,0.396188102273511,-38.65857075787011
base,0.5,0.2,0.1,0.5,0.0,21.688706738761535,710,0,0,0.0,-56.48894482880669
base,0.5,0.2,0.1,0.5,0.25,21.688706738761535,710,0,0,0.09904702556837774,-56.472304300681685
base,0.5,0.2,0.1,0.5,0.5,21.688706738761535,710,0,0,0.1980940511367555,-56.45566377255668
base,0.5,0.2,0.1,0.5,0.75,21.688706738761535,710,4,0,0.2971410767051332,-56.439023244431695
base,0.5,0.2,0.1,0.5,1.0,21.688706738761535,710,7,0,0.396188102273511,-56.42238271630669
base,0.5,0.2,0.1,0.75,0.0,19.08848535665399,710,0,0,0.0,-72.32957383128124
base,0.5,0.2,0.1,0.75,0.25,19.08848535665399,710,0,0,0.09904702556837774,-72.31293330315623
base,0.5,0.2,0.1,0.75,0.5,19.08848535665399,710,0,0,0.1980940511367555,-72.29629277503123
base,0.5,0.2,0.1,0.75,0.75,19.08848535665399,710,0,0,0.2971410767051332,-72.27965224690624
base,0.5,0.2,0.1,0.75,1.0,19.08848535665399,710,0,0,0.396188102273511,-72.26301171878123
base,0.5,0.2,0.1,1.0,0.0,16.800000000000004,710,0,0,0.0,-86.92945569096706
base,0.5,0.2,0.1,1.0,0.25,16.800000000000004,710,0,0,0.09904702556837774,-86.91281516284207
base,0.5,0.2,0.1,1.0,0.5,16.800000000000004,710,0,0,0.1980940511367555,-86.89617463471707
base,0.5,0.2,0.1,1.0,0.75,16.800000000000004,710,0,0,0.2971410767051332,-86.87953410659206
base,0.5,0.2,0.1,1.0,1.0,16.800000000000004,710,0,0,0.396188102273511,-86.86289357846707
base,0.5,0.25,0.125,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.5,0.25,0.125,0.0,0.25,28.0,710,710,4,0.09590821137783054,-18.88723208989658
base,0.5,0.25,0.125,0.0,0.5,28.0,710,710,5,0.19181642275566108,-18.871118902451595
base,0.5,0.25,0.125,0.0,0.75,28.0,710,710,7,0.28772463413349164,-18.855005715006616
base,0.5,0.25,0.125,0.0,1.0,28.0,710,710,8,0.38363284551132215,-18.838892527561633
base,0.5,0.25,0.125,0.25,0.0,24.643128630215013,710,5,0,0.0,-38.72513287037011
base,0.5,0.25,0.125,0.25,0.25,24.643128630215013,710,8,0,0.09590821137783054,-38.70901968292513
base,0.5,0.25,0.125,0.25,0.5,24.643128630215013,710,8,0,0.19181642275566108,-38.692906495480145
base,0.5,0.25,0.125,0.25,0.75,24.643128630215013,710,9,0,0.28772463413349164,-38.676793308035165
base,0.5,0.25,0.125,0.25,1.0,24.643128630215013,710,9,0,0.38363284551132215,-38.66068012059018
base,0.5,0.25,0.125,0.5,0.0,21.688706738761535,710,0,0,0.0,-56.48894482880669
base,0.5,0.25,0.125,0.5,0.25,21.688706738761535,710,0,0,0.09590821137783054,-56.472831641361715
base,0.5,0.25,0.125,0.5,0.5,21.688706738761535,710,0,0,0.19181642275566108,-56.45671845391672
base,0.5,0.25,0.125,0.5,0.75,21.688706738761535,710,4,0,0.28772463413349164,-56.44060526647175
base,0.5,0.25,0.125,0.5,1.0,21.688706738761535,710,7,0,0.38363284551132215,-56.424492079026756
base,0.5,0.25,0.125,0.75,0.0,19.08848535665399,710,0,0,0.0,-72.32957383128124
base,0.5,0.25,0.125,0.75,0.25,19.08848535665399,710,0,0,0.09590821137783054,-72.31346064383625
base,0.5,0.25,0.125,0.75,0.5,19.08848535665399,710,0,0,0.19181642275566108,-72.29734745639126
base,0.5,0.25,0.125,0.75,0.75,19.08848535665399,710,0,0,0.28772463413349164,-72.28123426894629
base,0.5,0.25,0.125,0.75,1.0,19.08848535665399,710,0,0,0.38363284551132215,-72.2651210815013
base,0.5,0.25,0.125,1.0,0.0,16.800000000000004,710,0,0,0.0,-86.92945569096706
base,0.5,0.25,0.125,1.0,0.25,16.800000000000004,710,0,0,0.09590821137783054,-86.91334250352207
base,0.5,0.25,0.125,1.0,0.5,16.800000000000004,710,0,0,0.19181642275566108,-86.8972293160771
base,0.5,0.25,0.125,1.0,0.75,16.800000000000004,710,0,0,0.28772463413349164,-86.88111612863213
base,0.5,0.25,0.125,1.0,1.0,16.800000000000004,710,0,0,0.38363284551132215,-86.86500294118713
base,0.5,0.35,0.175,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.5,0.35,0.175,0.0,0.25,28.0,710,710,4,0.08963058299673617,-18.888286771256617
base,0.5,0.35,0.175,0.0,0.5,28.0,710,710,5,0.17926116599347233,-18.87322826517167
base,0.5,0.35,0.175,0.0,0.75,28.0,710,710,7,0.26889174899020857,-18.85816975908672
base,0.5,0.35,0.175,0.0,1.0,28.0,710,710,7,0.35852233198694466,-18.843111253001776
base,0.5,0.35,0.175,0.25,0.0,24.643128630215013,710,5,0,0.0,-38.72513287037011
base,0.5,0.35,0.175,0.25,0.25,24.643128630215013,710,7,0,0.08963058299673617,-38.71007436428516
base,0.5,0.35,0.175,0.25,0.5,24.643128630215013,710,8,0,0.17926116599347233,-38.695015858200215
base,0.5,0.35,0.175,0.25,0.75,24.643128630215013,710,8,0,0.26889174899020857,-38.679957352115274
base,0.5,0.35,0.175,0.25,1.0,24.643128630215013,710,9,0,0.35852233198694466,-38.66489884603032
base,0.5,0.35,0.175,0.5,0.0,21.688706738761535,710,0,0,0.0,-56.48894482880669
base,0.5,0.35,0.175,0.5,0.25,21.688706738761535,710,0,0,0.08963058299673617,-56.47388632272175
base,0.5,0.35,0.175,0.5,0.5,21.688706738761535,710,0,0,0.17926116599347233,-56.4588278166368
base,0.5,0.35,0.175,0.5,0.75,21.688706738761535,710,0,0,0.26889174899020857,-56.44376931055185
base,0.5,0.35,0.175,0.5,1.0,21.688706738761535,710,6,0,0.35852233198694466,-56.4287108044669
base,0.5,0.35,0.175,0.75,0.0,19.08848535665399,710,0,0,0.0,-72.32957383128124
base,0.5,0.35,0.175,0.75,0.25,19.08848535665399,710,0,0,0.08963058299673617,-72.31451532519628
base,0.5,0.35,0.175,0.75,0.5,19.08848535665399,710,0,0,0.17926116599347233,-72.29945681911134
base,0.5,0.35,0.175,0.75,0.75,19.08848535665399,710,0,0,0.26889174899020857,-72.2843983130264
base,0.5,0.35,0.175,0.75,1.0,19.08848535665399,710,0,0,0.35852233198694466,-72.26933980694145
base,0.5,0.35,0.175,1.0,0.0,16.800000000000004,710,0,0,0.0,-86.92945569096706
base,0.5,0.35,0.175,1.0,0.25,16.800000000000004,710,0,0,0.08963058299673617,-86.91439718488212
base,0.5,0.35,0.175,1.0,0.5,16.800000000000004,710,0,0,0.17926116599347233,-86.89933867879716
base,0.5,0.35,0.175,1.0,0.75,16.800000000000004,710,0,0,0.26889174899020857,-86.88428017271221
base,0.5,0.35,0.175,1.0,1.0,16.800000000000004,710,0,0,0.35852233198694466,-86.8692216666273
base,0.5,0.5,0.25,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.5,0.5,0.25,0.0,0.25,28.0,710,710,4,0.08021414042509463,-18.889868793296667
base,0.5,0.5,0.25,0.0,0.5,28.0,710,710,5,0.16042828085018926,-18.876392309251774
base,0.5,0.5,0.25,0.0,0.75,28.0,710,710,7,0.24064242127528393,-18.86291582520688
base,0.5,0.5,0.25,0.0,1.0,28.0,710,710,7,0.3208565617003785,-18.849439341161986
base,0.5,0.5,0.25,0.25,0.0,24.643128630215013,710,5,0,0.0,-38.72513287037011
base,0.5,0.5,0.25,0.25,0.25,24.643128630215013,710,7,0,0.08021414042509463,-38.71165638632522
base,0.5,0.5,0.25,0.25,0.5,24.643128630215013,710,8,0,0.16042828085018926,-38.69817990228032
base,0.5,0.5,0.25,0.25,0.75,24.643128630215013,710,8,0,0.24064242127528393,-38.68470341823543
base,0.5,0.5,0.25,0.25,1.0,24.643128630215013,710,9,0,0.3208565617003785,-38.671226934190535
base,0.5,0.5,0.25,0.5,0.0,21.688706738761535,710,0,0,0.0,-56.48894482880669
base,0.5,0.5,0.25,0.5,0.25,21.688706738761535,710,0,0,0.08021414042509463,-56.475468344761794
base,0.5,0.5,0.25,0.5,0.5,21.688706738761535,710,0,0,0.16042828085018926,-56.46199186071689
base,0.5,0.5,0.25,0.5,0.75,21.688706738761535,710,0,0,0.24064242127528393,-56.448515376672
base,0.5,0.5,0.25,0.5,1.0,21.688706738761535,710,4,0,0.3208565617003785,-56.43503889262711
base,0.5,0.5,0.25,0.75,0.0,19.08848535665399,710,0,0,0.0,-72.32957383128124
base,0.5,0.5,0.25,0.75,0.25,19.08848535665399,710,0,0,0.08021414042509463,-72.31609734723634
base,0.5,0.5,0.25,0.75,0.5,19.08848535665399,710,0,0,0.16042828085018926,-72.30262086319144
base,0.5,0.5,0.25,0.75,0.75,19.08848535665399,710,0,0,0.24064242127528393,-72.28914437914656
base,0.5,0.5,0.25,0.75,1.0,19.08848535665399,710,0,0,0.3208565617003785,-72.27566789510165
base,0.5,0.5,0.25,1.0,0.0,16.800000000000004,710,0,0,0.0,-86.92945569096706
base,0.5,0.5,0.25,1.0,0.25,16.800000000000004,710,0,0,0.08021414042509463,-86.91597920692217
base,0.5,0.5,0.25,1.0,0.5,16.800000000000004,710,0,0,0.16042828085018926,-86.90250272287729
base,0.5,0.5,0.25,1.0,0.75,16.800000000000004,710,0,0,0.24064242127528393,-86.88902623883237
base,0.5,0.5,0.25,1.0,1.0,16.800000000000004,710,0,0,0.3208565617003785,-86.87554975478749
base,0.675,0.2,0.135,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.675,0.2,0.135,0.0,0.25,28.0,710,710,4,0.09953528555357395,-18.886622718444112
base,0.675,0.2,0.135,0.0,0.5,28.0,710,710,6,0.1990705711071479,-18.86990015954667
base,0.675,0.2,0.135,0.0,0.75,28.0,710,710,7,0.2986058566607218,-18.853177600649225
base,0.675,0.2,0.135,0.0,1.0,28.0,710,710,8,0.3981411422142958,-18.836455041751776
base,0.675,0.2,0.135,0.25,0.0,24.46143967310532,710,4,0,0.0,-40.619130194116224
base,0.675,0.2,0.135,0.25,0.25,24.46143967310532,710,7,0,0.09953528555357395,-40.602407635218775
base,0.675,0.2,0.135,0.25,0.5,24.46143967310532,710,8,0,0.1990705711071479,-40.585685076321326
base,0.675,0.2,0.135,0.25,0.75,24.46143967310532,710,8,0,0.2986058566607218,-40.56896251742388
base,0.675,0.2,0.135,0.25,1.0,24.46143967310532,710,9,0,0.3981411422142958,-40.552239958526435
base,0.675,0.2,0.135,0.5,0.0,21.370072531463247,710,0,0,0.0,-59.85951499872514
base,0.675,0.2,0.135,0.5,0.25,21.370072531463247,710,0,0,0.09953528555357395,-59.84279243982769
base,0.675,0.2,0.135,0.5,0.5,21.370072531463247,710,0,0,0.1990705711071479,-59.82606988093024
base,0.675,0.2,0.135,0.5,0.75,21.370072531463247,710,0,0,0.2986058566607218,-59.80934732203279
base,0.675,0.2,0.135,0.5,1.0,21.370072531463247,710,5,0,0.3981411422142958,-59.79262476313535
base,0.675,0.2,0.135,0.75,0.0,18.669383572795475,710,0,0,0.0,-76.8214862960823
base,0.675,0.2,0.135,0.75,0.25,18.669383572795475,710,0,0,0.09953528555357395,-76.80476373718484
base,0.675,0.2,0.135,0.75,0.5,18.669383572795475,710,0,0,0.1990705711071479,-76.7880411782874
base,0.675,0.2,0.135,0.75,0.75,18.669383572795475,710,0,0,0.2986058566607218,-76.77131861938996
base,0.675,0.2,0.135,0.75,1.0,18.669383572795475,710,0,0,0.3981411422142958,-76.75459606049252
base,0.675,0.2,0.135,1.0,0.0,16.310000000000002,710,0,0,0.0,-92.61526939380985
base,0.675,0.2,0.135,1.0,0.25,16.310000000000002,710,0,0,0.09953528555357395,-92.5985468349124
base,0.675,0.2,0.135,1.0,0.5,16.310000000000002,710,0,0,0.1990705711071479,-92.58182427601494
base,0.675,0.2,0.135,1.0,0.75,16.310000000000002,710,0,0,0.2986058566607218,-92.5651017171175
base,0.675,0.2,0.135,1.0,1.0,16.310000000000002,710,0,0,0.3981411422142958,-92.54837915822006
base,0.675,0.25,0.16875,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.675,0.25,0.16875,0.0,0.25,28.0,710,710,4,0.09529788639633527,-18.887334628362137
base,0.675,0.25,0.16875,0.0,0.5,28.0,710,710,5,0.19059577279267054,-18.871323979382716
base,0.675,0.25,0.16875,0.0,0.75,28.0,710,710,7,0.2858936591890058,-18.855313330403295
base,0.675,0.25,0.16875,0.0,1.0,28.0,710,710,8,0.3811915455853411,-18.83930268142387
base,0.675,0.25,0.16875,0.25,0.0,24.46143967310532,710,4,0,0.0,-40.619130194116224
base,0.675,0.25,0.16875,0.25,0.25,24.46143967310532,710,7,0,0.09529788639633527,-40.60311954513679
base,0.675,0.25,0.16875,0.25,0.5,24.46143967310532,710,8,0,0.19059577279267054,-40.58710889615738
base,0.675,0.25,0.16875,0.25,0.75,24.46143967310532,710,8,0,0.2858936591890058,-40.57109824717795
base,0.675,0.25,0.16875,0.25,1.0,24.46143967310532,710,9,0,0.3811915455853411,-40.555087598198526
base,0.675,0.25,0.16875,0.5,0.0,21.370072531463247,710,0,0,0.0,-59.85951499872514
base,0.675,0.25,0.16875,0.5,0.25,21.370072531463247,710,0,0,0.09529788639633527,-59.843504349745714
base,0.675,0.25,0.16875,0.5,0.5,21.370072531463247,710,0,0,0.19059577279267054,-59.8274937007663
base,0.675,0.25,0.16875,0.5,0.75,21.370072531463247,710,0,0,0.2858936591890058,-59.81148305178686
base,0.675,0.25,0.16875,0.5,1.0,21.370072531463247,710,4,0,0.3811915455853411,-59.79547240280745
base,0.675,0.25,0.16875,0.75,0.0,18.669383572795475,710,0,0,0.0,-76.8214862960823
base,0.675,0.25,0.16875,0.75,0.25,18.669383572795475,710,0,0,0.09529788639633527,-76.80547564710288
base,0.675,0.25,0.16875,0.75,0.5,18.669383572795475,710,0,0,0.19059577279267054,-76.78946499812345
base,0.675,0.25,0.16875,0.75,0.75,18.669383572795475,710,0,0,0.2858936591890058,-76.77345434914403
base,0.675,0.25,0.16875,0.75,1.0,18.669383572795475,710,0,0,0.3811915455853411,-76.7574437001646
base,0.675,0.25,0.16875,1.0,0.0,16.310000000000002,710,0,0,0.0,-92.61526939380985
base,0.675,0.25,0.16875,1.0,0.25,16.310000000000002,710,0,0,0.09529788639633527,-92.59925874483042
base,0.675,0.25,0.16875,1.0,0.5,16.310000000000002,710,0,0,0.19059577279267054,-92.583248095851
base,0.675,0.25,0.16875,1.0,0.75,16.310000000000002,710,0,0,0.2858936591890058,-92.56723744687157
base,0.675,0.25,0.16875,1.0,1.0,16.310000000000002,710,0,0,0.3811915455853411,-92.55122679789216
base,0.675,0.35,0.23625,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.675,0.35,0.23625,0.0,0.25,28.0,710,710,4,0.0868230880818579,-18.88875844819819
base,0.675,0.35,0.23625,0.0,0.5,28.0,710,710,5,0.1736461761637158,-18.874171619054813
base,0.675,0.35,0.23625,0.0,0.75,28.0,710,710,7,0.26046926424557365,-18.859584789911437
base,0.675,0.35,0.23625,0.0,1.0,28.0,710,710,7,0.3472923523274316,-18.84499796076806
base,0.675,0.35,0.23625,0.25,0.0,24.46143967310532,710,4,0,0.0,-40.619130194116224
base,0.675,0.35,0.23625,0.25,0.25,24.46143967310532,710,7,0,0.0868230880818579,-40.60454336497284
base,0.675,0.35,0.23625,0.25,0.5,24.46143967310532,710,8,0,0.1736461761637158,-40.589956535829465
base,0.675,0.35,0.23625,0.25,0.75,24.46143967310532,710,8,0,0.26046926424557365,-40.5753697066861
base,0.675,0.35,0.23625,0.25,1.0,24.46143967310532,710,9,0,0.3472923523274316,-40.56078287754272
base,0.675,0.35,0.23625,0.5,0.0,21.370072531463247,710,0,0,0.0,-59.85951499872514
base,0.675,0.35,0.23625,0.5,0.25,21.370072531463247,710,0,0,0.0868230880818579,-59.844928169581756
base,0.675,0.35,0.23625,0.5,0.5,21.370072531463247,710,0,0,0.1736461761637158,-59.83034134043839
base,0.675,0.35,0.23625,0.5,0.75,21.370072531463247,710,0,0,0.26046926424557365,-59.81575451129501
base,0.675,0.35,0.23625,0.5,1.0,21.370072531463247,710,4,0,0.3472923523274316,-59.80116768215163
base,0.675,0.35,0.23625,0.75,0.0,18.669383572795475,710,0,0,0.0,-76.8214862960823
base,0.675,0.35,0.23625,0.75,0.25,18.669383572795475,710,0,0,0.0868230880818579,-76.80689946693893
base,0.675,0.35,0.23625,0.75,0.5,18.669383572795475,710,0,0,0.1736461761637158,-76.79231263779555
base,0.675,0.35,0.23625,0.75,0.75,18.669383572795475,710,0,0,0.26046926424557365,-76.77772580865218
base,0.675,0.35,0.23625,0.75,1.0,18.669383572795475,710,0,0,0.3472923523274316,-76.7631389795088
base,0.675,0.35,0.23625,1.0,0.0,16.310000000000002,710,0,0,0.0,-92.61526939380985
base,0.675,0.35,0.23625,1.0,0.25,16.310000000000002,710,0,0,0.0868230880818579,-92.60068256466649
base,0.675,0.35,0.23625,1.0,0.5,16.310000000000002,710,0,0,0.1736461761637158,-92.58609573552309
base,0.675,0.35,0.23625,1.0,0.75,16.310000000000002,710,0,0,0.26046926424557365,-92.57150890637972
base,0.675,0.35,0.23625,1.0,1.0,16.310000000000002,710,0,0,0.3472923523274316,-92.55692207723632
base,0.675,0.5,0.3375,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.675,0.5,0.3375,0.0,0.25,28.0,710,710,4,0.07411089061014177,-18.890894177952255
base,0.675,0.5,0.3375,0.0,0.5,28.0,710,710,5,0.14822178122028354,-18.878443078562952
base,0.675,0.5,0.3375,0.0,0.75,28.0,710,710,6,0.22233267183042535,-18.86599197917365
base,0.675,0.5,0.3375,0.0,1.0,28.0,710,710,7,0.2964435624405671,-18.853540879784347
base,0.675,0.5,0.3375,0.25,0.0,24.46143967310532,710,4,0,0.0,-40.619130194116224
base,0.675,0.5,0.3375,0.25,0.25,24.46143967310532,710,7,0,0.07411089061014177,-40.606679094726914
base,0.675,0.5,0.3375,0.25,0.5,24.46143967310532,710,8,0,0.14822178122028354,-40.59422799533761
base,0.675,0.5,0.3375,0.25,0.75,24.46143967310532,710,8,0,0.22233267183042535,-40.5817768959483
base,0.675,0.5,0.3375,0.25,1.0,24.46143967310532,710,8,0,0.2964435624405671,-40.569325796559006
base,0.675,0.5,0.3375,0.5,0.0,21.370072531463247,710,0,0,0.0,-59.85951499872514
base,0.675,0.5,0.3375,0.5,0.25,21.370072531463247,710,0,0,0.07411089061014177,-59.84706389933583
base,0.675,0.5,0.3375,0.5,0.5,21.370072531463247,710,0,0,0.14822178122028354,-59.83461279994653
base,0.675,0.5,0.3375,0.5,0.75,21.370072531463247,710,0,0,0.22233267183042535,-59.822161700557224
base,0.675,0.5,0.3375,0.5,1.0,21.370072531463247,710,0,0,0.2964435624405671,-59.809710601167914
base,0.675,0.5,0.3375,0.75,0.0,18.669383572795475,710,0,0,0.0,-76.8214862960823
base,0.675,0.5,0.3375,0.75,0.25,18.669383572795475,710,0,0,0.07411089061014177,-76.80903519669299
base,0.675,0.5,0.3375,0.75,0.5,18.669383572795475,710,0,0,0.14822178122028354,-76.79658409730368
base,0.675,0.5,0.3375,0.75,0.75,18.669383572795475,710,0,0,0.22233267183042535,-76.78413299791438
base,0.675,0.5,0.3375,0.75,1.0,18.669383572795475,710,0,0,0.2964435624405671,-76.77168189852509
base,0.675,0.5,0.3375,1.0,0.0,16.310000000000002,710,0,0,0.0,-92.61526939380985
