learning_case,direct_capex_share_of_installed_capex,stack_share_of_direct_capex,stack_share_of_installed_capex,new_build_cost_pass_through_elasticity,incumbent_nonstack_learning_transfer_share,terminal_price_cny_per_kg,strict_record_count,retain_low_count,reach_6p5_count,aggregate_tax_free_transfer_100m_cny,npv_6p5_100m_cny
optimistic,0.675,0.25,0.16875,1.0,0.75,13.055,710,0,0,0.36907223523850613,-117.30034929977518
optimistic,0.675,0.25,0.16875,1.0,1.0,13.055,710,0,0,0.4920963136513416,-117.27968047478893
optimistic,0.675,0.35,0.23625,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.675,0.35,0.23625,0.0,0.25,28.0,710,710,5,0.11266599158402968,-18.879539423440217
optimistic,0.675,0.35,0.23625,0.0,0.5,28.0,710,710,7,0.22533198316805936,-18.860610822698032
optimistic,0.675,0.35,0.23625,0.0,0.75,28.0,710,710,7,0.337997974752089,-18.841682221955846
optimistic,0.675,0.35,0.23625,0.0,1.0,28.0,710,710,8,0.4506639663361187,-18.822753621213657
optimistic,0.675,0.35,0.23625,0.25,0.0,23.13730345400925,710,0,0,0.0,-49.53138953438311
optimistic,0.675,0.35,0.23625,0.25,0.25,23.13730345400925,710,4,0,0.11266599158402968,-49.51246093364093
optimistic,0.675,0.35,0.23625,0.25,0.5,23.13730345400925,710,7,0,0.22533198316805936,-49.49353233289873
optimistic,0.675,0.35,0.23625,0.25,0.75,23.13730345400925,710,8,0,0.337997974752089,-49.47460373215655
optimistic,0.675,0.35,0.23625,0.25,1.0,23.13730345400925,710,9,0,0.4506639663361187,-49.45567513141437
optimistic,0.675,0.35,0.23625,0.5,0.0,19.11910039724673,710,0,0,0.0,-75.16083668701326
optimistic,0.675,0.35,0.23625,0.5,0.25,19.11910039724673,710,0,0,0.11266599158402968,-75.14190808627107
optimistic,0.675,0.35,0.23625,0.5,0.5,19.11910039724673,710,0,0,0.22533198316805936,-75.12297948552887
optimistic,0.675,0.35,0.23625,0.5,0.75,19.11910039724673,710,0,0,0.337997974752089,-75.1040508847867
optimistic,0.675,0.35,0.23625,0.5,1.0,19.11910039724673,710,0,0,0.4506639663361187,-75.08512228404452
optimistic,0.675,0.35,0.23625,0.75,0.0,15.798729559241655,710,0,0,0.0,-97.74800401466057
optimistic,0.675,0.35,0.23625,0.75,0.25,15.798729559241655,710,0,0,0.11266599158402968,-97.7290754139184
optimistic,0.675,0.35,0.23625,0.75,0.5,15.798729559241655,710,0,0,0.22533198316805936,-97.71014681317621
optimistic,0.675,0.35,0.23625,0.75,0.75,15.798729559241655,710,0,0,0.337997974752089,-97.69121821243402
optimistic,0.675,0.35,0.23625,0.75,1.0,15.798729559241655,710,0,0,0.4506639663361187,-97.67228961169184
optimistic,0.675,0.35,0.23625,1.0,0.0,13.055,710,0,0,0.0,-117.3623557747339
optimistic,0.675,0.35,0.23625,1.0,0.25,13.055,710,0,0,0.11266599158402968,-117.34342717399174
optimistic,0.675,0.35,0.23625,1.0,0.5,13.055,710,0,0,0.22533198316805936,-117.32449857324953
optimistic,0.675,0.35,0.23625,1.0,0.75,13.055,710,0,0,0.337997974752089,-117.30556997250736
optimistic,0.675,0.35,0.23625,1.0,1.0,13.055,710,0,0,0.4506639663361187,-117.28664137176517
optimistic,0.675,0.5,0.3375,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.675,0.5,0.3375,0.0,0.25,28.0,710,710,5,0.09712886134082115,-18.882149759806307
optimistic,0.675,0.5,0.3375,0.0,0.5,28.0,710,710,6,0.1942577226816423,-18.865831495430207
optimistic,0.675,0.5,0.3375,0.0,0.75,28.0,710,710,7,0.29138658402246337,-18.849513231054107
optimistic,0.675,0.5,0.3375,0.0,1.0,28.0,710,710,8,0.3885154453632846,-18.833194966678008
optimistic,0.675,0.5,0.3375,0.25,0.0,23.13730345400925,710,0,0,0.0,-49.53138953438311
optimistic,0.675,0.5,0.3375,0.25,0.25,23.13730345400925,710,2,0,0.09712886134082115,-49.51507127000701
optimistic,0.675,0.5,0.3375,0.25,0.5,23.13730345400925,710,6,0,0.1942577226816423,-49.49875300563091
optimistic,0.675,0.5,0.3375,0.25,0.75,23.13730345400925,710,8,0,0.29138658402246337,-49.48243474125481
optimistic,0.675,0.5,0.3375,0.25,1.0,23.13730345400925,710,8,0,0.3885154453632846,-49.46611647687872
optimistic,0.675,0.5,0.3375,0.5,0.0,19.11910039724673,710,0,0,0.0,-75.16083668701326
optimistic,0.675,0.5,0.3375,0.5,0.25,19.11910039724673,710,0,0,0.09712886134082115,-75.14451842263716
optimistic,0.675,0.5,0.3375,0.5,0.5,19.11910039724673,710,0,0,0.1942577226816423,-75.12820015826107
optimistic,0.675,0.5,0.3375,0.5,0.75,19.11910039724673,710,0,0,0.29138658402246337,-75.11188189388496
optimistic,0.675,0.5,0.3375,0.5,1.0,19.11910039724673,710,0,0,0.3885154453632846,-75.09556362950886
optimistic,0.675,0.5,0.3375,0.75,0.0,15.798729559241655,710,0,0,0.0,-97.74800401466057
optimistic,0.675,0.5,0.3375,0.75,0.25,15.798729559241655,710,0,0,0.09712886134082115,-97.73168575028448
optimistic,0.675,0.5,0.3375,0.75,0.5,15.798729559241655,710,0,0,0.1942577226816423,-97.71536748590839
optimistic,0.675,0.5,0.3375,0.75,0.75,15.798729559241655,710,0,0,0.29138658402246337,-97.69904922153229
optimistic,0.675,0.5,0.3375,0.75,1.0,15.798729559241655,710,0,0,0.3885154453632846,-97.68273095715618
optimistic,0.675,0.5,0.3375,1.0,0.0,13.055,710,0,0,0.0,-117.3623557747339
optimistic,0.675,0.5,0.3375,1.0,0.25,13.055,710,0,0,0.09712886134082115,-117.34603751035782
optimistic,0.675,0.5,0.3375,1.0,0.5,13.055,710,0,0,0.1942577226816423,-117.3297192459817
optimistic,0.675,0.5,0.3375,1.0,0.75,13.055,710,0,0,0.29138658402246337,-117.31340098160561
optimistic,0.675,0.5,0.3375,1.0,1.0,13.055,710,0,0,0.3885154453632846,-117.2970827172295
optimistic,0.7,0.2,0.13999999999999999,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.7,0.2,0.13999999999999999,0.0,0.25,28.0,710,710,5,0.1277846132684986,-18.8769993991648
optimistic,0.7,0.2,0.13999999999999999,0.0,0.5,28.0,710,710,7,0.2555692265369972,-18.855530774147194
optimistic,0.7,0.2,0.13999999999999999,0.0,0.75,28.0,710,710,8,0.3833538398054958,-18.83406214912959
optimistic,0.7,0.2,0.13999999999999999,0.0,1.0,28.0,710,710,8,0.5111384530739944,-18.812593524111985
optimistic,0.7,0.2,0.13999999999999999,0.25,0.0,23.121780262813797,710,0,0,0.0,-49.74459269513641
optimistic,0.7,0.2,0.13999999999999999,0.25,0.25,23.121780262813797,710,4,0,0.1277846132684986,-49.72312407011881
optimistic,0.7,0.2,0.13999999999999999,0.25,0.5,23.121780262813797,710,7,0,0.2555692265369972,-49.7016554451012
optimistic,0.7,0.2,0.13999999999999999,0.25,0.75,23.121780262813797,710,8,0,0.3833538398054958,-49.6801868200836
optimistic,0.7,0.2,0.13999999999999999,0.25,1.0,23.121780262813797,710,9,0,0.5111384530739944,-49.65871819506599
optimistic,0.7,0.2,0.13999999999999999,0.5,0.0,19.093454375780198,710,0,0,0.0,-75.51789854674189
optimistic,0.7,0.2,0.13999999999999999,0.5,0.25,19.093454375780198,710,0,0,0.1277846132684986,-75.49642992172429
optimistic,0.7,0.2,0.13999999999999999,0.5,0.5,19.093454375780198,710,0,0,0.2555692265369972,-75.47496129670668
optimistic,0.7,0.2,0.13999999999999999,0.5,0.75,19.093454375780198,710,0,0,0.3833538398054958,-75.45349267168908
optimistic,0.7,0.2,0.13999999999999999,0.5,1.0,19.093454375780198,710,0,0,0.5111384530739944,-75.43202404667147
optimistic,0.7,0.2,0.13999999999999999,0.75,0.0,15.766952019101797,710,0,0,0.0,-98.21871138196482
optimistic,0.7,0.2,0.13999999999999999,0.75,0.25,15.766952019101797,710,0,0,0.1277846132684986,-98.19724275694722
optimistic,0.7,0.2,0.13999999999999999,0.75,0.5,15.766952019101797,710,0,0,0.2555692265369972,-98.17577413192961
optimistic,0.7,0.2,0.13999999999999999,0.75,0.75,15.766952019101797,710,0,0,0.3833538398054958,-98.154305506912
optimistic,0.7,0.2,0.13999999999999999,0.75,1.0,15.766952019101797,710,0,0,0.5111384530739944,-98.13283688189442
optimistic,0.7,0.2,0.13999999999999999,1.0,0.0,13.020000000000001,710,0,0,0.0,-117.88861787631241
optimistic,0.7,0.2,0.13999999999999999,1.0,0.25,13.020000000000001,710,0,0,0.1277846132684986,-117.86714925129482
optimistic,0.7,0.2,0.13999999999999999,1.0,0.5,13.020000000000001,710,0,0,0.2555692265369972,-117.8456806262772
optimistic,0.7,0.2,0.13999999999999999,1.0,0.75,13.020000000000001,710,0,0,0.3833538398054958,-117.82421200125961
optimistic,0.7,0.2,0.13999999999999999,1.0,1.0,13.020000000000001,710,0,0,0.5111384530739944,-117.80274337624199
optimistic,0.7,0.25,0.175,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.7,0.25,0.175,0.0,0.25,28.0,710,710,5,0.12241375343134009,-18.87790173766172
optimistic,0.7,0.25,0.175,0.0,0.5,28.0,710,710,7,0.24482750686268018,-18.857335451141033
optimistic,0.7,0.25,0.175,0.0,0.75,28.0,710,710,8,0.36724126029402027,-18.83676916462035
optimistic,0.7,0.25,0.175,0.0,1.0,28.0,710,710,8,0.48965501372536036,-18.81620287809966
optimistic,0.7,0.25,0.175,0.25,0.0,23.121780262813797,710,0,0,0.0,-49.74459269513641
optimistic,0.7,0.25,0.175,0.25,0.25,23.121780262813797,710,4,0,0.12241375343134009,-49.72402640861572
optimistic,0.7,0.25,0.175,0.25,0.5,23.121780262813797,710,7,0,0.24482750686268018,-49.70346012209503
optimistic,0.7,0.25,0.175,0.25,0.75,23.121780262813797,710,8,0,0.36724126029402027,-49.68289383557435
optimistic,0.7,0.25,0.175,0.25,1.0,23.121780262813797,710,9,0,0.48965501372536036,-49.66232754905367
optimistic,0.7,0.25,0.175,0.5,0.0,19.093454375780198,710,0,0,0.0,-75.51789854674189
optimistic,0.7,0.25,0.175,0.5,0.25,19.093454375780198,710,0,0,0.12241375343134009,-75.49733226022121
optimistic,0.7,0.25,0.175,0.5,0.5,19.093454375780198,710,0,0,0.24482750686268018,-75.47676597370052
optimistic,0.7,0.25,0.175,0.5,0.75,19.093454375780198,710,0,0,0.36724126029402027,-75.45619968717983
optimistic,0.7,0.25,0.175,0.5,1.0,19.093454375780198,710,0,0,0.48965501372536036,-75.43563340065916
optimistic,0.7,0.25,0.175,0.75,0.0,15.766952019101797,710,0,0,0.0,-98.21871138196482
optimistic,0.7,0.25,0.175,0.75,0.25,15.766952019101797,710,0,0,0.12241375343134009,-98.19814509544415
optimistic,0.7,0.25,0.175,0.75,0.5,15.766952019101797,710,0,0,0.24482750686268018,-98.17757880892346
optimistic,0.7,0.25,0.175,0.75,0.75,15.766952019101797,710,0,0,0.36724126029402027,-98.15701252240277
optimistic,0.7,0.25,0.175,0.75,1.0,15.766952019101797,710,0,0,0.48965501372536036,-98.13644623588208
optimistic,0.7,0.25,0.175,1.0,0.0,13.020000000000001,710,0,0,0.0,-117.88861787631241
optimistic,0.7,0.25,0.175,1.0,0.25,13.020000000000001,710,0,0,0.12241375343134009,-117.86805158979173
optimistic,0.7,0.25,0.175,1.0,0.5,13.020000000000001,710,0,0,0.24482750686268018,-117.84748530327104
optimistic,0.7,0.25,0.175,1.0,0.75,13.020000000000001,710,0,0,0.36724126029402027,-117.82691901675038
optimistic,0.7,0.25,0.175,1.0,1.0,13.020000000000001,710,0,0,0.48965501372536036,-117.80635273022968
optimistic,0.7,0.35,0.24499999999999997,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.7,0.35,0.24499999999999997,0.0,0.25,28.0,710,710,5,0.11167203375702307,-18.87970641465556
optimistic,0.7,0.35,0.24499999999999997,0.0,0.5,28.0,710,710,7,0.22334406751404615,-18.86094480512871
optimistic,0.7,0.35,0.24499999999999997,0.0,0.75,28.0,710,710,7,0.3350161012710692,-18.842183195601862
optimistic,0.7,0.35,0.24499999999999997,0.0,1.0,28.0,710,710,8,0.4466881350280923,-18.823421586075014
optimistic,0.7,0.35,0.24499999999999997,0.25,0.0,23.121780262813797,710,0,0,0.0,-49.74459269513641
optimistic,0.7,0.35,0.24499999999999997,0.25,0.25,23.121780262813797,710,4,0,0.11167203375702307,-49.72583108560956
optimistic,0.7,0.35,0.24499999999999997,0.25,0.5,23.121780262813797,710,7,0,0.22334406751404615,-49.70706947608271
optimistic,0.7,0.35,0.24499999999999997,0.25,0.75,23.121780262813797,710,8,0,0.3350161012710692,-49.68830786655586
optimistic,0.7,0.35,0.24499999999999997,0.25,1.0,23.121780262813797,710,9,0,0.4466881350280923,-49.66954625702902
optimistic,0.7,0.35,0.24499999999999997,0.5,0.0,19.093454375780198,710,0,0,0.0,-75.51789854674189
optimistic,0.7,0.35,0.24499999999999997,0.5,0.25,19.093454375780198,710,0,0,0.11167203375702307,-75.49913693721504
optimistic,0.7,0.35,0.24499999999999997,0.5,0.5,19.093454375780198,710,0,0,0.22334406751404615,-75.4803753276882
optimistic,0.7,0.35,0.24499999999999997,0.5,0.75,19.093454375780198,710,0,0,0.3350161012710692,-75.46161371816135
optimistic,0.7,0.35,0.24499999999999997,0.5,1.0,19.093454375780198,710,0,0,0.4466881350280923,-75.4428521086345
optimistic,0.7,0.35,0.24499999999999997,0.75,0.0,15.766952019101797,710,0,0,0.0,-98.21871138196482
optimistic,0.7,0.35,0.24499999999999997,0.75,0.25,15.766952019101797,710,0,0,0.11167203375702307,-98.19994977243798
optimistic,0.7,0.35,0.24499999999999997,0.75,0.5,15.766952019101797,710,0,0,0.22334406751404615,-98.18118816291113
optimistic,0.7,0.35,0.24499999999999997,0.75,0.75,15.766952019101797,710,0,0,0.3350161012710692,-98.16242655338428
optimistic,0.7,0.35,0.24499999999999997,0.75,1.0,15.766952019101797,710,0,0,0.4466881350280923,-98.14366494385742
optimistic,0.7,0.35,0.24499999999999997,1.0,0.0,13.020000000000001,710,0,0,0.0,-117.88861787631241
optimistic,0.7,0.35,0.24499999999999997,1.0,0.25,13.020000000000001,710,0,0,0.11167203375702307,-117.86985626678556
optimistic,0.7,0.35,0.24499999999999997,1.0,0.5,13.020000000000001,710,0,0,0.22334406751404615,-117.85109465725873
optimistic,0.7,0.35,0.24499999999999997,1.0,0.75,13.020000000000001,710,0,0,0.3350161012710692,-117.83233304773188
optimistic,0.7,0.35,0.24499999999999997,1.0,1.0,13.020000000000001,710,0,0,0.4466881350280923,-117.81357143820503
optimistic,0.7,0.5,0.35,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.7,0.5,0.35,0.0,0.25,28.0,710,710,5,0.09555945424554754,-18.882413430146315
optimistic,0.7,0.5,0.35,0.0,0.5,28.0,710,710,6,0.19111890849109509,-18.866358836110223
optimistic,0.7,0.5,0.35,0.0,0.75,28.0,710,710,7,0.2866783627366426,-18.85030424207413
optimistic,0.7,0.5,0.35,0.0,1.0,28.0,710,710,8,0.38223781698219017,-18.83424964803804
optimistic,0.7,0.5,0.35,0.25,0.0,23.121780262813797,710,0,0,0.0,-49.74459269513641
optimistic,0.7,0.5,0.35,0.25,0.25,23.121780262813797,710,1,0,0.09555945424554754,-49.72853810110031
optimistic,0.7,0.5,0.35,0.25,0.5,23.121780262813797,710,6,0,0.19111890849109509,-49.71248350706423
optimistic,0.7,0.5,0.35,0.25,0.75,23.121780262813797,710,8,0,0.2866783627366426,-49.696428913028136
optimistic,0.7,0.5,0.35,0.25,1.0,23.121780262813797,710,8,0,0.38223781698219017,-49.680374318992044
optimistic,0.7,0.5,0.35,0.5,0.0,19.093454375780198,710,0,0,0.0,-75.51789854674189
optimistic,0.7,0.5,0.35,0.5,0.25,19.093454375780198,710,0,0,0.09555945424554754,-75.5018439527058
optimistic,0.7,0.5,0.35,0.5,0.5,19.093454375780198,710,0,0,0.19111890849109509,-75.4857893586697
optimistic,0.7,0.5,0.35,0.5,0.75,19.093454375780198,710,0,0,0.2866783627366426,-75.46973476463361
optimistic,0.7,0.5,0.35,0.5,1.0,19.093454375780198,710,0,0,0.38223781698219017,-75.45368017059752
optimistic,0.7,0.5,0.35,0.75,0.0,15.766952019101797,710,0,0,0.0,-98.21871138196482
optimistic,0.7,0.5,0.35,0.75,0.25,15.766952019101797,710,0,0,0.09555945424554754,-98.20265678792873
optimistic,0.7,0.5,0.35,0.75,0.5,15.766952019101797,710,0,0,0.19111890849109509,-98.18660219389263
optimistic,0.7,0.5,0.35,0.75,0.75,15.766952019101797,710,0,0,0.2866783627366426,-98.17054759985655
optimistic,0.7,0.5,0.35,0.75,1.0,15.766952019101797,710,0,0,0.38223781698219017,-98.15449300582047
optimistic,0.7,0.5,0.35,1.0,0.0,13.020000000000001,710,0,0,0.0,-117.88861787631241
optimistic,0.7,0.5,0.35,1.0,0.25,13.020000000000001,710,0,0,0.09555945424554754,-117.87256328227633
optimistic,0.7,0.5,0.35,1.0,0.5,13.020000000000001,710,0,0,0.19111890849109509,-117.85650868824024
optimistic,0.7,0.5,0.35,1.0,0.75,13.020000000000001,710,0,0,0.2866783627366426,-117.84045409420413
optimistic,0.7,0.5,0.35,1.0,1.0,13.020000000000001,710,0,0,0.38223781698219017,-117.82439950016806
