ObjectId,merge_province_cn,power_type_cn,method,low_return_entry,conventional_6p5,strict_marginal,selected_capacity_mw,selected_h2_t_per_year
10470,陕西,光伏,daily_peak,False,False,False,1.0,4.587484042522061
10472,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10476,山东,光伏,daily_peak,False,False,False,0.0003858038013702111,0.0070877848690373895
1048,广西,光伏,daily_peak,False,False,False,1.0,13.412294313025038
105,甘肃,光伏,daily_peak,False,False,False,1.0,25.636250089578397
1050,广西,光伏,daily_peak,False,False,False,1.0,14.365917426128824
10501,江苏,光伏,daily_peak,False,False,False,0.0004964794157447354,0.005197166799306285
10506,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10509,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10514,江苏,光伏,daily_peak,False,False,False,0.00018913520318170667,0.00197987301328854
1053,广西,光伏,daily_peak,False,False,False,1.0,18.40518083796829
10533,山东,光伏,daily_peak,False,False,False,0.000761139120326719,0.013546232033602588
10539,福建,光伏,daily_peak,False,False,False,0.0,0.0
1054,贵州,光伏,daily_peak,False,False,False,1.0,11.683757449100183
10546,福建,光伏,daily_peak,False,False,False,0.0,0.0
10547,黑龙江,光伏,daily_peak,False,False,False,1.0,0.12660483330477776
10553,黑龙江,光伏,daily_peak,False,False,False,0.00043359213620535294,0.009314081399760206
10559,辽宁,光伏,daily_peak,False,False,False,0.00042514707334912133,0.008053947643558443
1056,广西,光伏,daily_peak,False,False,False,1.0,16.579006731204007
10562,山东,光伏,daily_peak,False,False,False,1.0,6.787501998190955
10566,山西,光伏,daily_peak,False,False,False,1.0,5.5011292870465045
10575,甘肃,光伏,daily_peak,False,False,False,1.0,0.03511533357531621
10578,山东,光伏,daily_peak,False,False,False,1.0,2.0205969589054553
1058,广西,光伏,daily_peak,False,False,False,1.0,12.202492598096143
10580,江西,光伏,daily_peak,False,False,False,1.0,0.9657077397913367
10581,宁夏,光伏,daily_peak,False,False,False,1.0,14.286851553507065
10582,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10587,安徽,光伏,daily_peak,False,False,False,1.0,0.011365747856238584
10588,河南,光伏,daily_peak,False,False,False,1.0,0.12272683308383858
10589,河北,光伏,daily_peak,False,False,False,0.0006414118096543499,0.014283483744284826
1059,广西,光伏,daily_peak,False,False,False,1.0,15.013171205503756
10593,湖南,光伏,daily_peak,False,False,False,1.0,5.571738658413541
10597,江苏,光伏,daily_peak,False,False,False,0.00014225850099775997,0.0014626384075476103
10599,江苏,光伏,daily_peak,False,False,False,1.0,0.00552759493962208
106,甘肃,光伏,daily_peak,False,False,False,1.0,27.417677194244455
1060,广西,光伏,daily_peak,False,False,False,1.0,10.28173989482116
10602,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10604,江苏,光伏,daily_peak,False,False,False,0.00015411319426565895,0.001584524031966933
10606,河北,光伏,daily_peak,False,False,False,1.0,12.057667945816869
10607,山东,光伏,daily_peak,False,False,False,1.0,2.8436321673447678
1061,广西,光伏,daily_peak,False,False,False,1.0,16.784975412167032
10616,江西,光伏,daily_peak,False,False,False,0.00032018292950005117,0.004165255197722454
1062,江苏,光伏,daily_peak,False,False,False,1.0,8.621113309534888
10623,山东,光伏,daily_peak,False,False,False,1.0,0.5112857843826737
10625,江西,光伏,daily_peak,False,False,False,1.0,1.2008658963092833
10626,浙江,光伏,daily_peak,False,False,False,0.0,0.0
1063,广西,光伏,daily_peak,False,False,False,1.0,13.859605242004363
10633,江西,光伏,daily_peak,False,False,False,0.00035644888071878315,0.004827827546868302
1064,广西,光伏,daily_peak,False,False,False,1.0,13.651230284344791
10641,江西,光伏,daily_peak,False,False,False,1.0,0.595045412767104
10643,江西,光伏,daily_peak,False,False,False,1.0,2.279651139971011
10648,江西,光伏,daily_peak,False,False,False,0.0002400870447371872,0.0029880146099705977
10649,江西,光伏,daily_peak,False,False,False,0.0003337534397143387,0.004260358720629613
1065,广西,光伏,daily_peak,False,False,False,1.0,9.504719327893415
10650,山东,光伏,daily_peak,False,False,False,1.0,0.16628917872146684
10651,山东,光伏,daily_peak,False,False,False,1.0,7.10950832375076
10655,江西,光伏,daily_peak,False,False,False,1.0,0.011075076750575522
10658,山东,光伏,daily_peak,False,False,False,1.0,5.7036559232687605
1066,广西,光伏,daily_peak,False,False,False,1.0,18.4473778785022
10664,山东,光伏,daily_peak,False,False,False,1.0,5.293129237197684
10665,河北,光伏,daily_peak,False,False,False,1.0,5.987187336939921
10666,山东,光伏,daily_peak,False,False,False,1.0,2.90090556080505
10667,河南,光伏,daily_peak,False,False,False,0.0007644584396976102,0.011244871860223231
10668,江苏,光伏,daily_peak,False,False,False,0.0001899874270190383,0.0018782220847404377
10671,山西,光伏,daily_peak,False,False,False,1.0,2.0130281639822836
10676,北京,光伏,daily_peak,False,False,False,1.0,0.8443887955393854
10679,西藏,光伏,daily_peak,True,True,False,1.4953494851304727,56.55511612423202
10683,云南,光伏,daily_peak,False,False,False,1.0,17.374882823750966
10685,江苏,光伏,daily_peak,False,False,False,1.0,0.22256227345040802
10686,福建,光伏,daily_peak,False,False,False,0.0,0.0
10687,青海,光伏,daily_peak,False,False,False,1.0,21.62393499866676
10688,河南,光伏,daily_peak,False,False,False,1.0,3.4229599698692836
10691,江苏,光伏,daily_peak,False,False,False,0.00015631307963963963,0.0015988217363389074
10693,青海,光伏,daily_peak,False,False,False,1.0,2.629979276243723
10694,江苏,光伏,daily_peak,False,False,False,0.0005985043472171792,0.006033724378236902
10695,福建,光伏,daily_peak,False,False,False,0.0,0.0
10697,湖北,光伏,daily_peak,False,False,False,0.0005955207598261023,0.011152626097304014
107,甘肃,光伏,daily_peak,False,False,False,1.0,26.83335313179355
10702,河南,光伏,daily_peak,False,False,False,1.0,5.662522434526966
10703,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10704,湖南,光伏,daily_peak,False,False,False,0.0005189750384995945,0.008985310006229565
10706,青海,光伏,daily_peak,False,False,False,1.0,23.5527404073475
10708,山东,光伏,daily_peak,False,False,False,1.0,2.823781048190533
10709,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10710,湖南,光伏,daily_peak,False,False,False,1.0,4.558200268079093
10711,甘肃,光伏,daily_peak,False,False,False,1.0,7.2952101788561015
10714,青海,光伏,daily_peak,False,False,False,1.0,24.02765727677052
10718,湖南,光伏,daily_peak,False,False,False,1.0,0.6967082987925736
1072,广西,光伏,daily_peak,False,False,False,1.0,16.76695154726146
10720,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10722,青海,光伏,daily_peak,False,False,False,1.0,0.4978216965869425
10725,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10726,江西,光伏,daily_peak,False,False,False,0.0004216394382306846,0.005442281616737656
10728,江苏,光伏,daily_peak,False,False,False,0.0003535563561732912,0.003611125669820618
10729,新疆,光伏,daily_peak,False,False,False,1.0,0.12111733616423632
10732,江西,光伏,daily_peak,False,False,False,1.0,1.4137154901341724
10733,江苏,光伏,daily_peak,False,False,False,0.0006712609413547439,0.006669659717008628
10734,内蒙古,光伏,daily_peak,False,False,False,1.0,14.229463379016138
1074,广西,光伏,daily_peak,False,False,False,1.0,11.70676510362755
10740,江苏,光伏,daily_peak,False,False,False,0.0001986201278274309,0.0019866519606355124
1075,广西,光伏,daily_peak,False,False,False,1.0,17.001895231470385
10755,福建,光伏,daily_peak,False,False,False,0.0,0.0
10757,山东,光伏,daily_peak,False,False,False,1.0,0.08076551349484296
10761,陕西,光伏,daily_peak,False,False,False,1.0,9.82355957141706
10762,福建,光伏,daily_peak,False,False,False,0.0,0.0
10767,安徽,光伏,daily_peak,False,False,False,0.00035800194715981286,0.005041009611665788
10768,河北,光伏,daily_peak,False,False,False,1.0,0.6760798083946619
10772,天津,光伏,daily_peak,False,False,False,1.0,10.777650621242424
10778,新疆,光伏,daily_peak,False,False,False,1.0,0.006250308210907178
10779,浙江,光伏,daily_peak,False,False,False,0.0,0.0
1078,广西,光伏,daily_peak,False,False,False,1.0,11.960425800628729
10781,江苏,光伏,daily_peak,False,False,False,0.0007970423432378717,0.007947749608180732
10782,河南,光伏,daily_peak,False,False,False,0.0006383872888013451,0.009533210975333207
10783,重庆,光伏,daily_peak,False,False,False,0.0,0.0
10796,江苏,光伏,daily_peak,False,False,False,0.00016117421148894673,0.0016208479696051693
10799,宁夏,光伏,daily_peak,False,False,False,1.0,13.685580608936263
108,甘肃,光伏,daily_peak,False,False,False,1.0,26.83335313179355
10802,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10805,江苏,光伏,daily_peak,False,False,False,1.0,0.19865080499511792
10806,山东,光伏,daily_peak,False,False,False,1.0,6.01929375029421
