ObjectId,merge_province_cn,power_type_cn,initial_6p5_gap_100m_cny,operating_learning_gain_100m_cny,gap_share_of_initial_capex,gain_share_of_initial_capex,learning_gain_share_of_gap,closes_gap_at_baseline_learning,selected_electrolyser_capacity_mw,annual_active_hours_at_fid,operating_horizon_years,initial_stack_life_hours,cumulative_operating_hours,first_stack_replacement_year_no_learning,first_stack_replacement_year_with_learning,stack_replacements_no_learning,stack_replacements_with_learning,triggers_stack_replacement_no_learning,triggers_stack_replacement_with_learning,has_positive_operating_learning_gain,replacement_gain_identity_mismatch
W1376,河北,风电,0.03140812974058793,0.0,0.15151039457529752,0.0,0.0,False,2.8791689533752622,1862.0,30,60000.0,55860.0,,,0,0,False,False,False,False
W138,甘肃,风电,0.040325583228411,0.0,0.15738749965511117,0.0,0.0,False,3.558589761361986,1848.0,30,60000.0,55440.0,,,0,0,False,False,False,False
W1387,河北,风电,0.02292793319543385,0.0,0.15151038714389178,0.0,0.0,False,2.101793300157151,1862.0,30,60000.0,55860.0,,,0,0,False,False,False,False
W1389,河北,风电,0.01554702656590377,0.0,0.15151041552047734,0.0,0.0,False,1.4251886498011563,1862.0,30,60000.0,55860.0,,,0,0,False,False,False,False
W139,甘肃,风电,0.040526215289868,0.0,0.15738752800945793,0.0,0.0,False,3.5762941852313883,1848.0,30,60000.0,55440.0,,,0,0,False,False,False,False
W140,甘肃,风电,0.020062477667425933,0.0,0.15738748893314805,0.0,0.0,False,1.7704426511121927,1848.0,30,60000.0,55440.0,,,0,0,False,False,False,False
W141,甘肃,风电,0.05296879485324323,0.0,0.18763144354382982,0.0,0.0,False,3.920865780277355,1791.0,30,60000.0,53730.0,,,0,0,False,False,False,False
W1482,海南,风电,0.010649936337558433,0.0,0.10514246613934014,0.0,0.0,False,1.4068129453047433,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W1483,海南,风电,0.010223941757469447,0.0,0.10514249310224565,0.0,0.0,False,1.3505404607238831,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W1502,河北,风电,0.015385470587154327,0.0,0.20861146236010775,0.0,0.0,False,1.0243305380764993,1816.0,30,60000.0,54480.0,,,0,0,False,False,False,False
W1509,河北,风电,0.01482717019851129,0.0,0.20221681622745546,0.0,0.0,False,1.018376825753861,1771.0,30,60000.0,53130.0,,,0,0,False,False,False,False
W1529,河北,风电,0.016348461025729576,0.0,0.21959632390565814,0.0,0.0,False,1.0339970845242281,1789.0,30,60000.0,53670.0,,,0,0,False,False,False,False
W1612,河北,风电,0.015256170515242081,0.0,0.20759505842518125,0.0,0.0,False,1.020695091509161,1838.0,30,60000.0,55140.0,,,0,0,False,False,False,False
W1769,广西,风电,0.009034450657100354,0.0,0.1044244073069879,0.0,0.0,False,1.201620239794449,1948.0,30,60000.0,58440.0,,,0,0,False,False,False,False
W1774,广西,风电,0.009034450657100354,0.0,0.1044244073069879,0.0,0.0,False,1.201620239794449,1948.0,30,60000.0,58440.0,,,0,0,False,False,False,False
W178,北京,风电,0.01735000728819989,0.0,0.2371977499843387,0.0,0.0,False,1.0159131925287286,1800.0,30,60000.0,54000.0,,,0,0,False,False,False,False
W180,北京,风电,0.01735000728819989,0.0,0.2371977499843387,0.0,0.0,False,1.0159131925287286,1800.0,30,60000.0,54000.0,,,0,0,False,False,False,False
W181,北京,风电,0.01735000728819989,0.0,0.2371977499843387,0.0,0.0,False,1.0159131925287286,1800.0,30,60000.0,54000.0,,,0,0,False,False,False,False
W1866,河北,风电,0.007837786371382528,0.0,0.10719279138191645,0.0,0.0,False,1.0155360509190365,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W1875,河北,风电,0.016879548690291117,0.0,0.22864338503925058,0.0,0.0,False,1.0253442329582285,1847.0,30,60000.0,55410.0,,,0,0,False,False,False,False
W1883,河北,风电,0.01840728235812365,0.0,0.2502475633700006,0.0,0.0,False,1.0216151397261992,1717.0,30,60000.0,51510.0,,,0,0,False,False,False,False
W1887,河北,风电,0.014645655518235755,0.0,0.2000128195085306,0.0,0.0,False,1.0169942241579333,1846.0,30,60000.0,55380.0,,,0,0,False,False,False,False
W1892,河北,风电,0.015231616357699816,0.0,0.20861147001833394,0.0,0.0,False,1.0140872271868993,1816.0,30,60000.0,54480.0,,,0,0,False,False,False,False
W2206,黑龙江,风电,0.014495732443072904,0.0,0.10337778075058972,0.0,0.0,False,1.9475134386046777,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2208,黑龙江,风电,0.015099722668545057,0.0,0.10337779062114405,0.0,0.0,False,2.028659822737255,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2214,黑龙江,风电,0.015099722668545057,0.0,0.10337779062114405,0.0,0.0,False,2.028659822737255,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2237,黑龙江,风电,0.020889056522326827,0.0,0.12542523398148755,0.0,0.0,False,2.3131372836437274,1924.0,30,60000.0,57720.0,,,0,0,False,False,False,False
W2263,河北,风电,0.01678395496851925,0.0,0.22541814847171193,0.0,0.0,False,1.0341247466289603,1780.0,30,60000.0,53400.0,,,0,0,False,False,False,False
W2266,河北,风电,0.01774125391469534,0.0,0.24577266363126726,0.0,0.0,False,1.00257815792098,1762.0,30,60000.0,52860.0,,,0,0,False,False,False,False
W2269,黑龙江,风电,0.017685880341548693,0.0,0.10978440371564002,0.0,0.0,False,2.23745102812778,1965.0,30,60000.0,58950.0,,,0,0,False,False,False,False
W2282,黑龙江,风电,0.021716347378937313,0.0,0.13727165926757876,0.0,0.0,False,2.197219276199209,1908.0,30,60000.0,57240.0,,,0,0,False,False,False,False
W2377,河北,风电,0.01623820549400463,0.0,0.14674633062047737,0.0,0.0,False,1.536874079969018,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2379,黑龙江,风电,0.01757727181360064,0.0,0.1000474617906068,0.0,0.0,False,2.440129622676928,1978.0,30,60000.0,59340.0,,,0,0,False,False,False,False
W2383,黑龙江,风电,0.014130110237452108,0.0,0.1945671855330485,0.0,0.0,False,1.008656883934774,1847.0,30,60000.0,55410.0,,,0,0,False,False,False,False
W2404,黑龙江,风电,0.016577155216298926,0.0,0.22728326157839332,0.0,0.0,False,1.0130014207563107,1798.0,30,60000.0,53940.0,,,0,0,False,False,False,False
W2420,黑龙江,风电,0.01586225283432782,0.0,0.2169883522488628,0.0,0.0,False,1.0153036550587315,1837.0,30,60000.0,55110.0,,,0,0,False,False,False,False
W2423,河北,风电,0.017323822118981407,0.0,0.24010100296294865,0.0,0.0,False,1.00211426679687,1826.0,30,60000.0,54780.0,,,0,0,False,False,False,False
W2431,河北,风电,0.007837786371382528,0.0,0.10719279138191645,0.0,0.0,False,1.0155360509190365,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W2436,河北,风电,0.007837786371382528,0.0,0.10719279138191645,0.0,0.0,False,1.0155360509190365,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W2441,河北,风电,0.007837786371382528,0.0,0.10719279138191645,0.0,0.0,False,1.0155360509190365,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W2447,河北,风电,0.017323822118981407,0.0,0.24010100296294865,0.0,0.0,False,1.00211426679687,1826.0,30,60000.0,54780.0,,,0,0,False,False,False,False
W2455,河北,风电,0.016879548690291117,0.0,0.22864338503925058,0.0,0.0,False,1.0253442329582285,1847.0,30,60000.0,55410.0,,,0,0,False,False,False,False
W2456,黑龙江,风电,0.01586225283432782,0.0,0.2169883522488628,0.0,0.0,False,1.0153036550587315,1837.0,30,60000.0,55110.0,,,0,0,False,False,False,False
W2461,河北,风电,0.016879548690291117,0.0,0.22864338503925058,0.0,0.0,False,1.0253442329582285,1847.0,30,60000.0,55410.0,,,0,0,False,False,False,False
W2465,河北,风电,0.016541957196303775,0.0,0.22864337548883487,0.0,0.0,False,1.0048373586727346,1847.0,30,60000.0,55410.0,,,0,0,False,False,False,False
W2466,黑龙江,风电,0.009723558943882396,0.0,0.09611082853503532,0.0,0.0,False,1.4051427069626683,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2468,河北,风电,0.018478692202277505,0.0,0.25189087458705983,0.0,0.0,False,1.0188876561334326,1821.0,30,60000.0,54630.0,,,0,0,False,False,False,False
W2471,黑龙江,风电,0.009723558943882396,0.0,0.09611082853503532,0.0,0.0,False,1.4051427069626683,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2475,黑龙江,风电,0.009723558943882396,0.0,0.09611082853503532,0.0,0.0,False,1.4051427069626683,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2476,河北,风电,0.018478692202277505,0.0,0.25189087458705983,0.0,0.0,False,1.0188876561334326,1821.0,30,60000.0,54630.0,,,0,0,False,False,False,False
W2477,河北,风电,0.017323822118981407,0.0,0.24010100296294865,0.0,0.0,False,1.00211426679687,1826.0,30,60000.0,54780.0,,,0,0,False,False,False,False
W2482,河北,风电,0.007837786371382528,0.0,0.10719279138191645,0.0,0.0,False,1.0155360509190365,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W2488,河北,风电,0.007837786371382528,0.0,0.10719279138191645,0.0,0.0,False,1.0155360509190365,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W2495,黑龙江,风电,0.00855672944708569,0.0,0.09611080189351383,0.0,0.0,False,1.2365255746646429,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2497,黑龙江,风电,0.009723558943882396,0.0,0.09611082853503532,0.0,0.0,False,1.4051427069626683,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2504,黑龙江,风电,0.014051281612161971,0.0,0.11781054952130425,0.0,0.0,False,1.656529825646166,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W2507,河北,风电,0.007837786371382528,0.0,0.10719279138191645,0.0,0.0,False,1.0155360509190365,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W2515,河北,风电,0.02069206541016769,0.0,0.18155390940971372,0.0,0.0,False,1.58294469283438,1814.0,30,60000.0,54420.0,,,0,0,False,False,False,False
W2519,河北,风电,0.017323822118981407,0.0,0.24010100296294865,0.0,0.0,False,1.00211426679687,1826.0,30,60000.0,54780.0,,,0,0,False,False,False,False
W2524,黑龙江,风电,0.009752182948351855,0.0,0.09132711202487288,0.0,0.0,False,1.483097213857883,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2525,河北,风电,0.007837786371382528,0.0,0.10719279138191645,0.0,0.0,False,1.0155360509190365,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W2553,黑龙江,风电,0.014682582522342813,0.0,0.10498950696505938,0.0,0.0,False,1.9423346499058012,1965.0,30,60000.0,58950.0,,,0,0,False,False,False,False
W2567,黑龙江,风电,0.010858171023725788,0.0,0.13727162840862955,0.0,0.0,False,1.0986096153544274,1908.0,30,60000.0,57240.0,,,0,0,False,False,False,False
W2577,黑龙江,风电,0.01099812479234465,0.0,0.14957352147616143,0.0,0.0,False,1.0212484918418807,1883.0,30,60000.0,56490.0,,,0,0,False,False,False,False
W2590,黑龙江,风电,0.015489413584155889,0.0,0.21328430872089477,0.0,0.0,False,1.0086571558618915,1840.0,30,60000.0,55200.0,,,0,0,False,False,False,False
W2604,黑龙江,风电,0.009723558943882396,0.0,0.09611082853503532,0.0,0.0,False,1.4051427069626683,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2610,黑龙江,风电,0.0098346298358573,0.0,0.10111548164313154,0.0,0.0,False,1.3508523010912432,1995.0,30,60000.0,59850.0,,,0,0,False,False,False,False
W2622,黑龙江,风电,0.009845426610197437,0.0,0.10157483089439998,0.0,0.0,False,1.3462196791142385,1965.0,30,60000.0,58950.0,,,0,0,False,False,False,False
W2626,黑龙江,风电,0.013412755976306333,0.0,0.1027910147794232,0.0,0.0,False,1.812301180686373,1991.0,30,60000.0,59730.0,,,0,0,False,False,False,False
W2638,黑龙江,风电,0.01206545388149801,0.0,0.08862524160048382,0.0,0.0,False,1.8908354474175466,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W2648,黑龙江,风电,0.013412755976306333,0.0,0.1027910147794232,0.0,0.0,False,1.812301180686373,1991.0,30,60000.0,59730.0,,,0,0,False,False,False,False
W2655,黑龙江,风电,0.0178555856005102,0.0,0.10996264929067187,0.0,0.0,False,2.2552589088317636,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W2665,黑龙江,风电,0.016143730678128583,0.0,0.10192901210126738,0.0,0.0,False,2.1997513467305234,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2679,黑龙江,风电,0.015497979331427254,0.0,0.10192899911888119,0.0,0.0,False,2.111761273015552,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2693,黑龙江,风电,0.013412755976306333,0.0,0.1027910147794232,0.0,0.0,False,1.812301180686373,1991.0,30,60000.0,59730.0,,,0,0,False,False,False,False
W2703,黑龙江,风电,0.013412755976306333,0.0,0.1027910147794232,0.0,0.0,False,1.812301180686373,1991.0,30,60000.0,59730.0,,,0,0,False,False,False,False
W2708,黑龙江,风电,0.009995000738897225,0.0,0.08970440488277048,0.0,0.0,False,1.547521048585307,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2710,黑龙江,风电,0.02269516205378063,0.0,0.14504212321987833,0.0,0.0,False,2.1732347616177634,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2713,黑龙江,风电,0.02269516205378063,0.0,0.14504212321987833,0.0,0.0,False,2.1732347616177634,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2720,黑龙江,风电,0.02269516205378063,0.0,0.14504212321987833,0.0,0.0,False,2.1732347616177634,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2724,黑龙江,风电,0.02269516205378063,0.0,0.14504212321987833,0.0,0.0,False,2.1732347616177634,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2734,黑龙江,风电,0.016143730678128583,0.0,0.10192901210126738,0.0,0.0,False,2.1997513467305234,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2736,黑龙江,风电,0.012206601680527963,0.0,0.11088802827389863,0.0,0.0,False,1.5288948418580866,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2751,黑龙江,风电,0.012455717836496159,0.0,0.11088804399280373,0.0,0.0,False,1.5600967862114472,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2766,黑龙江,风电,0.011459257443032316,0.0,0.1108880185039747,0.0,0.0,False,1.4352890016674253,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2767,黑龙江,风电,0.018538506166007603,0.0,0.11470390865869085,0.0,0.0,False,2.2447295416218807,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2778,黑龙江,风电,0.016143730678128583,0.0,0.10192901210126738,0.0,0.0,False,2.1997513467305234,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2780,河北,风电,0.012022536864492405,0.0,0.1093330658678519,0.0,0.0,False,1.5272568947744476,1967.0,30,60000.0,59010.0,,,0,0,False,False,False,False
W2781,黑龙江,风电,0.009995000738897225,0.0,0.08970440488277048,0.0,0.0,False,1.547521048585307,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2786,河北,风电,0.012340244412418282,0.0,0.16667967768799702,0.0,0.0,False,1.0282734277098486,1907.0,30,60000.0,57210.0,,,0,0,False,False,False,False
W2790,黑龙江,风电,0.009995000738897225,0.0,0.08970440488277048,0.0,0.0,False,1.547521048585307,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2792,河北,风电,0.012022536864492405,0.0,0.1093330658678519,0.0,0.0,False,1.5272568947744476,1967.0,30,60000.0,59010.0,,,0,0,False,False,False,False
W2794,黑龙江,风电,0.016143730678128583,0.0,0.10192901210126738,0.0,0.0,False,2.1997513467305234,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2797,河北,风电,0.012022536864492405,0.0,0.1093330658678519,0.0,0.0,False,1.5272568947744476,1967.0,30,60000.0,59010.0,,,0,0,False,False,False,False
W2803,黑龙江,风电,0.01676742469954735,0.0,0.1333537529976655,0.0,0.0,False,1.7463392920700265,1993.0,30,60000.0,59790.0,,,0,0,False,False,False,False
W2812,黑龙江,风电,0.018538506166007603,0.0,0.11470390865869085,0.0,0.0,False,2.2447295416218807,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2813,黑龙江,风电,0.015489413584155889,0.0,0.21328430872089477,0.0,0.0,False,1.0086571558618915,1840.0,30,60000.0,55200.0,,,0,0,False,False,False,False
W2820,黑龙江,风电,0.012455717836496159,0.0,0.11088804399280373,0.0,0.0,False,1.5600967862114472,1998.0,30,60000.0,59940.0,,,0,0,False,False,False,False
W2822,黑龙江,风电,0.014130110237452108,0.0,0.1945671855330485,0.0,0.0,False,1.008656883934774,1847.0,30,60000.0,55410.0,,,0,0,False,False,False,False
W2824,黑龙江,风电,0.01206545388149801,0.0,0.08862524160048382,0.0,0.0,False,1.8908354474175466,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W2827,黑龙江,风电,0.015497979331427254,0.0,0.10192899911888119,0.0,0.0,False,2.111761273015552,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2833,黑龙江,风电,0.01206545388149801,0.0,0.08862524160048382,0.0,0.0,False,1.8908354474175466,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W2837,黑龙江,风电,0.015497979331427254,0.0,0.10192899911888119,0.0,0.0,False,2.111761273015552,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2843,黑龙江,风电,0.02097166646485883,0.0,0.13761261930329638,0.0,0.0,False,2.1166165342968974,1900.0,30,60000.0,57000.0,,,0,0,False,False,False,False
W2845,黑龙江,风电,0.013412755976306333,0.0,0.1027910147794232,0.0,0.0,False,1.812301180686373,1991.0,30,60000.0,59730.0,,,0,0,False,False,False,False
W2853,黑龙江,风电,0.018538506166007603,0.0,0.11470390865869085,0.0,0.0,False,2.2447295416218807,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2866,黑龙江,风电,0.018538506166007603,0.0,0.11470390865869085,0.0,0.0,False,2.2447295416218807,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2868,黑龙江,风电,0.018483445344116143,0.0,0.25591075580141154,0.0,0.0,False,1.0031407936112382,1772.0,30,60000.0,53160.0,,,0,0,False,False,False,False
W2869,黑龙江,风电,0.01772973788705779,0.0,0.10259177022701671,0.0,0.0,False,2.4002545135693776,1960.0,30,60000.0,58800.0,,,0,0,False,False,False,False
W2877,黑龙江,风电,0.017462127298922183,0.0,0.23255456404525623,0.0,0.0,False,1.042893081088558,1844.0,30,60000.0,55320.0,,,0,0,False,False,False,False
W2880,黑龙江,风电,0.016143730678128583,0.0,0.10192901210126738,0.0,0.0,False,2.1997513467305234,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2887,黑龙江,风电,0.016143730678128583,0.0,0.10192901210126738,0.0,0.0,False,2.1997513467305234,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2892,黑龙江,风电,0.016143730678128583,0.0,0.10192901210126738,0.0,0.0,False,2.1997513467305234,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W2907,黑龙江,风电,0.011876696404739547,0.0,0.16154855588784914,0.0,0.0,False,1.0210807260140955,1895.0,30,60000.0,56850.0,,,0,0,False,False,False,False
W2911,黑龙江,风电,0.020323478497561772,0.0,0.11923840680789977,0.0,0.0,False,2.367278649932926,1925.0,30,60000.0,57750.0,,,0,0,False,False,False,False
W2919,黑龙江,风电,0.03156232506882113,0.0,0.19394181810011366,0.0,0.0,False,2.2602945061057578,1782.0,30,60000.0,53460.0,,,0,0,False,False,False,False
W2924,黑龙江,风电,0.014130110237452108,0.0,0.1945671855330485,0.0,0.0,False,1.008656883934774,1847.0,30,60000.0,55410.0,,,0,0,False,False,False,False
W2934,黑龙江,风电,0.01712721992904748,0.0,0.11015480797693895,0.0,0.0,False,2.15948862277445,1954.0,30,60000.0,58620.0,,,0,0,False,False,False,False
W2966,黑龙江,风电,0.01642992963063831,0.0,0.16994160658777907,0.0,0.0,False,1.342775743233492,1826.0,30,60000.0,54780.0,,,0,0,False,False,False,False
W3095,湖南,风电,0.018768457564842973,0.0,0.25326067565356786,0.0,0.0,False,1.0292676550010535,1862.0,30,60000.0,55860.0,,,0,0,False,False,False,False
W3102,湖南,风电,0.016962100219870588,0.0,0.23460628430255737,0.0,0.0,False,1.0041705659178388,1897.0,30,60000.0,56910.0,,,0,0,False,False,False,False
W3107,湖南,风电,0.017513395260154888,0.0,0.23835045693153764,0.0,0.0,False,1.020520807750546,1873.0,30,60000.0,56190.0,,,0,0,False,False,False,False
W3191,内蒙古,风电,0.05755958271361609,0.0,0.13151930435917147,0.0,0.0,False,6.078489030150308,1915.0,30,60000.0,57450.0,,,0,0,False,False,False,False
W3243,湖南,风电,0.0069149851351565424,0.0,0.08655966408553402,0.0,0.0,False,1.1095405836557322,1995.0,30,60000.0,59850.0,,,0,0,False,False,False,False
W3274,内蒙古,风电,0.03196986899311349,0.0,0.2166032691820648,0.0,0.0,False,2.0499503997073267,1737.0,30,60000.0,52110.0,,,0,0,False,False,False,False
W3282,内蒙古,风电,0.0159849350079595,0.0,0.21660327537372348,0.0,0.0,False,1.0249752033463133,1737.0,30,60000.0,52110.0,,,0,0,False,False,False,False
W3358,湖南,风电,0.016962100219870588,0.0,0.23460628430255737,0.0,0.0,False,1.0041705659178388,1897.0,30,60000.0,56910.0,,,0,0,False,False,False,False
W3384,湖南,风电,0.016962100219870588,0.0,0.23460628430255737,0.0,0.0,False,1.0041705659178388,1897.0,30,60000.0,56910.0,,,0,0,False,False,False,False
W3410,湖南,风电,0.01442349975485887,0.0,0.19548952549783213,0.0,0.0,False,1.0247422974402405,1880.0,30,60000.0,56400.0,,,0,0,False,False,False,False
W3413,湖南,风电,0.016962100219870588,0.0,0.23460628430255737,0.0,0.0,False,1.0041705659178388,1897.0,30,60000.0,56910.0,,,0,0,False,False,False,False
W3447,湖南,风电,0.020075795721505814,0.0,0.11307948439687698,0.0,0.0,False,2.465792072003168,1943.0,30,60000.0,58290.0,,,0,0,False,False,False,False
W3449,湖南,风电,0.011354239423152689,0.0,0.1559176150251789,0.0,0.0,False,1.011417277903739,1925.0,30,60000.0,57750.0,,,0,0,False,False,False,False
W3459,湖南,风电,0.013161630626689732,0.0,0.1825262632499654,0.0,0.0,False,1.0015020420395604,1909.0,30,60000.0,57270.0,,,0,0,False,False,False,False
W3463,湖南,风电,0.007525453637795935,0.0,0.09273885450447066,0.0,0.0,False,1.1270377445603863,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W3472,湖南,风电,0.016748897093167108,0.0,0.2279941475713147,0.0,0.0,False,1.0203050087751455,1882.0,30,60000.0,56460.0,,,0,0,False,False,False,False
W3572,湖南,风电,0.01908534411503802,0.0,0.2580000702911081,0.0,0.0,False,1.0274191922540272,1845.0,30,60000.0,55350.0,,,0,0,False,False,False,False
W3610,湖南,风电,0.016714441294010673,0.0,0.23019056126565898,0.0,0.0,False,1.008490603159249,1835.0,30,60000.0,55050.0,,,0,0,False,False,False,False
W3973,湖南,风电,0.01908534411503802,0.0,0.2580000702911081,0.0,0.0,False,1.0274191922540272,1845.0,30,60000.0,55350.0,,,0,0,False,False,False,False
W3983,湖南,风电,0.015333379463739409,0.0,0.21002686763075243,0.0,0.0,False,1.0139826683386908,1833.0,30,60000.0,54990.0,,,0,0,False,False,False,False
W4016,内蒙古,风电,0.010960672682407182,0.0,0.0921689479735943,0.0,0.0,False,1.6516578346651658,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
W4047,内蒙古,风电,0.018072734843282003,0.0,0.11605897466566653,0.0,0.0,False,2.1627815244774022,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W4050,内蒙古,风电,0.008406724443237616,0.0,0.0983524013704527,0.0,0.0,False,1.1871602531782304,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W4054,内蒙古,风电,0.008406724443237616,0.0,0.0983524013704527,0.0,0.0,False,1.1871602531782304,1985.0,30,60000.0,59550.0,,,0,0,False,False,False,False
W4062,内蒙古,风电,0.018072734843282003,0.0,0.11605897466566653,0.0,0.0,False,2.1627815244774022,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W4090,内蒙古,风电,0.026821205882106024,0.0,0.10935938336972083,0.0,0.0,False,3.4063537749036468,1953.0,30,60000.0,58590.0,,,0,0,False,False,False,False
W4101,内蒙古,风电,0.011181086327663113,0.0,0.09471710357093432,0.0,0.0,False,1.6395440718442973,1979.0,30,60000.0,59370.0,,,0,0,False,False,False,False
W4230,内蒙古,风电,0.011646963074621956,0.0,0.09471708889974653,0.0,0.0,False,1.707858401429913,1979.0,30,60000.0,59370.0,,,0,0,False,False,False,False
W4253,内蒙古,风电,0.011646963074621956,0.0,0.09471708889974653,0.0,0.0,False,1.707858401429913,1979.0,30,60000.0,59370.0,,,0,0,False,False,False,False
W4259,内蒙古,风电,0.04901319632566513,0.0,0.1299218671667703,0.0,0.0,False,5.239601713718063,1913.0,30,60000.0,57390.0,,,0,0,False,False,False,False
W4268,内蒙古,风电,0.016558513276125307,0.0,0.12992187321110008,0.0,0.0,False,1.7701357390654315,1913.0,30,60000.0,57390.0,,,0,0,False,False,False,False
W4304,内蒙古,风电,0.016558513276125307,0.0,0.12992187321110008,0.0,0.0,False,1.7701357390654315,1913.0,30,60000.0,57390.0,,,0,0,False,False,False,False
W4313,内蒙古,风电,0.016631099299309376,0.0,0.1176686119776417,0.0,0.0,False,1.963034035891202,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W4347,内蒙古,风电,0.010203665960759879,0.0,0.08479461764598592,0.0,0.0,False,1.6713039898357323,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W4386,内蒙古,风电,0.009745966722362259,0.0,0.13430347284011468,0.0,0.0,False,1.0078715468723722,1930.0,30,60000.0,57900.0,,,0,0,False,False,False,False
W4416,内蒙古,风电,0.014244955089533568,0.0,0.09573296426495302,0.0,0.0,False,2.06665070892591,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W4461,内蒙古,风电,0.01276962592208347,0.0,0.17350772616244212,0.0,0.0,False,1.0221787784738057,1914.0,30,60000.0,57420.0,,,0,0,False,False,False,False
W4475,内蒙古,风电,0.008319888851336643,0.0,0.1133691073781732,0.0,0.0,False,1.01927248521644,1967.0,30,60000.0,59010.0,,,0,0,False,False,False,False
W4484,内蒙古,风电,0.042169277231339515,0.0,0.16604633152676337,0.0,0.0,False,3.527234842261034,1846.0,30,60000.0,55380.0,,,0,0,False,False,False,False
W4505,内蒙古,风电,0.013657502638308169,0.0,0.18637644633118472,0.0,0.0,False,1.0177656049203803,1855.0,30,60000.0,55650.0,,,0,0,False,False,False,False
W4506,内蒙古,风电,0.014244955089533568,0.0,0.09573296426495302,0.0,0.0,False,2.06665070892591,2000.0,30,60000.0,60000.0,,,0,0,False,False,False,False
W4510,内蒙古,风电,0.011147414176368662,0.0,0.15453273348278543,0.0,0.0,False,1.0018925660902538,1887.0,30,60000.0,56610.0,,,0,0,False,False,False,False
W4517,内蒙古,风电,0.011147414176368662,0.0,0.15453273348278543,0.0,0.0,False,1.0018925660902538,1887.0,30,60000.0,56610.0,,,0,0,False,False,False,False
W4522,内蒙古,风电,0.01137965038487311,0.0,0.15453271259500564,0.0,0.0,False,1.0227653235086767,1887.0,30,60000.0,56610.0,,,0,0,False,False,False,False
W4533,内蒙古,风电,0.010960672682407182,0.0,0.0921689479735943,0.0,0.0,False,1.6516578346651658,1999.0,30,60000.0,59970.0,,,0,0,False,False,False,False
