ObjectId,merge_province_cn,power_type_cn,initial_6p5_gap_100m_cny,operating_learning_gain_100m_cny,gap_share_of_initial_capex,gain_share_of_initial_capex,learning_gain_share_of_gap,closes_gap_at_baseline_learning,selected_electrolyser_capacity_mw,annual_active_hours_at_fid,operating_horizon_years,initial_stack_life_hours,cumulative_operating_hours,first_stack_replacement_year_no_learning,first_stack_replacement_year_with_learning,stack_replacements_no_learning,stack_replacements_with_learning,triggers_stack_replacement_no_learning,triggers_stack_replacement_with_learning,has_positive_operating_learning_gain,replacement_gain_identity_mismatch
4641,青海,光伏,0.01829485838009667,0.0,0.1923803969461546,0.0,0.0,False,1.3207959818808315,1789.0,30,60000.0,53670.0,,,0,0,False,False,False,False
4642,青海,光伏,0.015068346103821446,0.0,0.20914842747456266,0.0,0.0,False,1.000641445419194,1782.0,30,60000.0,53460.0,,,0,0,False,False,False,False
4647,青海,光伏,0.03271130175263886,0.0,0.15164926867261655,0.0,0.0,False,2.995884117543095,1862.0,30,60000.0,55860.0,,,0,0,False,False,False,False
4648,青海,光伏,0.036625492418478504,0.0,0.18396743895811038,0.0,0.0,False,2.765094723185874,1791.0,30,60000.0,53730.0,,,0,0,False,False,False,False
4654,青海,光伏,0.036625492418478504,0.0,0.18396743895811038,0.0,0.0,False,2.765094723185874,1791.0,30,60000.0,53730.0,,,0,0,False,False,False,False
4682,青海,光伏,0.0626228133934709,0.0,0.17136093437382238,0.0,0.0,False,5.075610145975065,1823.0,30,60000.0,54690.0,,,0,0,False,False,False,False
4690,青海,光伏,0.015068346103821446,0.0,0.20914842747456266,0.0,0.0,False,1.000641445419194,1782.0,30,60000.0,53460.0,,,0,0,False,False,False,False
4693,青海,光伏,0.01882578277839276,0.0,0.25600339734429,0.0,0.0,False,1.021350528812765,1783.0,30,60000.0,53490.0,,,0,0,False,False,False,False
4705,青海,光伏,0.15142453632584643,0.0,0.1539500836677196,0.0,0.0,False,13.661042007749066,1868.0,30,60000.0,56040.0,,,0,0,False,False,False,False
4710,青海,光伏,0.013094992617570703,0.0,0.17948116555688018,0.0,0.0,False,1.0133369532226542,1827.0,30,60000.0,54810.0,,,0,0,False,False,False,False
4712,青海,光伏,0.013714456153481198,0.0,0.1898531526120277,0.0,0.0,False,1.0032941516461893,1869.0,30,60000.0,56070.0,,,0,0,False,False,False,False
4716,青海,光伏,0.01376058026293478,0.0,0.17229073390054356,0.0,0.0,False,1.1092829311927126,1816.0,30,60000.0,54480.0,,,0,0,False,False,False,False
4718,青海,光伏,0.01311039426495136,0.0,0.17961737538881817,0.0,0.0,False,1.0137594363644802,1809.0,30,60000.0,54270.0,,,0,0,False,False,False,False
4722,青海,光伏,0.05554783880909325,0.0,0.1592708937670395,0.0,0.0,False,4.843934400003127,1831.0,30,60000.0,54930.0,,,0,0,False,False,False,False
4724,青海,光伏,0.01311039426495136,0.0,0.17961737538881817,0.0,0.0,False,1.0137594363644802,1809.0,30,60000.0,54270.0,,,0,0,False,False,False,False
4726,青海,光伏,0.017069634357024015,0.0,0.23589574471133085,0.0,0.0,False,1.0050128511168486,1805.0,30,60000.0,54150.0,,,0,0,False,False,False,False
4744,青海,光伏,0.0376556967173896,0.0,0.14647691550169784,0.0,0.0,False,3.5704997333553226,1870.0,30,60000.0,56100.0,,,0,0,False,False,False,False
4746,青海,光伏,0.014314001103228955,0.0,0.19852313505103067,0.0,0.0,False,1.0014226847015923,1865.0,30,60000.0,55950.0,,,0,0,False,False,False,False
4752,青海,光伏,0.014314001103228955,0.0,0.19852313505103067,0.0,0.0,False,1.0014226847015923,1865.0,30,60000.0,55950.0,,,0,0,False,False,False,False
4756,青海,光伏,0.012306182369729643,0.0,0.16069649150632495,0.0,0.0,False,1.063615004767239,1842.0,30,60000.0,55260.0,,,0,0,False,False,False,False
4757,青海,光伏,0.0099194051961633,0.0,0.13374255421322767,0.0,0.0,False,1.0301098062904588,1904.0,30,60000.0,57120.0,,,0,0,False,False,False,False
4767,青海,光伏,0.024628054699396752,0.0,0.18376612736877662,0.0,0.0,False,1.8613675989534813,1808.0,30,60000.0,54240.0,,,0,0,False,False,False,False
4795,青海,光伏,0.017913624287422335,0.0,0.2438599192110564,0.0,0.0,False,1.0202592460878246,1755.0,30,60000.0,52650.0,,,0,0,False,False,False,False
4804,青海,光伏,0.015475903786652302,0.0,0.18652236588255452,0.0,0.0,False,1.1523717658786803,1793.0,30,60000.0,53790.0,,,0,0,False,False,False,False
4811,青海,光伏,0.08362718463875941,0.0,0.1415517938063878,0.0,0.0,False,8.205397079792505,1867.0,30,60000.0,56010.0,,,0,0,False,False,False,False
4817,青海,光伏,0.01561520738581117,0.0,0.21461334175837168,0.0,0.0,False,1.0105517139874107,1767.0,30,60000.0,53010.0,,,0,0,False,False,False,False
4824,青海,光伏,0.01793115117704043,0.0,0.24702657732630726,0.0,0.0,False,1.0081658785192653,1748.0,30,60000.0,52440.0,,,0,0,False,False,False,False
4850,青海,光伏,0.01756392735465969,0.0,0.2430194056145928,0.0,0.0,False,1.0038022883993767,1762.0,30,60000.0,52860.0,,,0,0,False,False,False,False
4854,青海,光伏,0.1630160568482117,0.0,0.1792718615302609,0.0,0.0,False,12.62948842803993,1812.0,30,60000.0,54360.0,,,0,0,False,False,False,False
4857,青海,光伏,0.01756392735465969,0.0,0.2430194056145928,0.0,0.0,False,1.0038022883993767,1762.0,30,60000.0,52860.0,,,0,0,False,False,False,False
4863,青海,光伏,0.01756392735465969,0.0,0.2430194056145928,0.0,0.0,False,1.0038022883993767,1762.0,30,60000.0,52860.0,,,0,0,False,False,False,False
4865,青海,光伏,0.17454788798135507,0.0,0.15900587928535617,0.0,0.0,False,15.246456501225309,1843.0,30,60000.0,55290.0,,,0,0,False,False,False,False
4868,青海,光伏,0.014287110537017282,0.0,0.19638849847052017,0.0,0.0,False,1.0104058656046666,1795.0,30,60000.0,53850.0,,,0,0,False,False,False,False
4874,青海,光伏,0.014287110537017282,0.0,0.19638849847052017,0.0,0.0,False,1.0104058656046666,1795.0,30,60000.0,53850.0,,,0,0,False,False,False,False
4879,青海,光伏,0.018117131768381745,0.0,0.24682067756035345,0.0,0.0,False,1.0194722443985045,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
4882,青海,光伏,0.017289331342246105,0.0,0.2373334557958908,0.0,0.0,False,1.0117815087231286,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
4889,青海,光伏,0.017289331342246105,0.0,0.2373334557958908,0.0,0.0,False,1.0117815087231286,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
4891,青海,光伏,0.03339290802981909,0.0,0.1538497958352592,0.0,0.0,False,3.014566166858388,1857.0,30,60000.0,55710.0,,,0,0,False,False,False,False
4897,青海,光伏,0.01752497717564553,0.0,0.14822902962203388,0.0,0.0,False,1.6420701221177891,1855.0,30,60000.0,55650.0,,,0,0,False,False,False,False
4899,青海,光伏,0.018153760616217138,0.0,0.1830707250960935,0.0,0.0,False,1.3772576908830256,1807.0,30,60000.0,54210.0,,,0,0,False,False,False,False
4903,青海,光伏,0.017675301218571617,0.0,0.24195510081635202,0.0,0.0,False,1.0146109500238014,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
4905,青海,光伏,0.013356731035184349,0.0,0.17455161863128665,0.0,0.0,False,1.0627810542296423,1811.0,30,60000.0,54330.0,,,0,0,False,False,False,False
4911,青海,光伏,0.018117131768381745,0.0,0.24682067756035345,0.0,0.0,False,1.0194722443985045,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
4916,青海,光伏,0.016695912274476046,0.0,0.17455160296449854,0.0,0.0,False,1.3284763161183735,1811.0,30,60000.0,54330.0,,,0,0,False,False,False,False
4928,青海,光伏,0.018117131768381745,0.0,0.24682067756035345,0.0,0.0,False,1.0194722443985045,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
4931,青海,光伏,0.033956916645375194,0.0,0.19716541764652207,0.0,0.0,False,2.39202111570298,1785.0,30,60000.0,53550.0,,,0,0,False,False,False,False
4932,青海,光伏,0.10514984813880494,0.0,0.14822901038155548,0.0,0.0,False,9.85242061404955,1855.0,30,60000.0,55650.0,,,0,0,False,False,False,False
4933,青海,光伏,0.014123072577987937,0.0,0.19551612406163524,0.0,0.0,False,1.0032614279094023,1795.0,30,60000.0,53850.0,,,0,0,False,False,False,False
4943,青海,光伏,0.07576960564222578,0.0,0.18950488288856795,0.0,0.0,False,5.55318479333646,1788.0,30,60000.0,53640.0,,,0,0,False,False,False,False
4944,青海,光伏,0.2643222093365702,0.0,0.145189806012368,0.0,0.0,False,25.2851208853363,1862.0,30,60000.0,55860.0,,,0,0,False,False,False,False
4952,青海,光伏,0.056827204549132294,0.0,0.1895048837805105,0.0,0.0,False,4.1648885986664546,1788.0,30,60000.0,53640.0,,,0,0,False,False,False,False
4956,青海,光伏,0.018942401726259325,0.0,0.1895048858708441,0.0,0.0,False,1.3882961996242118,1788.0,30,60000.0,53640.0,,,0,0,False,False,False,False
4957,青海,光伏,0.018117131768381745,0.0,0.24682067756035345,0.0,0.0,False,1.0194722443985045,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
4960,青海,光伏,0.011356837801580671,0.0,0.15395005494251088,0.0,0.0,False,1.0245781231724094,1868.0,30,60000.0,56040.0,,,0,0,False,False,False,False
4966,青海,光伏,0.030491431445165872,0.0,0.19238040232033243,0.0,0.0,False,2.2013266335721933,1789.0,30,60000.0,53670.0,,,0,0,False,False,False,False
4977,青海,光伏,0.013475608104843323,0.0,0.18635498802822856,0.0,0.0,False,1.0043263432800027,1786.0,30,60000.0,53580.0,,,0,0,False,False,False,False
4992,青海,光伏,0.2645297868254145,0.0,0.18793111548419117,0.0,0.0,False,19.549848398195167,1794.0,30,60000.0,53820.0,,,0,0,False,False,False,False
4994,青海,光伏,0.24869586425625098,0.0,0.18509598660516555,0.0,0.0,False,18.661178392535003,1789.0,30,60000.0,53670.0,,,0,0,False,False,False,False
4998,青海,光伏,0.018117131768381745,0.0,0.24682067756035345,0.0,0.0,False,1.0194722443985045,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
6017,新疆,光伏,0.01623014872531871,0.0,0.1885645246604835,0.0,0.0,False,1.1954461354911106,1791.0,30,60000.0,53730.0,,,0,0,False,False,False,False
6030,新疆,光伏,0.0181648787418346,0.0,0.2521671660542527,0.0,0.0,False,1.0004870438651852,1706.0,30,60000.0,51180.0,,,0,0,False,False,False,False
6031,新疆,光伏,0.0221639351689792,0.0,0.21814735425743714,0.0,0.0,False,1.4111215510742057,1735.0,30,60000.0,52050.0,,,0,0,False,False,False,False
6032,新疆,光伏,0.01699756106544641,0.0,0.2319417538418238,0.0,0.0,False,1.0178298349036607,1727.0,30,60000.0,51810.0,,,0,0,False,False,False,False
6036,新疆,光伏,0.059357812320307846,0.0,0.23289305386599707,0.0,0.0,False,3.539882561197511,1711.0,30,60000.0,51330.0,,,0,0,False,False,False,False
6037,新疆,光伏,0.03142769200889651,0.0,0.20348658087025212,0.0,0.0,False,2.145083574941509,1762.0,30,60000.0,52860.0,,,0,0,False,False,False,False
6057,新疆,光伏,0.016559167541721393,0.0,0.22362391412267835,0.0,0.0,False,1.028460837839078,1752.0,30,60000.0,52560.0,,,0,0,False,False,False,False
6059,新疆,光伏,0.014966324111046975,0.0,0.20536826325355098,0.0,0.0,False,1.0121603472723337,1782.0,30,60000.0,53460.0,,,0,0,False,False,False,False
6060,新疆,光伏,0.014463997393471916,0.0,0.19846827266981,0.0,0.0,False,1.0121963071716105,1774.0,30,60000.0,53220.0,,,0,0,False,False,False,False
6061,新疆,光伏,0.018064157314828445,0.0,0.24826158409842594,0.0,0.0,False,1.0105916093631035,1771.0,30,60000.0,53130.0,,,0,0,False,False,False,False
6063,新疆,光伏,0.012840621837946372,0.0,0.17516757568737065,0.0,0.0,False,1.018122042687696,1812.0,30,60000.0,54360.0,,,0,0,False,False,False,False
6066,新疆,光伏,0.02866577673619691,0.0,0.2074581318352311,0.0,0.0,False,1.919113917014085,1755.0,30,60000.0,52650.0,,,0,0,False,False,False,False
6067,新疆,光伏,0.013337212416649983,0.0,0.18293593541918132,0.0,0.0,False,1.0125897949897167,1821.0,30,60000.0,54630.0,,,0,0,False,False,False,False
