ObjectId,hurdle,selected_index,passes
12209,0.01447315,0,False
1221,0.01447315,4,False
12214,0.01447315,0,False
12215,0.01447315,0,False
12229,0.01447315,0,False
1223,0.01447315,7,False
1224,0.01447315,6,False
1225,0.01447315,12,False
12253,0.01447315,0,False
12254,0.01447315,15,False
12256,0.01447315,0,False
12262,0.01447315,0,False
12266,0.01447315,0,False
12267,0.01447315,0,False
1227,0.01447315,5,False
12275,0.01447315,0,False
12283,0.01447315,0,False
12285,0.01447315,10,False
12286,0.01447315,0,False
1229,0.01447315,8,False
12290,0.01447315,0,False
12292,0.01447315,0,False
12293,0.01447315,0,False
12294,0.01447315,0,False
12296,0.01447315,0,False
12297,0.01447315,0,False
12302,0.01447315,0,False
12303,0.01447315,0,False
12304,0.01447315,14,False
12308,0.01447315,0,False
12312,0.01447315,0,False
12315,0.01447315,0,False
12316,0.01447315,0,False
12317,0.01447315,0,False
1232,0.01447315,11,False
12321,0.01447315,0,False
12324,0.01447315,0,False
12326,0.01447315,15,False
12327,0.01447315,15,False
12328,0.01447315,0,False
1234,0.01447315,7,False
12341,0.01447315,0,False
12343,0.01447315,0,False
12344,0.01447315,0,False
12345,0.01447315,0,False
1235,0.01447315,0,False
12351,0.01447315,0,False
12352,0.01447315,0,False
12354,0.01447315,0,False
12355,0.01447315,0,False
12356,0.01447315,12,False
12358,0.01447315,0,False
12359,0.01447315,0,False
12362,0.01447315,0,False
12365,0.01447315,0,False
1238,0.01447315,6,False
1239,0.01447315,11,False
1240,0.01447315,8,False
1242,0.01447315,7,False
12428,0.01447315,0,False
12429,0.01447315,0,False
1243,0.01447315,8,False
12433,0.01447315,0,False
12434,0.01447315,0,False
12435,0.01447315,0,False
12436,0.01447315,0,False
12437,0.01447315,0,False
12440,0.01447315,0,False
12445,0.01447315,0,False
12446,0.01447315,0,False
12448,0.01447315,0,False
1245,0.01447315,8,False
12452,0.01447315,15,False
12454,0.01447315,0,False
12455,0.01447315,0,False
12462,0.01447315,0,False
12463,0.01447315,0,False
12466,0.01447315,0,False
12469,0.01447315,8,False
1247,0.01447315,6,False
12470,0.01447315,15,False
12475,0.01447315,0,False
1248,0.01447315,11,False
12484,0.01447315,0,False
12485,0.01447315,0,False
1249,0.01447315,5,False
12490,0.01447315,12,False
12491,0.01447315,0,False
12492,0.01447315,0,False
12493,0.01447315,0,False
125,0.01447315,5,False
12502,0.01447315,15,False
1251,0.01447315,6,False
12510,0.01447315,0,False
12516,0.01447315,0,False
12517,0.01447315,0,False
12520,0.01447315,0,False
12521,0.01447315,14,False
12527,0.01447315,0,False
12532,0.01447315,0,False
12535,0.01447315,0,False
12542,0.01447315,15,False
12547,0.01447315,15,False
12548,0.01447315,15,False
12549,0.01447315,0,False
12553,0.01447315,0,False
12554,0.01447315,0,False
1256,0.01447315,11,False
12560,0.01447315,0,False
12561,0.01447315,10,False
12567,0.01447315,15,False
1257,0.01447315,8,False
12570,0.01447315,14,False
12575,0.01447315,0,False
12577,0.01447315,0,False
12579,0.01447315,0,False
12581,0.01447315,0,False
12584,0.01447315,13,False
12585,0.01447315,15,False
12586,0.01447315,0,False
12588,0.01447315,0,False
12589,0.01447315,0,False
1259,0.01447315,7,False
12594,0.01447315,12,False
126,0.01447315,5,False
12600,0.01447315,0,False
12605,0.01447315,0,False
12612,0.01447315,12,False
12613,0.01447315,15,False
12614,0.01447315,0,False
12626,0.01447315,0,False
12627,0.01447315,0,False
12628,0.01447315,9,False
1263,0.01447315,6,False
12634,0.01447315,11,False
1264,0.01447315,7,False
12648,0.01447315,0,False
12649,0.01447315,0,False
12653,0.01447315,0,False
12658,0.01447315,0,False
1266,0.01447315,6,False
12660,0.01447315,14,False
12661,0.01447315,0,False
12663,0.01447315,0,False
12664,0.01447315,0,False
12669,0.01447315,0,False
12674,0.01447315,0,False
12682,0.01447315,12,False
12686,0.01447315,0,False
12689,0.01447315,12,False
12693,0.01447315,0,False
127,0.01447315,5,False
1270,0.01447315,5,False
12702,0.01447315,0,False
12704,0.01447315,0,False
12705,0.01447315,0,False
12710,0.01447315,13,False
12713,0.01447315,0,False
12717,0.01447315,0,False
12718,0.01447315,15,False
12720,0.01447315,11,False
12722,0.01447315,0,False
12726,0.01447315,0,False
12728,0.01447315,0,False
12729,0.01447315,0,False
1273,0.01447315,6,False
12730,0.01447315,0,False
12738,0.01447315,0,False
1274,0.01447315,7,False
12741,0.01447315,0,False
12742,0.01447315,0,False
12743,0.01447315,0,False
12744,0.01447315,0,False
12745,0.01447315,0,False
12746,0.01447315,15,False
12748,0.01447315,0,False
12750,0.01447315,15,False
12751,0.01447315,12,False
12752,0.01447315,0,False
12754,0.01447315,0,False
12757,0.01447315,0,False
1276,0.01447315,6,False
12760,0.01447315,15,False
12761,0.01447315,15,False
12762,0.01447315,0,False
12763,0.01447315,15,False
12767,0.01447315,0,False
12768,0.01447315,0,False
12772,0.01447315,0,False
12774,0.01447315,0,False
12777,0.01447315,0,False
12780,0.01447315,14,False
12781,0.01447315,0,False
12786,0.01447315,0,False
1279,0.01447315,6,False
12792,0.01447315,9,False
128,0.01447315,7,False
1280,0.01447315,6,False
12801,0.01447315,0,False
12804,0.01447315,0,False
12808,0.01447315,0,False
12809,0.01447315,0,False
1281,0.01447315,12,False
12811,0.01447315,0,False
12812,0.01447315,14,False
12815,0.01447315,0,False
12835,0.01447315,0,False
12839,0.01447315,0,False
1284,0.01447315,0,False
12840,0.01447315,10,False
12843,0.01447315,11,False
12848,0.01447315,0,False
12851,0.01447315,0,False
12853,0.01447315,0,False
12860,0.01447315,0,False
12862,0.01447315,0,False
12865,0.01447315,12,False
12868,0.01447315,0,False
12869,0.01447315,0,False
12871,0.01447315,0,False
12872,0.01447315,0,False
12874,0.01447315,13,False
12878,0.01447315,0,False
12880,0.01447315,0,False
12881,0.01447315,0,False
12882,0.01447315,14,False
12889,0.01447315,0,False
1289,0.01447315,5,False
12893,0.01447315,0,False
12899,0.01447315,9,False
1290,0.01447315,6,False
12900,0.01447315,0,False
12906,0.01447315,0,False
12907,0.01447315,13,False
12909,0.01447315,0,False
12912,0.01447315,0,False
12917,0.01447315,12,False
1292,0.01447315,8,False
12924,0.01447315,14,False
12925,0.01447315,0,False
12928,0.01447315,0,False
12936,0.01447315,0,False
1294,0.01447315,6,False
12940,0.01447315,11,False
12942,0.01447315,0,False
12947,0.01447315,0,False
1295,0.01447315,6,False
12953,0.01447315,0,False
12965,0.01447315,0,False
1297,0.01447315,8,False
12975,0.01447315,0,False
