ObjectId,merge_province_cn,power_type_cn,critical_combined_learning_multiple,right_censored_at_20
6831,新疆,光伏,,True
6839,新疆,光伏,,True
6845,新疆,光伏,,True
6852,新疆,光伏,,True
6854,新疆,光伏,,True
6867,新疆,光伏,,True
6883,新疆,光伏,,True
6885,新疆,光伏,,True
6895,新疆,光伏,,True
6898,新疆,光伏,,True
6907,新疆,光伏,,True
6913,新疆,光伏,,True
6916,新疆,光伏,,True
6918,新疆,光伏,,True
6928,新疆,光伏,,True
6938,新疆,光伏,,True
6959,新疆,光伏,,True
6963,新疆,光伏,,True
697,甘肃,光伏,,True
6981,新疆,光伏,,True
7325,新疆,光伏,,True
7332,新疆,光伏,,True
W100,甘肃,风电,,True
W1057,广西,风电,,True
W1069,广西,风电,,True
W1073,广西,风电,,True
W1083,广西,风电,,True
W1130,河北,风电,,True
W1134,河北,风电,,True
W124,甘肃,风电,,True
W125,甘肃,风电,,True
W1273,广西,风电,,True
W1280,河北,风电,,True
W1284,河北,风电,,True
W130,甘肃,风电,,True
W1340,河北,风电,,True
W1356,河北,风电,,True
W1358,河北,风电,,True
W136,甘肃,风电,,True
W1360,河北,风电,,True
W1362,河北,风电,,True
W1374,河北,风电,,True
W1376,河北,风电,,True
W138,甘肃,风电,,True
W1387,河北,风电,,True
W1389,河北,风电,,True
W139,甘肃,风电,,True
W140,甘肃,风电,,True
W141,甘肃,风电,,True
W1482,海南,风电,,True
W1483,海南,风电,,True
W1502,河北,风电,,True
W1509,河北,风电,,True
W1529,河北,风电,,True
W1612,河北,风电,,True
W1769,广西,风电,,True
W1774,广西,风电,,True
W178,北京,风电,,True
W180,北京,风电,,True
W181,北京,风电,,True
W1866,河北,风电,,True
W1875,河北,风电,,True
W1883,河北,风电,,True
W1887,河北,风电,,True
W1892,河北,风电,,True
W2206,黑龙江,风电,,True
W2208,黑龙江,风电,,True
W2214,黑龙江,风电,,True
W2237,黑龙江,风电,,True
W2263,河北,风电,,True
W2266,河北,风电,,True
W2269,黑龙江,风电,,True
W2282,黑龙江,风电,,True
W2377,河北,风电,,True
W2379,黑龙江,风电,,True
W2383,黑龙江,风电,,True
W2404,黑龙江,风电,,True
W2420,黑龙江,风电,,True
W2423,河北,风电,,True
W2431,河北,风电,,True
W2436,河北,风电,,True
W2441,河北,风电,,True
W2447,河北,风电,,True
W2455,河北,风电,,True
W2456,黑龙江,风电,,True
W2461,河北,风电,,True
W2465,河北,风电,,True
W2466,黑龙江,风电,,True
W2468,河北,风电,,True
W2471,黑龙江,风电,,True
W2475,黑龙江,风电,,True
W2476,河北,风电,,True
W2477,河北,风电,,True
W2482,河北,风电,,True
W2488,河北,风电,,True
W2495,黑龙江,风电,,True
W2497,黑龙江,风电,,True
W2504,黑龙江,风电,,True
W2507,河北,风电,,True
W2515,河北,风电,,True
W2519,河北,风电,,True
W2524,黑龙江,风电,,True
W2525,河北,风电,,True
W2553,黑龙江,风电,,True
W2567,黑龙江,风电,,True
W2577,黑龙江,风电,,True
W2590,黑龙江,风电,,True
W2604,黑龙江,风电,,True
W2610,黑龙江,风电,,True
W2622,黑龙江,风电,,True
W2626,黑龙江,风电,,True
W2638,黑龙江,风电,,True
W2648,黑龙江,风电,,True
W2655,黑龙江,风电,,True
W2665,黑龙江,风电,,True
W2679,黑龙江,风电,,True
W2693,黑龙江,风电,,True
W2703,黑龙江,风电,,True
W2708,黑龙江,风电,,True
W2710,黑龙江,风电,,True
W2713,黑龙江,风电,,True
W2720,黑龙江,风电,,True
W2724,黑龙江,风电,,True
W2734,黑龙江,风电,,True
W2736,黑龙江,风电,,True
W2751,黑龙江,风电,,True
W2766,黑龙江,风电,,True
W2767,黑龙江,风电,,True
W2778,黑龙江,风电,,True
W2780,河北,风电,,True
W2781,黑龙江,风电,,True
W2786,河北,风电,,True
W2790,黑龙江,风电,,True
W2792,河北,风电,,True
W2794,黑龙江,风电,,True
W2797,河北,风电,,True
W2803,黑龙江,风电,,True
W2812,黑龙江,风电,,True
W2813,黑龙江,风电,,True
W2820,黑龙江,风电,,True
W2822,黑龙江,风电,,True
W2824,黑龙江,风电,,True
W2827,黑龙江,风电,,True
W2833,黑龙江,风电,,True
W2837,黑龙江,风电,,True
W2843,黑龙江,风电,,True
W2845,黑龙江,风电,,True
W2853,黑龙江,风电,,True
W2866,黑龙江,风电,,True
W2868,黑龙江,风电,,True
W2869,黑龙江,风电,,True
W2877,黑龙江,风电,,True
W2880,黑龙江,风电,,True
W2887,黑龙江,风电,,True
W2892,黑龙江,风电,,True
W2907,黑龙江,风电,,True
W2911,黑龙江,风电,,True
W2919,黑龙江,风电,,True
W2924,黑龙江,风电,,True
W2934,黑龙江,风电,,True
W2966,黑龙江,风电,,True
W3095,湖南,风电,,True
W3102,湖南,风电,,True
W3107,湖南,风电,,True
W3191,内蒙古,风电,,True
W3243,湖南,风电,,True
W3274,内蒙古,风电,,True
W3282,内蒙古,风电,,True
W3358,湖南,风电,,True
W3384,湖南,风电,,True
W3410,湖南,风电,,True
W3413,湖南,风电,,True
W3447,湖南,风电,,True
W3449,湖南,风电,,True
W3459,湖南,风电,,True
W3463,湖南,风电,,True
W3472,湖南,风电,,True
W3572,湖南,风电,,True
W3610,湖南,风电,,True
W3973,湖南,风电,,True
W3983,湖南,风电,,True
W4016,内蒙古,风电,,True
W4047,内蒙古,风电,,True
W4050,内蒙古,风电,,True
W4054,内蒙古,风电,,True
W4062,内蒙古,风电,,True
W4090,内蒙古,风电,,True
W4101,内蒙古,风电,,True
W4230,内蒙古,风电,,True
W4253,内蒙古,风电,,True
W4259,内蒙古,风电,,True
W4268,内蒙古,风电,,True
W4304,内蒙古,风电,,True
W4313,内蒙古,风电,,True
W4347,内蒙古,风电,,True
W4386,内蒙古,风电,,True
W4416,内蒙古,风电,,True
W4461,内蒙古,风电,,True
W4475,内蒙古,风电,,True
W4484,内蒙古,风电,,True
W4505,内蒙古,风电,,True
W4506,内蒙古,风电,,True
W4510,内蒙古,风电,,True
W4517,内蒙古,风电,,True
W4522,内蒙古,风电,,True
W4533,内蒙古,风电,,True
W4534,内蒙古,风电,1.3,False
W4539,内蒙古,风电,,True
W4548,内蒙古,风电,,True
W4551,内蒙古,风电,,True
W4588,内蒙古,风电,,True
W4603,内蒙古,风电,,True
W4611,内蒙古,风电,,True
W4626,内蒙古,风电,,True
W4690,内蒙古,风电,,True
W4736,内蒙古,风电,,True
W4753,内蒙古,风电,,True
W4783,内蒙古,风电,,True
W4791,内蒙古,风电,,True
W4807,内蒙古,风电,,True
W4808,内蒙古,风电,,True
W4814,内蒙古,风电,,True
W4815,内蒙古,风电,,True
W4832,内蒙古,风电,,True
W4837,内蒙古,风电,,True
W4852,内蒙古,风电,,True
W4875,内蒙古,风电,,True
W4888,内蒙古,风电,,True
W4964,内蒙古,风电,,True
W4968,内蒙古,风电,,True
W4991,内蒙古,风电,,True
W5005,青海,风电,,True
W5007,青海,风电,,True
W5009,青海,风电,,True
W5010,青海,风电,,True
W5014,青海,风电,,True
W5019,青海,风电,,True
W5021,青海,风电,,True
W5022,青海,风电,,True
W5025,青海,风电,,True
W5112,辽宁,风电,3.7,False
W5243,辽宁,风电,,True
W5305,辽宁,风电,,True
W5342,辽宁,风电,1.0,False
W5379,辽宁,风电,1.1,False
W5501,山东,风电,,True
W5754,青海,风电,,True
W5824,吉林,风电,,True
W583,甘肃,风电,,True
W584,甘肃,风电,,True
W585,甘肃,风电,,True
W5940,青海,风电,,True
W5948,吉林,风电,,True
W5967,辽宁,风电,,True
W6268,山西,风电,,True
W6270,山西,风电,,True
W6271,山西,风电,,True
W629,甘肃,风电,,True
W6339,山东,风电,,True
W6352,山东,风电,,True
W6360,山东,风电,,True
W6375,山东,风电,,True
W6384,山东,风电,,True
W6386,山东,风电,,True
W6452,山西,风电,,True
W6550,山西,风电,,True
W6723,山西,风电,,True
W6906,山西,风电,,True
W6910,山东,风电,,True
W6915,山西,风电,,True
W6918,山东,风电,,True
W6931,山东,风电,,True
W6937,山东,风电,,True
W6954,山东,风电,,True
W6956,山东,风电,,True
W7010,新疆,风电,,True
W7013,新疆,风电,,True
W7016,新疆,风电,,True
W7080,山西,风电,,True
W7124,山西,风电,,True
W7125,山西,风电,,True
W7127,山西,风电,,True
W7196,山西,风电,,True
W7213,新疆,风电,,True
W7224,新疆,风电,,True
W7233,新疆,风电,,True
W7243,新疆,风电,,True
W7248,山西,风电,,True
W7253,山西,风电,,True
W7256,新疆,风电,,True
W7258,新疆,风电,,True
W7260,山西,风电,,True
W7268,新疆,风电,,True
W7269,山西,风电,,True
W7273,新疆,风电,,True
W7276,新疆,风电,,True
W7277,山西,风电,,True
W7281,新疆,风电,,True
W7285,新疆,风电,,True
W7371,山西,风电,,True
W7380,新疆,风电,,True
W7382,山西,风电,,True
W7383,新疆,风电,,True
W7399,新疆,风电,,True
W7408,山西,风电,,True
W7410,新疆,风电,,True
W7421,新疆,风电,,True
W7424,新疆,风电,,True
W7431,新疆,风电,,True
W7439,新疆,风电,,True
W7447,新疆,风电,,True
W7460,新疆,风电,,True
W7468,新疆,风电,,True
W7470,新疆,风电,,True
W7474,山西,风电,,True
W7477,新疆,风电,,True
W7480,新疆,风电,,True
W7487,新疆,风电,,True
W7492,山西,风电,,True
W7495,新疆,风电,,True
W7508,新疆,风电,,True
W7514,山西,风电,,True
W7515,山西,风电,,True
W7516,新疆,风电,,True
W7520,山西,风电,,True
W7521,山西,风电,,True
W7522,新疆,风电,,True
W7535,山西,风电,,True
W7545,新疆,风电,,True
W7559,新疆,风电,,True
W7560,新疆,风电,,True
W7568,新疆,风电,,True
W7578,新疆,风电,,True
W7592,新疆,风电,,True
W7600,新疆,风电,,True
W7603,山西,风电,,True
W7606,新疆,风电,,True
W7611,山西,风电,,True
W7626,山西,风电,,True
W7639,山西,风电,,True
W7661,山西,风电,,True
W7664,新疆,风电,,True
W7683,新疆,风电,,True
W7693,山西,风电,,True
W7695,新疆,风电,,True
W7700,山西,风电,,True
W7725,新疆,风电,,True
W7727,新疆,风电,,True
W7729,新疆,风电,,True
W7735,新疆,风电,,True
W7754,山西,风电,,True
W7757,新疆,风电,,True
W7776,新疆,风电,,True
W7784,新疆,风电,,True
W7787,新疆,风电,,True
W7788,山西,风电,,True
W7789,山西,风电,,True
W7793,新疆,风电,,True
W7794,山西,风电,,True
W7799,山西,风电,,True
W7804,新疆,风电,,True
W7806,新疆,风电,,True
W7812,山西,风电,,True
W7816,新疆,风电,,True
W7828,新疆,风电,,True
W7838,山西,风电,,True
W7840,新疆,风电,,True
W7844,新疆,风电,,True
W7850,山西,风电,,True
W7851,新疆,风电,,True
W7852,山西,风电,,True
W7865,新疆,风电,,True
W7876,新疆,风电,,True
W7877,山西,风电,,True
W7883,新疆,风电,,True
W7884,山西,风电,,True
W7890,新疆,风电,,True
W7897,新疆,风电,,True
W7904,新疆,风电,,True
W7911,新疆,风电,,True
W7914,新疆,风电,,True
W7921,新疆,风电,,True
W7927,新疆,风电,,True
W7935,山西,风电,,True
W7941,山西,风电,,True
W7948,山西,风电,,True
W7953,山西,风电,,True
W7958,山西,风电,,True
W7978,山西,风电,,True
W8000,新疆,风电,,True
W8045,云南,风电,,True
W8050,云南,风电,,True
W8096,云南,风电,,True
W8098,云南,风电,,True
W8111,云南,风电,,True
W8153,云南,风电,,True
W8162,云南,风电,,True
W8214,云南,风电,,True
W89,甘肃,风电,,True
W912,甘肃,风电,,True
W922,甘肃,风电,,True
W925,甘肃,风电,,True
W93,甘肃,风电,,True
W97,甘肃,风电,,True
W985,甘肃,风电,,True
W994,甘肃,风电,,True
