ObjectId,merge_province_cn,power_type_cn,initial_6p5_gap_100m_cny,operating_learning_gain_100m_cny,gap_share_of_initial_capex,gain_share_of_initial_capex,learning_gain_share_of_gap,closes_gap_at_baseline_learning
4960,青海,光伏,0.011356837801580671,0.0,0.15395005494251088,0.0,0.0,False
4966,青海,光伏,0.030491431445165872,0.0,0.19238040232033243,0.0,0.0,False
4977,青海,光伏,0.013475608104843323,0.0,0.18635498802822856,0.0,0.0,False
4992,青海,光伏,0.2645297868254145,0.0,0.18793111548419117,0.0,0.0,False
4994,青海,光伏,0.24869586425625098,0.0,0.18509598660516555,0.0,0.0,False
4998,青海,光伏,0.018117131768381745,0.0,0.24682067756035345,0.0,0.0,False
6017,新疆,光伏,0.01623014872531871,0.0,0.1885645246604835,0.0,0.0,False
6030,新疆,光伏,0.0181648787418346,0.0,0.2521671660542527,0.0,0.0,False
6031,新疆,光伏,0.0221639351689792,0.0,0.21814735425743714,0.0,0.0,False
6032,新疆,光伏,0.01699756106544641,0.0,0.2319417538418238,0.0,0.0,False
6036,新疆,光伏,0.059357812320307846,0.0,0.23289305386599707,0.0,0.0,False
6037,新疆,光伏,0.03142769200889651,0.0,0.20348658087025212,0.0,0.0,False
6057,新疆,光伏,0.016559167541721393,0.0,0.22362391412267835,0.0,0.0,False
6059,新疆,光伏,0.014966324111046975,0.0,0.20536826325355098,0.0,0.0,False
6060,新疆,光伏,0.014463997393471916,0.0,0.19846827266981,0.0,0.0,False
6061,新疆,光伏,0.018064157314828445,0.0,0.24826158409842594,0.0,0.0,False
6063,新疆,光伏,0.012840621837946372,0.0,0.17516757568737065,0.0,0.0,False
6066,新疆,光伏,0.02866577673619691,0.0,0.2074581318352311,0.0,0.0,False
6067,新疆,光伏,0.013337212416649983,0.0,0.18293593541918132,0.0,0.0,False
6068,新疆,光伏,0.01599432303068426,0.0,0.22050541170760815,0.0,0.0,False
6069,新疆,光伏,0.012276145906277663,0.0,0.16690212070292387,0.0,0.0,False
6070,新疆,光伏,0.019567423329158586,0.0,0.16379305665155372,0.0,0.0,False
6076,新疆,光伏,0.01859572503393962,0.0,0.18632071783031268,0.0,0.0,False
6082,新疆,光伏,0.07040784076760162,0.0,0.17867435164713416,0.0,0.0,False
6083,新疆,光伏,0.02219858391496052,0.0,0.1982898879671478,0.0,0.0,False
6086,新疆,光伏,0.0543410686706075,0.0,0.22724565138521743,0.0,0.0,False
6089,新疆,光伏,0.017380552295768074,0.0,0.23813778090206353,0.0,0.0,False
6098,新疆,光伏,0.01741979257999646,0.0,0.1953960168982357,0.0,0.0,False
6101,新疆,光伏,0.01615164398460232,0.0,0.21781661212440484,0.0,0.0,False
6102,新疆,光伏,0.10433099465881075,0.0,0.21979404706067077,0.0,0.0,False
6104,新疆,光伏,0.017167863533483506,0.0,0.23514659567142568,0.0,0.0,False
6111,新疆,光伏,0.01316211036342449,0.0,0.18188759545741479,0.0,0.0,False
6112,新疆,光伏,0.06292960144930608,0.0,0.21533697003381252,0.0,0.0,False
6114,新疆,光伏,0.016881395284224915,0.0,0.18909836522117385,0.0,0.0,False
6120,新疆,光伏,0.013560661842075947,0.0,0.18360005971553972,0.0,0.0,False
6123,新疆,光伏,0.018775683623437445,0.0,0.2494987089031455,0.0,0.0,False
6124,新疆,光伏,0.016881395284224915,0.0,0.18909836522117385,0.0,0.0,False
6129,新疆,光伏,0.0923683697316379,0.0,0.2119148664204585,0.0,0.0,False
6131,新疆,光伏,0.18019764695467613,0.0,0.1982452937381736,0.0,0.0,False
6133,新疆,光伏,0.04598401030780523,0.0,0.22158777017841486,0.0,0.0,False
6140,新疆,光伏,0.013522140170985547,0.0,0.18036306846264824,0.0,0.0,False
6143,新疆,光伏,0.03003293626682893,0.0,0.19824526536930717,0.0,0.0,False
6149,新疆,光伏,0.059621401552072864,0.0,0.1847938671550483,0.0,0.0,False
6159,新疆,光伏,0.12013174514234075,0.0,0.19824526546952034,0.0,0.0,False
6160,新疆,光伏,0.11269220883125128,0.0,0.2099745391295752,0.0,0.0,False
6165,新疆,光伏,0.06368383474865602,0.0,0.18773392175777276,0.0,0.0,False
6178,新疆,光伏,0.026648840930771002,0.0,0.2074025070526281,0.0,0.0,False
6183,新疆,光伏,0.012791719723955137,0.0,0.17611123595554928,0.0,0.0,False
6189,新疆,光伏,0.02220957433773138,0.0,0.2181205125850941,0.0,0.0,False
6190,新疆,光伏,0.01856727913366252,0.0,0.19157003785446622,0.0,0.0,False
6191,新疆,光伏,0.01547432869652565,0.0,0.2095413604334043,0.0,0.0,False
6197,新疆,光伏,0.1421271427121836,0.0,0.2074024959602872,0.0,0.0,False
6199,新疆,光伏,0.35535318917115016,0.0,0.2181205125039886,0.0,0.0,False
6214,新疆,光伏,0.03184191743858062,0.0,0.18773392209927978,0.0,0.0,False
6215,新疆,光伏,0.01958551893269032,0.0,0.1996392695788238,0.0,0.0,False
6219,新疆,光伏,0.014303104277088705,0.0,0.1973609164342656,0.0,0.0,False
6224,新疆,光伏,0.04488003951231425,0.0,0.2033676995549573,0.0,0.0,False
6230,新疆,光伏,0.013860862457535416,0.0,0.19128382664107477,0.0,0.0,False
6247,新疆,光伏,0.10191270142222676,0.0,0.21583408368996812,0.0,0.0,False
6253,新疆,光伏,0.03184191743858062,0.0,0.18773392209927978,0.0,0.0,False
6259,新疆,光伏,0.09353462724827424,0.0,0.21226546700167986,0.0,0.0,False
6268,新疆,光伏,0.10752130802863957,0.0,0.18058623610001234,0.0,0.0,False
6270,新疆,光伏,0.016881395284224915,0.0,0.18909836522117385,0.0,0.0,False
6276,新疆,光伏,0.07093065667141439,0.0,0.1788963375114798,0.0,0.0,False
6288,新疆,光伏,0.15305529826719172,0.0,0.1686760040359963,0.0,0.0,False
6290,新疆,光伏,0.01659046158505767,0.0,0.23017571169927287,0.0,0.0,False
6294,新疆,光伏,0.013695099536489265,0.0,0.165993813333373,0.0,0.0,False
6295,新疆,光伏,0.018874865185331265,0.0,0.2568975147839354,0.0,0.0,False
6321,新疆,光伏,0.015733099134956872,0.0,0.21795464623307512,0.0,0.0,False
6322,新疆,光伏,0.02493203513492438,0.0,0.1990304015058234,0.0,0.0,False
6323,新疆,光伏,0.01912526376610132,0.0,0.2568146560199839,0.0,0.0,False
6328,新疆,光伏,0.01912526376610132,0.0,0.2568146560199839,0.0,0.0,False
6358,新疆,光伏,0.01728119097965817,0.0,0.20014535698039992,0.0,0.0,False
6360,新疆,光伏,0.017286773465046465,0.0,0.23705282563006627,0.0,0.0,False
6361,新疆,光伏,0.021741301553141187,0.0,0.1971535056661744,0.0,0.0,False
6362,新疆,光伏,0.10645324545788871,0.0,0.20997043205269147,0.0,0.0,False
6365,新疆,光伏,0.017504689354182052,0.0,0.23871115112694793,0.0,0.0,False
6380,新疆,光伏,0.018680768112392703,0.0,0.2544390377358721,0.0,0.0,False
6387,新疆,光伏,0.01560938906284719,0.0,0.21391434506945073,0.0,0.0,False
6388,新疆,光伏,0.025417517087506395,0.0,0.18147616403949485,0.0,0.0,False
6389,新疆,光伏,0.0203033674267931,0.0,0.15450759671184844,0.0,0.0,False
6394,新疆,光伏,0.03155131511903162,0.0,0.1791556108533782,0.0,0.0,False
6405,新疆,光伏,0.17199467849146624,0.0,0.20745815091786754,0.0,0.0,False
6415,新疆,光伏,0.019113939262195602,0.0,0.2592535914700242,0.0,0.0,False
6428,新疆,光伏,0.016500449635935575,0.0,0.22468875339932037,0.0,0.0,False
6435,新疆,光伏,0.030925750517995614,0.0,0.18388347511670275,0.0,0.0,False
6447,新疆,光伏,0.042009721743985255,0.0,0.20972673519052165,0.0,0.0,False
6451,新疆,光伏,0.01334837980271437,0.0,0.16809528244547953,0.0,0.0,False
6465,新疆,光伏,0.016675931230226138,0.0,0.2223846143246464,0.0,0.0,False
6467,新疆,光伏,0.018299863619290896,0.0,0.2537150071925143,0.0,0.0,False
6468,新疆,光伏,0.015261847614727122,0.0,0.20678911018608537,0.0,0.0,False
6475,新疆,光伏,0.026687876392971977,0.0,0.20312121070996844,0.0,0.0,False
6476,新疆,光伏,0.015261847614727122,0.0,0.20678911018608537,0.0,0.0,False
6485,新疆,光伏,0.018091575487752358,0.0,0.24095999011445404,0.0,0.0,False
6528,新疆,光伏,0.02001820633908273,0.0,0.16043898093991754,0.0,0.0,False
6536,新疆,光伏,0.019567423329158586,0.0,0.16379305665155372,0.0,0.0,False
6538,新疆,光伏,0.01638764197978608,0.0,0.22348029963513097,0.0,0.0,False
6548,新疆,光伏,0.01638764197978608,0.0,0.22348029963513097,0.0,0.0,False
6559,新疆,光伏,0.02344206467770551,0.0,0.19371462983810528,0.0,0.0,False
6564,新疆,光伏,0.016825665996205618,0.0,0.22531376668579567,0.0,0.0,False
6565,新疆,光伏,0.03985280792979828,0.0,0.22158776584067952,0.0,0.0,False
6566,新疆,光伏,0.0157676487752823,0.0,0.21479227693455846,0.0,0.0,False
6574,新疆,光伏,0.015268603326020811,0.0,0.2059971773429199,0.0,0.0,False
6576,新疆,光伏,0.03752939433945717,0.0,0.22149887383080405,0.0,0.0,False
6579,新疆,光伏,0.1500897084270708,0.0,0.19543522970611923,0.0,0.0,False
6582,新疆,光伏,0.13932199535130102,0.0,0.19505730589834971,0.0,0.0,False
6590,新疆,光伏,0.014283137975710668,0.0,0.195629770317293,0.0,0.0,False
6598,新疆,光伏,0.11661159625923838,0.0,0.20366247776656174,0.0,0.0,False
6602,新疆,光伏,0.016365550984039082,0.0,0.2185251029118921,0.0,0.0,False
6607,新疆,光伏,0.01988298041872528,0.0,0.2080927231205693,0.0,0.0,False
6609,新疆,光伏,0.14823373810591955,0.0,0.20337308407759735,0.0,0.0,False
6625,新疆,光伏,0.02383749236840868,0.0,0.21058935422717756,0.0,0.0,False
6628,新疆,光伏,0.020551947073733565,0.0,0.20748342086147006,0.0,0.0,False
6634,新疆,光伏,0.018213742196926126,0.0,0.24827162900142022,0.0,0.0,False
6638,新疆,光伏,0.023658176634799823,0.0,0.20622840913682183,0.0,0.0,False
6644,新疆,光伏,0.01490262950071426,0.0,0.20495594342808585,0.0,0.0,False
6659,新疆,光伏,0.018657100746759425,0.0,0.25904757985554244,0.0,0.0,False
6669,新疆,光伏,0.015133283685086877,0.0,0.19892637078859732,0.0,0.0,False
6672,新疆,光伏,0.01484595529874292,0.0,0.1795251631514957,0.0,0.0,False
6675,新疆,光伏,0.014484584760286703,0.0,0.19800662550174755,0.0,0.0,False
6707,新疆,光伏,0.016465460483871045,0.0,0.22754272219299138,0.0,0.0,False
6720,新疆,光伏,0.016318126710571916,0.0,0.21997979506699278,0.0,0.0,False
6739,新疆,光伏,0.12694077133242254,0.0,0.17935478901716875,0.0,0.0,False
6740,新疆,光伏,0.014475971067009085,0.0,0.19616333685225035,0.0,0.0,False
6745,新疆,光伏,0.016508632214825254,0.0,0.2262934033366911,0.0,0.0,False
6747,新疆,光伏,0.11422706588482703,0.0,0.21147065120155625,0.0,0.0,False
6753,新疆,光伏,0.011256949566470949,0.0,0.15165214001732846,0.0,0.0,False
6755,新疆,光伏,0.016226686249165616,0.0,0.21883001515442166,0.0,0.0,False
6760,新疆,光伏,0.01571842355252391,0.0,0.17026456450691596,0.0,0.0,False
6764,新疆,光伏,0.016168266862067987,0.0,0.22035253635972385,0.0,0.0,False
6766,新疆,光伏,0.08478761969808038,0.0,0.15370518758730944,0.0,0.0,False
6777,新疆,光伏,0.01769786229120726,0.0,0.23983511419726583,0.0,0.0,False
6790,新疆,光伏,0.055663191185038305,0.0,0.21242578723604827,0.0,0.0,False
6793,新疆,光伏,0.01874878113322516,0.0,0.2516945430164676,0.0,0.0,False
6799,新疆,光伏,0.05453559968702154,0.0,0.21545266525249215,0.0,0.0,False
6802,新疆,光伏,0.016631097375234976,0.0,0.2295673461225861,0.0,0.0,False
6804,新疆,光伏,0.02725096151810306,0.0,0.19752631620936778,0.0,0.0,False
6806,新疆,光伏,0.014404307846293613,0.0,0.19074111859331477,0.0,0.0,False
6812,新疆,光伏,0.2607062853972881,0.0,0.21511332746843054,0.0,0.0,False
6815,新疆,光伏,0.01626932208731693,0.0,0.2216909574225302,0.0,0.0,False
6819,新疆,光伏,0.04680890743289788,0.0,0.21199837410719385,0.0,0.0,False
6824,新疆,光伏,0.16358363611014862,0.0,0.19452108962152143,0.0,0.0,False
6827,新疆,光伏,0.10907119925694572,0.0,0.21545266516786254,0.0,0.0,False
6831,新疆,光伏,0.015395650498799625,0.0,0.2086623385552064,0.0,0.0,False
6839,新疆,光伏,0.024240298716405807,0.0,0.18797820298952708,0.0,0.0,False
6845,新疆,光伏,0.018974883861731857,0.0,0.25848336133192185,0.0,0.0,False
6852,新疆,光伏,0.018974883861731857,0.0,0.25848336133192185,0.0,0.0,False
6854,新疆,光伏,0.03838050277106955,0.0,0.20564785431720628,0.0,0.0,False
6867,新疆,光伏,0.02558700061549926,0.0,0.2056478453213353,0.0,0.0,False
6883,新疆,光伏,0.01459940668332305,0.0,0.20182984986009408,0.0,0.0,False
6885,新疆,光伏,0.02558700061549926,0.0,0.2056478453213353,0.0,0.0,False
6895,新疆,光伏,0.020929235291848418,0.0,0.19078011611940235,0.0,0.0,False
6898,新疆,光伏,0.06159120223812883,0.0,0.18545087469516666,0.0,0.0,False
6907,新疆,光伏,0.022381007555409945,0.0,0.21474236737593425,0.0,0.0,False
6913,新疆,光伏,0.029236886614639458,0.0,0.18527982394944167,0.0,0.0,False
6916,新疆,光伏,0.19068347833683863,0.0,0.1901672629457321,0.0,0.0,False
6918,新疆,光伏,0.036601916113952145,0.0,0.22344264380924433,0.0,0.0,False
6928,新疆,光伏,0.02314827998234266,0.0,0.1534359304619253,0.0,0.0,False
6938,新疆,光伏,0.015340866129192754,0.0,0.21105301502517382,0.0,0.0,False
6959,新疆,光伏,0.015565056054610218,0.0,0.17430789036159694,0.0,0.0,False
6963,新疆,光伏,0.03184191743858062,0.0,0.18773392209927978,0.0,0.0,False
697,甘肃,光伏,0.020345738162233097,0.0,0.2520580522540698,0.0,0.0,False
6981,新疆,光伏,0.025681243904724843,0.0,0.17516757717240478,0.0,0.0,False
7325,新疆,光伏,0.016387135655126017,0.0,0.2270436157187579,0.0,0.0,False
7332,新疆,光伏,0.02870781218938585,0.0,0.1885209898322469,0.0,0.0,False
W100,甘肃,风电,0.049039802772763076,0.0,0.10366392167150539,0.0,0.0,False
W1057,广西,风电,0.008492379123365215,0.0,0.10442435361382808,0.0,0.0,False
W1069,广西,风电,0.013150434340876952,0.0,0.1784508005444888,0.0,0.0,False
W1073,广西,风电,0.014410151340952256,0.0,0.198298278758904,0.0,0.0,False
W1083,广西,风电,0.016440629852449058,0.0,0.22730441510024477,0.0,0.0,False
W1130,河北,风电,0.01723538808361874,0.0,0.2391753058250055,0.0,0.0,False
W1134,河北,风电,0.019542205467546533,0.0,0.2547713430315261,0.0,0.0,False
W124,甘肃,风电,0.0487958279205991,0.0,0.10366393005111946,0.0,0.0,False
W125,甘肃,风电,0.0487958279205991,0.0,0.10366393005111946,0.0,0.0,False
W1273,广西,风电,0.01819778676025141,0.0,0.24662348512574275,0.0,0.0,False
W1280,河北,风电,0.016348461025729576,0.0,0.21959632390565814,0.0,0.0,False
W1284,河北,风电,0.01774125391469534,0.0,0.24577266363126726,0.0,0.0,False
W130,甘肃,风电,0.045193480041005714,0.0,0.13418714841421636,0.0,0.0,False
W1340,河北,风电,0.015103607847511859,0.0,0.20759504808923868,0.0,0.0,False
