ObjectId,merge_province_cn,power_type_cn,capacity_mw,latitude,longitude,low_return_entry,conventional_6p5,strict_marginal,low_selected_capacity_mw,low_selected_h2_t_per_year,low_selected_npv_100m_cny,high_selected_capacity_mw,high_selected_h2_t_per_year
W8174,云南,风电,50.0,25.5056,100.6764,False,False,False,1.0305815086255505,8.49215394662899,-0.14111607871063092,1.0305815086255505,8.49215394662899
W8175,云南,风电,199.0,25.4554,100.8639,False,False,False,1.011487761803264,19.633128150360225,-0.06089879407448459,1.011487761803264,19.633128150360225
W8176,云南,风电,36.0,25.5916,100.898,False,False,False,1.0034908539862428,12.558431930892167,-0.10686455568133932,1.0034908539862428,12.558431930892167
W8177,云南,风电,50.0,25.5916,100.898,False,False,False,1.0159338159176168,14.482996845556242,-0.09559670349940798,1.0159338159176168,14.482996845556242
W8178,云南,风电,50.0,24.1667,101.825,False,False,False,1.039841082959157,6.657380676899649,-0.15603573617504193,1.039841082959157,6.657380676899649
W818,甘肃,风电,200.0,35.375,105.1833,False,False,False,1.0364649339609797,26.217255745180726,-0.02435552278568086,1.0364649339609797,26.217255745180726
W8180,云南,风电,49.5,24.0751,101.9971,False,False,False,1.02944269901384,6.590806864768563,-0.15447538411813452,1.02944269901384,6.590806864768563
W8182,云南,风电,210.0,26.2348,104.1073,False,False,False,1.014102231255458,29.479092766582525,-0.0005461721232630661,1.014102231255458,29.479092766582525
W8183,云南,风电,48.0,25.8346,102.8425,False,False,False,1.0185233068599944,12.79548831232288,-0.1080952627290228,1.0185233068599944,12.79548831232288
W8184,云南,风电,48.0,22.1932,113.5501,False,False,False,1.0042856688331345,21.11401194749343,-0.050492369627375557,1.0042856688331345,21.11401194749343
W8186,云南,风电,49.5,25.582,103.244,False,False,False,1.0081384828429938,19.0144868616234,-0.06417079781402275,1.0081384828429938,19.0144868616234
W8187,云南,风电,50.0,25.5385,102.9544,False,False,False,1.0183217032698648,19.20655249095978,-0.0648189876554418,1.0183217032698648,19.20655249095978
W8189,云南,风电,100.0,25.582,103.244,False,False,False,1.0001666692891447,21.778930204139392,-0.04559113812944563,1.0001666692891447,21.778930204139392
W8192,云南,风电,50.0,22.1932,113.5501,False,False,False,1.028119689680607,21.71502405151737,-0.05107145115641096,1.028119689680607,21.71502405151737
W8193,云南,风电,50.0,25.6872,103.1112,False,False,False,1.0183217032698648,19.20655249095978,-0.0648189876554418,1.0183217032698648,19.20655249095978
W8194,云南,风电,50.0,25.5649,102.9767,False,False,False,1.0183217032698648,19.20655249095978,-0.0648189876554418,1.0183217032698648,19.20655249095978
W8195,云南,风电,50.0,25.7005,103.1589,False,False,False,1.0183217032698648,19.20655249095978,-0.0648189876554418,1.0183217032698648,19.20655249095978
W8196,云南,风电,38.0,23.5984,104.3414,False,False,False,1.0028524203377889,14.989841825816928,-0.08945447808426188,1.0028524203377889,14.989841825816928
