ObjectId,merge_province_cn,power_type_cn,fixed_stack_replacement_cadence_hours,critical_combined_learning_multiple,right_censored_at_20,passes_at_base_learning,passes_within_source_optimistic_envelope
6380,新疆,光伏,20000.0,2.8,False,False,False
6385,新疆,光伏,20000.0,3.8,False,False,False
6387,新疆,光伏,20000.0,2.9,False,False,False
6388,新疆,光伏,20000.0,2.0,False,False,False
6389,新疆,光伏,20000.0,1.6,False,False,False
6394,新疆,光伏,20000.0,1.8,False,False,False
6402,新疆,光伏,20000.0,3.3,False,False,False
6405,新疆,光伏,20000.0,2.2,False,False,False
6411,新疆,光伏,20000.0,3.7,False,False,False
6415,新疆,光伏,20000.0,3.2,False,False,False
6417,新疆,光伏,20000.0,3.7,False,False,False
6424,新疆,光伏,20000.0,3.5,False,False,False
6428,新疆,光伏,20000.0,3.1,False,False,False
6429,新疆,光伏,20000.0,3.7,False,False,False
6434,新疆,光伏,20000.0,3.5,False,False,False
6435,新疆,光伏,20000.0,1.9,False,False,False
6436,新疆,光伏,20000.0,3.6,False,False,False
6440,新疆,光伏,20000.0,3.8,False,False,False
6447,新疆,光伏,20000.0,3.4,False,False,False
6451,新疆,光伏,20000.0,2.1,False,False,False
6465,新疆,光伏,20000.0,3.4,False,False,False
6467,新疆,光伏,20000.0,3.7,False,False,False
6468,新疆,光伏,20000.0,2.2,False,False,False
6475,新疆,光伏,20000.0,2.2,False,False,False
6476,新疆,光伏,20000.0,2.2,False,False,False
6480,新疆,光伏,20000.0,3.7,False,False,False
6485,新疆,光伏,20000.0,3.7,False,False,False
6487,新疆,光伏,20000.0,3.3,False,False,False
6496,新疆,光伏,20000.0,3.6,False,False,False
6498,新疆,光伏,20000.0,3.6,False,False,False
6507,新疆,光伏,20000.0,3.4,False,False,False
6518,新疆,光伏,20000.0,3.6,False,False,False
6522,新疆,光伏,20000.0,3.7,False,False,False
6528,新疆,光伏,20000.0,1.8,False,False,False
6531,新疆,光伏,20000.0,3.5,False,False,False
6536,新疆,光伏,20000.0,1.9,False,False,False
6537,新疆,光伏,20000.0,3.6,False,False,False
6538,新疆,光伏,20000.0,3.2,False,False,False
6548,新疆,光伏,20000.0,3.2,False,False,False
6553,新疆,光伏,20000.0,3.6,False,False,False
6559,新疆,光伏,20000.0,1.8,False,False,False
6564,新疆,光伏,20000.0,3.0,False,False,False
6565,新疆,光伏,20000.0,3.0,False,False,False
6566,新疆,光伏,20000.0,2.2,False,False,False
6568,新疆,光伏,20000.0,3.5,False,False,False
6574,新疆,光伏,20000.0,2.1,False,False,False
6576,新疆,光伏,20000.0,3.0,False,False,False
6578,新疆,光伏,20000.0,3.1,False,False,False
6579,新疆,光伏,20000.0,3.1,False,False,False
6582,新疆,光伏,20000.0,2.1,False,False,False
6590,新疆,光伏,20000.0,2.5,False,False,False
6598,新疆,光伏,20000.0,3.0,False,False,False
6602,新疆,光伏,20000.0,2.6,False,False,False
6607,新疆,光伏,20000.0,3.2,False,False,False
6609,新疆,光伏,20000.0,2.2,False,False,False
6616,新疆,光伏,20000.0,3.2,False,False,False
6619,新疆,光伏,20000.0,3.6,False,False,False
6625,新疆,光伏,20000.0,3.2,False,False,False
6628,新疆,光伏,20000.0,3.2,False,False,False
6633,新疆,光伏,20000.0,3.6,False,False,False
6634,新疆,光伏,20000.0,2.8,False,False,False
6638,新疆,光伏,20000.0,3.2,False,False,False
6641,新疆,光伏,20000.0,3.6,False,False,False
6644,新疆,光伏,20000.0,2.4,False,False,False
6654,新疆,光伏,20000.0,3.6,False,False,False
6659,新疆,光伏,20000.0,3.5,False,False,False
6666,新疆,光伏,20000.0,3.3,False,False,False
6669,新疆,光伏,20000.0,2.1,False,False,False
6672,新疆,光伏,20000.0,1.9,False,False,False
6675,新疆,光伏,20000.0,2.5,False,False,False
6694,新疆,光伏,20000.0,3.3,False,False,False
6720,新疆,光伏,20000.0,2.7,False,False,False
6723,新疆,光伏,20000.0,3.8,False,False,False
6728,新疆,光伏,20000.0,3.4,False,False,False
6731,新疆,光伏,20000.0,3.5,False,False,False
6736,新疆,光伏,20000.0,3.4,False,False,False
6738,新疆,光伏,20000.0,3.2,False,False,False
6739,新疆,光伏,20000.0,1.9,False,False,False
6740,新疆,光伏,20000.0,2.0,False,False,False
6741,新疆,光伏,20000.0,3.8,False,False,False
6745,新疆,光伏,20000.0,2.8,False,False,False
6747,新疆,光伏,20000.0,3.1,False,False,False
6753,新疆,光伏,20000.0,1.6,False,False,False
6755,新疆,光伏,20000.0,3.3,False,False,False
6760,新疆,光伏,20000.0,1.9,False,False,False
6766,新疆,光伏,20000.0,1.6,False,False,False
6768,新疆,光伏,20000.0,3.6,False,False,False
6774,新疆,光伏,20000.0,3.4,False,False,False
6777,新疆,光伏,20000.0,3.3,False,False,False
6782,新疆,光伏,20000.0,3.4,False,False,False
6785,新疆,光伏,20000.0,3.3,False,False,False
6790,新疆,光伏,20000.0,3.4,False,False,False
6792,新疆,光伏,20000.0,3.5,False,False,False
6793,新疆,光伏,20000.0,2.9,False,False,False
6799,新疆,光伏,20000.0,2.9,False,False,False
6802,新疆,光伏,20000.0,3.1,False,False,False
6804,新疆,光伏,20000.0,2.1,False,False,False
6806,新疆,光伏,20000.0,2.1,False,False,False
6812,新疆,光伏,20000.0,3.0,False,False,False
6813,新疆,光伏,20000.0,3.1,False,False,False
6819,新疆,光伏,20000.0,2.9,False,False,False
6824,新疆,光伏,20000.0,2.1,False,False,False
6827,新疆,光伏,20000.0,2.9,False,False,False
6831,新疆,光伏,20000.0,3.0,False,False,False
6838,新疆,光伏,20000.0,3.4,False,False,False
6839,新疆,光伏,20000.0,2.2,False,False,False
6842,新疆,光伏,20000.0,3.7,False,False,False
6845,新疆,光伏,20000.0,3.0,False,False,False
685,甘肃,光伏,20000.0,3.4,False,False,False
6852,新疆,光伏,20000.0,3.0,False,False,False
6854,新疆,光伏,20000.0,2.3,False,False,False
6860,新疆,光伏,20000.0,3.6,False,False,False
6866,新疆,光伏,20000.0,3.2,False,False,False
6867,新疆,光伏,20000.0,2.3,False,False,False
6881,新疆,光伏,20000.0,3.0,False,False,False
6883,新疆,光伏,20000.0,2.2,False,False,False
6885,新疆,光伏,20000.0,2.3,False,False,False
6895,新疆,光伏,20000.0,1.9,False,False,False
6898,新疆,光伏,20000.0,1.9,False,False,False
6903,新疆,光伏,20000.0,3.3,False,False,False
6907,新疆,光伏,20000.0,3.1,False,False,False
6911,新疆,光伏,20000.0,3.6,False,False,False
6912,新疆,光伏,20000.0,3.2,False,False,False
6913,新疆,光伏,20000.0,1.9,False,False,False
6916,新疆,光伏,20000.0,1.9,False,False,False
6918,新疆,光伏,20000.0,2.9,False,False,False
6928,新疆,光伏,20000.0,1.6,False,False,False
6934,新疆,光伏,20000.0,3.5,False,False,False
6938,新疆,光伏,20000.0,2.2,False,False,False
6947,新疆,光伏,20000.0,3.3,False,False,False
6953,新疆,光伏,20000.0,3.4,False,False,False
6959,新疆,光伏,20000.0,1.8,False,False,False
6963,新疆,光伏,20000.0,2.0,False,False,False
697,甘肃,光伏,20000.0,3.3,False,False,False
6975,新疆,光伏,20000.0,3.6,False,False,False
6981,新疆,光伏,20000.0,1.8,False,False,False
6998,新疆,光伏,20000.0,3.4,False,False,False
6999,新疆,光伏,20000.0,3.4,False,False,False
7114,新疆,光伏,20000.0,2.8,False,False,False
724,甘肃,光伏,20000.0,3.5,False,False,False
7274,新疆,光伏,20000.0,3.5,False,False,False
7284,新疆,光伏,20000.0,3.5,False,False,False
7325,新疆,光伏,20000.0,2.5,False,False,False
7332,新疆,光伏,20000.0,1.9,False,False,False
7361,新疆,光伏,20000.0,3.6,False,False,False
770,甘肃,光伏,20000.0,3.7,False,False,False
782,甘肃,光伏,20000.0,3.6,False,False,False
810,甘肃,光伏,20000.0,3.6,False,False,False
814,甘肃,光伏,20000.0,3.9,False,False,False
816,甘肃,光伏,20000.0,3.7,False,False,False
8314,青海,光伏,20000.0,3.7,False,False,False
8326,青海,光伏,20000.0,3.6,False,False,False
886,甘肃,光伏,20000.0,3.5,False,False,False
895,甘肃,光伏,20000.0,3.2,False,False,False
931,甘肃,光伏,20000.0,3.6,False,False,False
935,甘肃,光伏,20000.0,3.7,False,False,False
943,甘肃,光伏,20000.0,3.7,False,False,False
954,甘肃,光伏,20000.0,3.7,False,False,False
957,甘肃,光伏,20000.0,3.7,False,False,False
963,甘肃,光伏,20000.0,3.8,False,False,False
W1057,广西,风电,20000.0,1.6,False,False,False
W1069,广西,风电,20000.0,2.1,False,False,False
W1073,广西,风电,20000.0,2.1,False,False,False
W113,甘肃,风电,20000.0,3.7,False,False,False
W1130,河北,风电,20000.0,2.9,False,False,False
W1134,河北,风电,20000.0,3.5,False,False,False
W114,甘肃,风电,20000.0,3.7,False,False,False
W115,甘肃,风电,20000.0,3.7,False,False,False
W116,甘肃,风电,20000.0,3.3,False,False,False
W117,甘肃,风电,20000.0,3.3,False,False,False
W1223,陕西,风电,20000.0,3.6,False,False,False
W123,甘肃,风电,20000.0,3.7,False,False,False
W127,甘肃,风电,20000.0,3.3,False,False,False
W1273,广西,风电,20000.0,2.6,False,False,False
W128,甘肃,风电,20000.0,3.3,False,False,False
W1280,河北,风电,20000.0,2.2,False,False,False
W1284,河北,风电,20000.0,2.6,False,False,False
W129,甘肃,风电,20000.0,3.3,False,False,False
W130,甘肃,风电,20000.0,1.6,False,False,False
W131,甘肃,风电,20000.0,3.3,False,False,False
W132,甘肃,风电,20000.0,3.3,False,False,False
W133,甘肃,风电,20000.0,3.3,False,False,False
W134,甘肃,风电,20000.0,3.3,False,False,False
W1340,河北,风电,20000.0,2.6,False,False,False
W1356,河北,风电,20000.0,2.6,False,False,False
W1358,河北,风电,20000.0,2.6,False,False,False
W136,甘肃,风电,20000.0,1.6,False,False,False
W1360,河北,风电,20000.0,2.0,False,False,False
W1362,河北,风电,20000.0,2.0,False,False,False
W1374,河北,风电,20000.0,2.6,False,False,False
W1376,河北,风电,20000.0,2.0,False,False,False
W138,甘肃,风电,20000.0,1.6,False,False,False
W1387,河北,风电,20000.0,2.0,False,False,False
W1389,河北,风电,20000.0,2.0,False,False,False
W139,甘肃,风电,20000.0,1.6,False,False,False
W140,甘肃,风电,20000.0,1.6,False,False,False
W141,甘肃,风电,20000.0,3.2,False,False,False
W1482,海南,风电,20000.0,1.1,False,False,True
W1483,海南,风电,20000.0,1.1,False,False,True
W1502,河北,风电,20000.0,2.7,False,False,False
W1509,河北,风电,20000.0,2.8,False,False,False
W1529,河北,风电,20000.0,2.2,False,False,False
W1603,广西,风电,20000.0,3.6,False,False,False
W1612,河北,风电,20000.0,2.6,False,False,False
W1686,广西,风电,20000.0,3.6,False,False,False
W1769,广西,风电,20000.0,1.0,False,True,True
W1774,广西,风电,20000.0,1.0,False,True,True
W1866,河北,风电,20000.0,1.7,False,False,False
W1875,河北,风电,20000.0,2.9,False,False,False
W1883,河北,风电,20000.0,3.5,False,False,False
W1887,河北,风电,20000.0,2.7,False,False,False
W1892,河北,风电,20000.0,2.7,False,False,False
W2206,黑龙江,风电,20000.0,1.0,False,True,True
W2208,黑龙江,风电,20000.0,1.0,False,True,True
W2214,黑龙江,风电,20000.0,1.0,False,True,True
W2237,黑龙江,风电,20000.0,1.6,False,False,False
W2263,河北,风电,20000.0,2.6,False,False,False
W2266,河北,风电,20000.0,2.6,False,False,False
W2269,黑龙江,风电,20000.0,1.4,False,False,False
W2282,黑龙江,风电,20000.0,1.2,False,False,True
W2377,河北,风电,20000.0,1.1,False,False,True
W2379,黑龙江,风电,20000.0,1.3,False,False,True
W2383,黑龙江,风电,20000.0,2.3,False,False,False
W2404,黑龙江,风电,20000.0,2.7,False,False,False
W2420,黑龙江,风电,20000.0,2.5,False,False,False
W2431,河北,风电,20000.0,1.7,False,False,False
W2436,河北,风电,20000.0,1.7,False,False,False
W2441,河北,风电,20000.0,1.7,False,False,False
W2455,河北,风电,20000.0,2.9,False,False,False
W2456,黑龙江,风电,20000.0,2.5,False,False,False
W2461,河北,风电,20000.0,2.9,False,False,False
W2465,河北,风电,20000.0,2.9,False,False,False
W2466,黑龙江,风电,20000.0,1.1,False,False,True
W2471,黑龙江,风电,20000.0,1.1,False,False,True
W2475,黑龙江,风电,20000.0,1.1,False,False,True
W2482,河北,风电,20000.0,1.7,False,False,False
W2488,河北,风电,20000.0,1.7,False,False,False
W2495,黑龙江,风电,20000.0,1.1,False,False,True
W2497,黑龙江,风电,20000.0,1.1,False,False,True
W2504,黑龙江,风电,20000.0,1.2,False,False,True
W2507,河北,风电,20000.0,1.7,False,False,False
W2515,河北,风电,20000.0,2.0,False,False,False
W2524,黑龙江,风电,20000.0,0.9,False,True,True
W2525,河北,风电,20000.0,1.7,False,False,False
W2553,黑龙江,风电,20000.0,1.5,False,False,False
W2567,黑龙江,风电,20000.0,1.7,False,False,False
W2577,黑龙江,风电,20000.0,1.9,False,False,False
W2590,黑龙江,风电,20000.0,2.3,False,False,False
W2604,黑龙江,风电,20000.0,1.1,False,False,True
W2610,黑龙江,风电,20000.0,1.1,False,False,True
W2622,黑龙江,风电,20000.0,1.1,False,False,True
W2626,黑龙江,风电,20000.0,1.2,False,False,True
W2638,黑龙江,风电,20000.0,1.0,False,True,True
W2648,黑龙江,风电,20000.0,1.2,False,False,True
W2655,黑龙江,风电,20000.0,1.0,False,True,True
W2670,黑龙江,风电,20000.0,3.0,False,False,False
W2693,黑龙江,风电,20000.0,1.2,False,False,True
W2703,黑龙江,风电,20000.0,1.2,False,False,True
W2708,黑龙江,风电,20000.0,1.3,False,False,True
W2736,黑龙江,风电,20000.0,0.9,False,True,True
W2751,黑龙江,风电,20000.0,0.9,False,True,True
W2766,黑龙江,风电,20000.0,0.9,False,True,True
W2780,河北,风电,20000.0,1.3,False,False,True
W2781,黑龙江,风电,20000.0,1.3,False,False,True
W2786,河北,风电,20000.0,2.2,False,False,False
W2790,黑龙江,风电,20000.0,1.3,False,False,True
W2792,河北,风电,20000.0,1.3,False,False,True
W2797,河北,风电,20000.0,1.3,False,False,True
W2803,黑龙江,风电,20000.0,0.7,False,True,True
W2813,黑龙江,风电,20000.0,2.3,False,False,False
W2820,黑龙江,风电,20000.0,0.9,False,True,True
W2822,黑龙江,风电,20000.0,2.3,False,False,False
W2824,黑龙江,风电,20000.0,1.0,False,True,True
W2833,黑龙江,风电,20000.0,1.0,False,True,True
W2843,黑龙江,风电,20000.0,1.6,False,False,False
W2845,黑龙江,风电,20000.0,1.2,False,False,True
W2869,黑龙江,风电,20000.0,1.3,False,False,True
W2877,黑龙江,风电,20000.0,2.5,False,False,False
W2902,黑龙江,风电,20000.0,3.6,False,False,False
W2907,黑龙江,风电,20000.0,1.9,False,False,False
W2911,黑龙江,风电,20000.0,1.3,False,False,True
W2919,黑龙江,风电,20000.0,2.0,False,False,False
W2924,黑龙江,风电,20000.0,2.3,False,False,False
W2934,黑龙江,风电,20000.0,1.5,False,False,False
W2966,黑龙江,风电,20000.0,1.7,False,False,False
W2967,黑龙江,风电,20000.0,3.7,False,False,False
W2970,黑龙江,风电,20000.0,3.6,False,False,False
W2972,黑龙江,风电,20000.0,3.7,False,False,False
W2975,黑龙江,风电,20000.0,3.7,False,False,False
W2978,黑龙江,风电,20000.0,3.7,False,False,False
W2979,黑龙江,风电,20000.0,3.7,False,False,False
W3240,内蒙古,风电,20000.0,3.8,False,False,False
W3243,湖南,风电,20000.0,1.1,False,False,True
W3274,内蒙古,风电,20000.0,2.2,False,False,False
W3282,内蒙古,风电,20000.0,2.7,False,False,False
W3410,湖南,风电,20000.0,2.8,False,False,False
W3447,湖南,风电,20000.0,1.6,False,False,False
W3449,湖南,风电,20000.0,2.4,False,False,False
W3459,湖南,风电,20000.0,2.4,False,False,False
W3463,湖南,风电,20000.0,1.0,False,True,True
W3983,湖南,风电,20000.0,2.2,False,False,False
W4047,内蒙古,风电,20000.0,1.1,False,False,True
W4050,内蒙古,风电,20000.0,1.5,False,False,False
W4054,内蒙古,风电,20000.0,1.5,False,False,False
W4062,内蒙古,风电,20000.0,1.1,False,False,True
W4101,内蒙古,风电,20000.0,1.0,False,True,True
W4230,内蒙古,风电,20000.0,1.0,False,True,True
W4253,内蒙古,风电,20000.0,1.0,False,True,True
W4268,内蒙古,风电,20000.0,1.4,False,False,False
W4304,内蒙古,风电,20000.0,1.4,False,False,False
W4313,内蒙古,风电,20000.0,0.8,False,True,True
W4386,内蒙古,风电,20000.0,1.7,False,False,False
