ObjectId,province,technology,capacity_mw,latitude,longitude,low_return_entry,conventional_6p5,strict_marginal,low_selected_capacity_mw,low_selected_h2_t_per_year,low_selected_npv_100m_cny,high_selected_capacity_mw,high_selected_h2_t_per_year
10226,Zhejiang,solar PV,2.3,28.4704,119.9184,False,False,False,0.0,0.0,0.0,0.0,0.0
10227,Tibet,solar PV,15.0,28.5592,89.6797,True,True,False,2.7793991320611378,102.35033224850332,0.1028319685254238,1.6766050513665218,65.69212858273315
10228,Jiangsu,solar PV,17.5,31.507,121.329,False,False,False,1.0,1.3838985309609493,-0.1859551840136042,1.0,1.3838985309609493
10229,Hunan,solar PV,1.0,28.2179,113.7002,False,False,False,0.0002305357164414,0.0037195395802068,-1.8563346465332327e-05,0.0002305357164414,0.0037195395802068
1023,Guangxi,solar PV,30.0,22.327,106.915,False,False,False,1.0,10.852987190943066,-0.118202390232845,1.0,10.852987190943066
10233,Jiangsu,solar PV,5.7,31.4179,119.4787,False,False,False,0.0006781997359033,0.0070464247335537,-8.237071647744694e-05,0.0006781997359033,0.0070464247335537
10238,Hebei,solar PV,8.5,41.162,114.873,False,False,False,1.0,10.741161115939228,-0.1191942403441222,1.0,10.741161115939228
1024,Guangxi,solar PV,140.0,22.0738,107.3584,False,False,False,1.0,16.85478258978344,-0.0757670648273978,1.0,16.85478258978344
10241,Hebei,solar PV,7.6,41.4859,117.6154,False,False,False,1.0,9.465326098151966,-0.1282967495538793,1.0,9.465326098151966
10242,Hebei,solar PV,5.9,41.4859,117.6154,False,False,False,1.0,7.0865008727042325,-0.1452502545855107,1.0,7.0865008727042325
10245,Jilin,solar PV,14.4,42.7667,129.4333,False,False,False,1.0,7.859177662780522,-0.13969388989391,1.0,7.859177662780522
10247,Chongqing,solar PV,2.0,31.0333,108.8625,False,False,False,0.0,0.0,0.0,0.0,0.0
1025,Guangxi,solar PV,90.0,22.1032,107.3845,False,False,False,1.0,15.82411207389793,-0.0827649893030876,1.0,15.82411207389793
10252,Xinjiang,solar PV,10.0,40.603,79.668,False,False,False,1.0,22.5495341601935,-0.0408699405387456,1.0,22.5495341601935
10253,Gansu,solar PV,1.0,40.2774,96.456,False,False,False,1.0,0.0055791275091474,-0.1958533430602115,1.0,0.0055791275091474
10256,Zhejiang,solar PV,3.6,29.108,119.6486,False,False,False,0.0,0.0,0.0,0.0,0.0
10259,Gansu,solar PV,5.0,40.0901,94.495,False,False,False,1.0,13.23473407326803,-0.1013481833663954,1.0,13.23473407326803
10264,Henan,solar PV,13.5,33.377,112.635,False,False,False,1.0,3.5971887051989637,-0.1701240859806037,1.0,3.5971887051989637
10266,Hebei,solar PV,7.7,39.3563,114.7443,False,False,False,1.0,9.923216304880675,-0.1250345157802128,1.0,9.923216304880675
10269,Gansu,solar PV,15.0,40.114,94.501,False,False,False,1.0,24.32425055502592,-0.0295651502157066,1.0,24.32425055502592
1027,Guangxi,solar PV,50.0,22.0875,107.0658,False,False,False,1.0,13.644574093887378,-0.0983073655380802,1.0,13.644574093887378
10271,Gansu,solar PV,10.0,39.5785,98.8123,False,False,False,1.0,19.843302751854186,-0.057351964310448,1.0,19.843302751854186
10276,Zhejiang,solar PV,1.8,30.05,121.15,False,False,False,0.0,0.0,0.0,0.0,0.0
10277,Gansu,solar PV,18.0,40.084,94.491,False,False,False,1.0,25.3373861263642,-0.0232877131255464,1.0,25.3373861263642
1028,Guangxi,solar PV,100.0,22.1036,107.3847,False,False,False,1.0,16.14751968627391,-0.080458235176593,1.0,16.14751968627391
10281,Shandong,solar PV,1.2,37.1773,119.9371,False,False,False,0.0005118776051773,0.0092333415646127,-3.5170644258699744e-05,0.0005118776051773,0.0092333415646127
10285,Zhejiang,solar PV,3.7,29.8903,121.5517,False,False,False,0.0,0.0,0.0,0.0,0.0
10286,Zhejiang,solar PV,2.5,29.4798,121.8649,False,False,False,0.0,0.0,0.0,0.0,0.0
1029,Guangxi,solar PV,150.0,22.2659,107.1153,False,False,False,1.0,16.733610149869342,-0.0765332412304737,1.0,16.733610149869342
10295,Zhejiang,solar PV,2.9,29.9674,121.5925,False,False,False,0.0,0.0,0.0,0.0,0.0
10297,Zhejiang,solar PV,2.3,29.8622,121.6204,False,False,False,0.0,0.0,0.0,0.0,0.0
10299,Fujian,solar PV,3.3,27.0143,119.4386,False,False,False,0.0,0.0,0.0,0.0,0.0
103,Gansu,solar PV,50.0,38.103,102.326,False,False,False,1.0,25.523848518465435,-0.0220952533602671,1.0,25.523848518465435
10300,Ningxia,solar PV,6.0,37.0,106.0,False,False,False,1.0,8.496036671242235,-0.1351294801797701,1.0,8.496036671242235
10301,Jiangsu,solar PV,10.0,33.2302,119.496,False,False,False,1.0,0.2902908934693425,-0.1938072373652284,1.0,0.2902908934693425
10302,Zhejiang,solar PV,2.0,29.2908,121.4252,False,False,False,0.0,0.0,0.0,0.0,0.0
10307,Zhejiang,solar PV,1.1,29.2908,121.4252,False,False,False,0.0,0.0,0.0,0.0,0.0
10310,Zhejiang,solar PV,1.0,29.2908,121.4252,False,False,False,0.0,0.0,0.0,0.0,0.0
10311,Zhejiang,solar PV,5.0,29.2908,121.4252,False,False,False,0.0,0.0,0.0,0.0,0.0
10312,Shandong,solar PV,2.5,37.6811,116.8231,False,False,False,1.0,0.0532807267830387,-0.1955111284182944,1.0,0.0532807267830387
10313,Hebei,solar PV,1.3,37.6181,114.9145,False,False,False,0.0007567905297703,0.017733248497342,-2.6805347526225315e-05,0.0007567905297703,0.017733248497342
10314,Shandong,solar PV,2.0,37.6811,116.8231,False,False,False,0.0007958862346512,0.0150009132013948,-5.071371644303064e-05,0.0007958862346512,0.0150009132013948
10316,Ningxia,solar PV,5.0,37.0,106.0,False,False,False,1.0,6.691977690866214,-0.1480064241990545,1.0,6.691977690866214
10317,Ningxia,solar PV,10.0,39.1661,106.6357,False,False,False,1.0,14.94205892515417,-0.0891746683997073,1.0,14.94205892515417
10318,Ningxia,solar PV,10.0,37.3424,106.1479,False,False,False,1.0,13.621427887480593,-0.0985697932964377,1.0,13.621427887480593
10319,Ningxia,solar PV,10.0,37.6215,107.0519,False,False,False,1.0,12.718835605128662,-0.1049951095630433,1.0,12.718835605128662
10321,Ningxia,solar PV,9.5,36.1752,106.2425,False,False,False,1.0,11.924186497977836,-0.1106506395043731,1.0,11.924186497977836
10322,Ningxia,solar PV,10.0,39.0755,106.2615,False,False,False,1.0,14.411744861011142,-0.09295632741314,1.0,14.411744861011142
10323,Ningxia,solar PV,11.0,37.4923,106.5152,False,False,False,1.0,14.071482481995911,-0.0953681242441602,1.0,14.071482481995911
10324,Ningxia,solar PV,2.0,36.9851,105.4966,False,False,False,1.0,0.4552803789687238,-0.1926239610263263,1.0,0.4552803789687238
10325,Ningxia,solar PV,1.0,37.5157,105.1685,False,False,False,0.0007072744924822,0.0158984824196979,-2.9076320149689783e-05,0.0007072744924822,0.0158984824196979
10326,Ningxia,solar PV,10.0,39.1661,106.6357,False,False,False,1.0,14.94205892515417,-0.0891746683997073,1.0,14.94205892515417
10327,Ningxia,solar PV,10.0,37.6215,107.0519,False,False,False,1.0,12.718835605128662,-0.1049951095630433,1.0,12.718835605128662
