scenario_id,resource_branch,system_capex_cny_per_kw,curtailed_power_price_cny_per_kwh,opex_accounting_case,fixed_om_rate,stack_replacement_share,resource_realization,debt_ratio,loan_rate,is_main
C513,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.8,0.045,False
C514,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.5,0.025,False
C515,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.5,0.035,False
C516,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.5,0.045,False
C517,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.7,0.025,False
C518,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.7,0.035,False
C519,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.7,0.045,False
C520,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.8,0.025,False
C521,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.8,0.035,False
C522,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.8,0.045,False
C523,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.5,0.025,False
C524,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.5,0.035,False
C525,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.5,0.045,False
C526,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.7,0.025,False
C527,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.7,0.035,False
C528,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.7,0.045,False
C529,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.8,0.025,False
C530,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.8,0.035,False
C531,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.8,0.045,False
C532,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.5,0.025,False
C533,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.5,0.035,False
C534,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.5,0.045,False
C535,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.7,0.025,False
C536,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.7,0.035,False
C537,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.7,0.045,False
C538,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.8,0.025,False
C539,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.8,0.035,False
C540,curtailment_only,7200.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.8,0.045,False
C541,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.025,False
C542,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.035,False
C543,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.045,False
C544,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.025,False
C545,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.035,False
C546,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.045,False
C547,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.025,False
C548,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.035,False
C549,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.045,False
C550,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.025,False
C551,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.035,False
C552,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.045,False
C553,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.025,False
C554,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.035,False
C555,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.045,False
C556,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.025,False
C557,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.035,False
C558,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.045,False
C559,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.025,False
C560,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.035,False
C561,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.045,False
C562,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.025,False
C563,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.035,True
C564,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.045,False
C565,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.025,False
C566,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.035,False
C567,curtailment_only,7200.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.045,False
C568,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.5,0.025,False
C569,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.5,0.035,False
C570,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.5,0.045,False
C571,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.7,0.025,False
C572,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.7,0.035,False
C573,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.7,0.045,False
C574,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.8,0.025,False
C575,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.8,0.035,False
C576,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.5,0.8,0.045,False
C577,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.5,0.025,False
C578,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.5,0.035,False
C579,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.5,0.045,False
C580,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.7,0.025,False
C581,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.7,0.035,False
C582,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.7,0.045,False
C583,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.8,0.025,False
C584,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.8,0.035,False
C585,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.8,0.045,False
C586,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.5,0.025,False
C587,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.5,0.035,False
C588,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.5,0.045,False
C589,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.7,0.025,False
C590,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.7,0.035,False
C591,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.7,0.045,False
C592,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.8,0.025,False
C593,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.8,0.035,False
C594,curtailment_only,7200.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.8,0.045,False
C595,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.5,0.025,False
C596,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.5,0.035,False
C597,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.5,0.045,False
C598,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.7,0.025,False
C599,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.7,0.035,False
C600,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.7,0.045,False
C601,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.8,0.025,False
C602,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.8,0.035,False
C603,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.8,0.045,False
C604,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.5,0.025,False
C605,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.5,0.035,False
C606,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.5,0.045,False
C607,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.7,0.025,False
C608,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.7,0.035,False
C609,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.7,0.045,False
C610,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.8,0.025,False
C611,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.8,0.035,False
C612,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.8,0.045,False
C613,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.5,0.025,False
C614,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.5,0.035,False
C615,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.5,0.045,False
C616,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.7,0.025,False
C617,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.7,0.035,False
C618,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.7,0.045,False
C619,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.8,0.025,False
C620,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.8,0.035,False
C621,curtailment_only,7200.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.8,0.045,False
C622,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.025,False
C623,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.035,False
C624,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.045,False
C625,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.025,False
C626,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.035,False
C627,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.045,False
C628,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.025,False
C629,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.035,False
C630,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.045,False
C631,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.025,False
C632,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.035,False
C633,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.045,False
C634,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.025,False
C635,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.035,False
C636,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.045,False
C637,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.025,False
C638,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.035,False
C639,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.045,False
C640,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.025,False
C641,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.035,False
C642,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.045,False
C643,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.025,False
C644,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.035,False
C645,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.045,False
C646,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.025,False
C647,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.035,False
C648,curtailment_only,7200.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.045,False
C649,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.5,0.025,False
C650,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.5,0.035,False
C651,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.5,0.045,False
C652,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.7,0.025,False
C653,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.7,0.035,False
C654,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.7,0.045,False
C655,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.8,0.025,False
C656,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.8,0.035,False
C657,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.8,0.045,False
C658,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.5,0.025,False
C659,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.5,0.035,False
C660,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.5,0.045,False
C661,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.7,0.025,False
C662,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.7,0.035,False
C663,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.7,0.045,False
C664,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.8,0.025,False
C665,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.8,0.035,False
C666,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.8,0.045,False
C667,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.5,0.025,False
C668,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.5,0.035,False
C669,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.5,0.045,False
C670,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.7,0.025,False
C671,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.7,0.035,False
C672,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.7,0.045,False
C673,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.8,0.025,False
C674,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.8,0.035,False
C675,curtailment_only,10800.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.8,0.045,False
C676,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.5,0.025,False
C677,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.5,0.035,False
C678,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.5,0.045,False
C679,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.7,0.025,False
C680,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.7,0.035,False
C681,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.7,0.045,False
C682,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.8,0.025,False
C683,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.8,0.035,False
C684,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.8,0.045,False
C685,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.5,0.025,False
C686,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.5,0.035,False
C687,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.5,0.045,False
C688,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.7,0.025,False
C689,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.7,0.035,False
C690,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.7,0.045,False
C691,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.8,0.025,False
C692,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.8,0.035,False
C693,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.8,0.045,False
C694,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.5,0.025,False
C695,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.5,0.035,False
C696,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.5,0.045,False
C697,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.7,0.025,False
C698,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.7,0.035,False
C699,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.7,0.045,False
C700,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.8,0.025,False
C701,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.8,0.035,False
C702,curtailment_only,10800.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.8,0.045,False
C703,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.025,False
C704,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.035,False
C705,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.045,False
C706,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.025,False
C707,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.035,False
C708,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.045,False
C709,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.025,False
C710,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.035,False
C711,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.045,False
C712,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.025,False
C713,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.035,False
C714,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.045,False
C715,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.025,False
C716,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.035,False
C717,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.045,False
C718,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.025,False
C719,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.035,False
C720,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.045,False
C721,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.025,False
C722,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.035,False
C723,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.045,False
C724,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.025,False
C725,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.035,False
C726,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.045,False
C727,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.025,False
C728,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.035,False
C729,curtailment_only,10800.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.045,False
C730,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.5,0.025,False
C731,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.5,0.035,False
C732,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.5,0.045,False
C733,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.7,0.025,False
C734,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.7,0.035,False
C735,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.7,0.045,False
C736,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.8,0.025,False
C737,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.8,0.035,False
C738,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.8,0.045,False
C739,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.5,0.025,False
C740,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.5,0.035,False
C741,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.5,0.045,False
C742,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.7,0.025,False
C743,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.7,0.035,False
C744,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.7,0.045,False
C745,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.8,0.025,False
C746,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.8,0.035,False
C747,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.8,0.045,False
C748,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.5,0.025,False
C749,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.5,0.035,False
C750,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.5,0.045,False
C751,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.7,0.025,False
C752,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.7,0.035,False
C753,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.7,0.045,False
C754,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.8,0.025,False
C755,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.8,0.035,False
C756,curtailment_only,10800.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.8,0.045,False
C757,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.5,0.025,False
C758,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.5,0.035,False
C759,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.5,0.045,False
C760,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.7,0.025,False
C761,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.7,0.035,False
C762,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.7,0.045,False
C763,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.8,0.025,False
C764,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.8,0.035,False
C765,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.8,0.045,False
C766,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.5,0.025,False
C767,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.5,0.035,False
C768,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.5,0.045,False
C769,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.7,0.025,False
C770,curtailment_only,10800.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.7,0.035,False
