resource_branch,scenario_id,terminal_h2_price_2060_real_cny_per_kg,price_path_shape,learning_case,scope,cohort_count,retain_low_return_count,reach_colocated_6p5_count,reach_independent_h2_8_count,raw_npv_colocated_6p5_pass_count,raw_npv_independent_h2_8_pass_count,retain_low_return_share,reach_colocated_6p5_share,reach_independent_h2_8_share,npv_low_total_100m_cny,npv_colocated_6p5_total_100m_cny,capacity_gw,capex_100m_cny,h2_mt_per_year
curtailment_only,curtailment_only_P15_front_loaded_life_only,15.0,front_loaded,life_only,all_low_return_admissions,1889,21,2,0,2,0,0.01111699311805188,0.0010587612493382743,0.0,-392.24693482074815,-306.2826132563674,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_front_loaded_life_only,15.0,front_loaded,life_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-141.20065414696845,-94.39987520379344,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_front_loaded_stack_cost_only,15.0,front_loaded,stack_cost_only,all_low_return_admissions,1889,36,2,2,2,2,0.019057702488088937,0.0010587612493382743,0.0010587612493382743,-359.1895517070049,-297.12065843460095,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_front_loaded_stack_cost_only,15.0,front_loaded,stack_cost_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-136.26108714943908,-93.41657593336792,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_front_loaded_combined,15.0,front_loaded,combined,all_low_return_admissions,1889,100,6,2,6,2,0.05293806246691371,0.0031762837480148226,0.0010587612493382743,-316.8145272686226,-287.32376537985016,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P15_front_loaded_combined,15.0,front_loaded,combined,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-134.75541544280213,-93.1273400200428,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P15_linear_none,15.0,linear,none,all_low_return_admissions,1889,298,86,36,86,36,0.15775542615140287,0.04552673372154579,0.019057702488088937,-149.199538327318,-175.72661266211915,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_linear_none,15.0,linear,none,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-98.07202881290272,-71.50458136598058,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_linear_energy_only,15.0,linear,energy_only,all_low_return_admissions,1889,354,103,74,103,74,0.18740074113287453,0.05452620434092112,0.039174166225516144,-104.26312620405932,-165.2983568884969,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P15_linear_energy_only,15.0,linear,energy_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-96.55188214128292,-71.21248689549667,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P15_linear_life_only,15.0,linear,life_only,all_low_return_admissions,1889,298,86,36,86,36,0.15775542615140287,0.04552673372154579,0.019057702488088937,-149.199538327318,-175.72661266211915,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_linear_life_only,15.0,linear,life_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-98.07202881290272,-71.50458136598058,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_linear_stack_cost_only,15.0,linear,stack_cost_only,all_low_return_admissions,1889,336,100,73,100,73,0.17787188988883007,0.05293806246691371,0.03864478560084701,-117.22093876401196,-166.8213199364983,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_linear_stack_cost_only,15.0,linear,stack_cost_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-93.13256657030924,-70.52130844922377,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_linear_combined,15.0,linear,combined,all_low_return_admissions,1889,404,129,78,129,78,0.2138697723663314,0.06829010058231869,0.04129168872419269,-73.89882682858813,-156.73365784460114,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P15_linear_combined,15.0,linear,combined,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-91.61934218358238,-70.23073212339403,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P15_back_loaded_none,15.0,back_loaded,none,all_low_return_admissions,1889,836,304,241,304,241,0.44256220222339865,0.16093170989941769,0.12758073054526203,76.05917977348416,-73.4167329808072,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_back_loaded_none,15.0,back_loaded,none,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-57.00940850395078,-52.820249243301504,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_back_loaded_energy_only,15.0,back_loaded,energy_only,all_low_return_admissions,1889,991,336,263,336,263,0.5246161990471149,0.17787188988883007,0.13922710428798307,122.98119642097922,-62.41881105190918,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P15_back_loaded_energy_only,15.0,back_loaded,energy_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-55.479112378996774,-52.52635789690277,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P15_back_loaded_life_only,15.0,back_loaded,life_only,all_low_return_admissions,1889,836,304,241,304,241,0.44256220222339865,0.16093170989941769,0.12758073054526203,76.05917977348416,-73.4167329808072,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_back_loaded_life_only,15.0,back_loaded,life_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-57.00940850395078,-52.820249243301504,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_back_loaded_stack_cost_only,15.0,back_loaded,stack_cost_only,all_low_return_admissions,1889,987,332,256,332,256,0.5224986765484383,0.17575436739015352,0.1355214399152991,107.01461698617916,-64.73445445447176,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_back_loaded_stack_cost_only,15.0,back_loaded,stack_cost_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-52.073782751872464,-51.837838899475514,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_back_loaded_combined,15.0,back_loaded,combined,all_low_return_admissions,1889,1025,350,272,350,272,0.5426151402858655,0.185283218634198,0.1439915299100053,153.00716643093895,-53.92177436655089,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P15_back_loaded_combined,15.0,back_loaded,combined,strict_marginal_vs_6p5,741,3,0,0,0,0,0.004048582995951417,0.0,0.0,-50.56672554711111,-51.54880273138434,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P12_front_loaded_none,12.0,front_loaded,none,all_low_return_admissions,1889,0,0,0,0,0,0.0,0.0,0.0,-643.6706481210193,-400.9935408875,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P12_front_loaded_none,12.0,front_loaded,none,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-185.62214657966473,-111.16315422283674,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P12_front_loaded_energy_only,12.0,front_loaded,energy_only,all_low_return_admissions,1889,2,0,0,0,0,0.0010587612493382743,0.0,0.0,-601.6310867313473,-391.1836400864311,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P12_front_loaded_energy_only,12.0,front_loaded,energy_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-184.41031658068673,-110.93024192190268,1.996362631393401,143.7381094603249,0.05966946211001487
